Site_ID,Center_Name,Permit_Holder,Address,Borough,Zip_Code,Phone,Permit_Number,Permit_Expiration_Date,Permit_Status,Age_Range,Maximum_Capacity,Certified_to_Administer_Medication,Site_Type,Number_Of_Violations,Hazard_Violations,Critical_Violations,General_Violations,Number_Of_Visits
DC14576,ST. MALACHY EARLY CHILDHOOD DEVELOPMENT CENTER,"CATHOLIC CHARITIES NEIGHBORHOOD SERVICES, INC.",220 HENDRIX STREET,BROOKLYN,11207,718-647-0966,6125,2016-02-27,Permitted,2 YEARS - 5 YEARS,150,No,ACS Contracted Preschools,9,0,8,1,11
DC204,ST. MARK'S HEAD START,ST. MARK'S U.M.C. FAMILY SERVICES COUNCIL,2017 BEVERLY ROAD,BROOKLYN,11226,718-287-7300,4843,2015-08-15,Permitted,2 YEARS - 5 YEARS,151,Yes,ACS Head Start,16,1,10,5,5
DC973,ST. MARTIN OF TOURS HEAD START,LITTLE ANGELS HEAD START PROGRAM OF THE ARCHDIOCESE OF N.Y.,695 EAST 182 STREET,BRONX,10457,718-220-4750,5766,2015-05-10,Permitted,2 YEARS - 5 YEARS,40,No,Private,8,1,2,5,5
DC14443,ST. MARTIN'S NURSERY & KINDERGARTEN SCHOOL,"ST. MARTIN'S NURSERY & KINDERGARTEN SCHOOL, INC.",657 VAN SICLEN AVENUE,BROOKLYN,11207,718-927-2363,6092,2016-04-13,Permitted,2 YEARS - 5 YEARS,28,No,Private,10,1,4,5,10
DC10753,ST. MARTIN'S NURSERYAND KINDERGARTEN SCHOOL- I/T,ST. MARTIN'S NURSERY & KINDERGARTEN SCHOOL INC.,657 VAN SICLEN AVENUE,BROOKLYN,11207,718-927-2363,6091,2015-04-13,Permitted,0 YEARS - 2 YEARS,14,No,Private,14,0,8,6,8
DC1975,"ST. PETER'S  DAYCARE OF WILLIAMSBRIDGE,INC.",ST. PETER'S EVANGELICAL LUTHERAN CHURCH,741 EAST 219 STREET,BRONX,10467,718-547-7632,5786,2015-08-10,Permitted,2 YEARS - 5 YEARS,25,No,Private,4,0,3,1,5
DC414,ST. PETER'S PRESCHOOL,SAINT PETER'S EVANGELICAL LUTHERAN CHURCH,109 HIGHLAND PLACE,BROOKLYN,11208,718-647-1014,4264,2016-03-22,Permitted,2 YEARS - 5 YEARS,97,No,Private,26,6,11,9,15
DC11238,ST. THOMAS MORE PLAY  GROUP,"ST.THOMAS MORE PLAY GROUP, INC.",65 EAST 89 STREET,MANHATTAN,10128,212-534-3977,5113,2014-11-04,Permitted,2 YEARS - 5 YEARS,61,No,Private,6,1,3,2,6
DC2659,ST.ALBANS OUTREACH DAYCARE CENTER,ST. ALBANS EARLY CHILDHOOD CENTER,109-53 FARMERS BOULEVARD,QUEENS,11412,718-479-4111,4577,2013-07-15,Expired-InRenewal,0 YEARS - 2 YEARS,10,No,Private,1,1,0,0,8
DC2646,ST.BARTHOLOMEW COMMUNITY PRE-SCHOOL,ST. BARTHOLOMEW COMMUNITY PRE-SCHOOL,109 EAST 50 STREET,MANHATTAN,10022,212-378-0238,4366,2014-09-14,Permitted,2 YEARS - 5 YEARS,74,No,Private,7,1,2,4,4
DC1339,ST.LUKE'S NURSERY,ST. LUKES NURSERY SCHOOL,87-34 85 STREET,QUEENS,11421,718-296-6683,5133,2015-11-27,Permitted,2 YEARS - 5 YEARS,30,No,Private,3,0,2,1,9
DC1531,ST.MARY'S HOSPITAL FOR CHILDREN,ST. MARY'S HOSPITAL FOR CHILDREN,29-01 216 STREET,QUEENS,11360,718-281-8848,7555,2014-06-28,Permitted,2 YEARS - 5 YEARS,57,Yes,Private,3,2,1,0,7
DC371,STAGG STREET CENTER FOR CHILDREN,"BUSHWICK IMPROVEMENT SOCIETY, INC.",77-83 STAGG STREET,BROOKLYN,11206,718-388-1395,4515,2016-02-13,Permitted,2 YEARS - 5 YEARS,95,No,ACS Contracted Preschools,40,9,12,19,11
DC12259,STAR  AMERICA  M. INC.,QING SHENG WANG,780 8 AVENUE,MANHATTAN,10036,212-262-4896,7405,2015-09-12,Permitted,0 YEARS - 2 YEARS,33,No,Private,18,6,8,4,5
DC2986,STAR AMERICA INC.,STAR AMERICA INC.,80-07 BROADWAY,QUEENS,11373,718-396-9739,6634,2015-03-16,Permitted,2 YEARS - 5 YEARS,90,No,Private,10,1,8,1,8
DC82,STAR AMERICA INC.,"STAR AMERICA, INC.",880 60 STREET,BROOKLYN,11220,718-431-2545,6950,2016-01-23,Permitted,2 YEARS - 5 YEARS,96,No,Private,21,0,8,13,12
DC12260,STAR AMERICA PRESCHOOL,QING SHENG WANG,780 8 AVENUE,MANHATTAN,10036,212-262-4896,7431,2015-08-03,Permitted,2 YEARS - 5 YEARS,49,No,Private,18,2,10,6,6
DC23084,"STAR PARADISE, INC.","STAR PARADISE, INC.",86-55 BROADWAY,QUEENS,11373,718-255-1899,26797,2014-11-02,Permitted,2 YEARS - 5 YEARS,133,No,Private,22,3,9,10,7
DC470,STARRETT EARLY LEARNING CENTER,RECREATION ROOMS AND SETTLEMENT-STARRETT CITY EARLY LEARNING CENTER,1325 PENNSYLVANIA AVENUE,BROOKLYN,11239,718-642-8724,7504,2014-11-12,Permitted,2 YEARS - 5 YEARS,62,No,Private,16,1,6,9,10
DC22792,STATEN ISLAND CHILDREN'S ACADEMY,"ANTHONY FRANCO, SR.",50 OSAGE LANE,STATEN ISLAND,10312,718-227-2500,53539,2015-10-25,Permitted,0 YEARS - 2 YEARS,18,No,Private,9,3,6,0,4
DC22793,STATEN ISLAND CHILDREN'S ACADEMY,"ANTHONY FRANCO,SR.",50 OSAGE LANE,STATEN ISLAND,10312,718-227-2500,53540,2015-10-25,Permitted,2 YEARS - 5 YEARS,64,No,Private,16,4,9,3,6
DC1202,STATEN ISLAND EARLY CHILDHOOD CENTER,ZZSI CORP.,467 ST MARKS PLACE,STATEN ISLAND,10301,718-447-7726,6923,2015-12-17,Permitted,2 YEARS - 5 YEARS,70,No,Private,67,8,33,26,12
DC2200,STATEN ISLAND HEAD START,"STATEN ISLAND MENTAL HEALTH SOCIETY, INC.",44 DONGAN HILLS AVENUE,STATEN ISLAND,10306,718-987-2909,2068,2015-09-28,Permitted,2 YEARS - 5 YEARS,57,Yes,ACS Head Start,7,1,5,1,7
DC1486,STATEN ISLAND MENTAL HEALTH HEAD START,"STATEN ISLAND MENTAL HEALTH SOCIETY, INC.",16 OSGOOD AVENUE,STATEN ISLAND,10304,718-420-6138,6784,2016-04-29,Permitted,2 YEARS - 5 YEARS,114,Yes,ACS Head Start,0,0,0,0,6
DC11051,STATEN ISLAND MENTAL HEALTH SOCIETY HEAD START,"STATEN ISLAND MENTAL HEALTH SOCIETY, INC.",100 BRIGHTON AVENUE,STATEN ISLAND,10301,718-442-6680,6113,2014-06-01,Expired-InRenewal,2 YEARS - 5 YEARS,114,Yes,ACS Head Start,6,0,0,6,6
DC1226,STATEN ISLAND PRESCHOOL,SIPS KINDER FACILITIES INC.,145 ROSS AVENUE,STATEN ISLAND,10306,718-667-9235,5667,2016-04-05,Permitted,0 YEARS - 2 YEARS,10,No,Private,1,0,1,0,6
DC14168,STATEN ISLAND PRESCHOOL,SIPS KINDER FACILITIES INC.,145 ROSS AVENUE,STATEN ISLAND,10306,718-667-9235,5668,2015-06-13,Permitted,2 YEARS - 5 YEARS,45,No,Private,0,0,0,0,4
DC3024,STATEN ISLAND Y.M.C.A. NURSERY - NORTH,YOUNG MEN'S CHRISTIAN ASSOCIATION OF GREATER NEW YORK,651 BROADWAY,STATEN ISLAND,10310,718-981-4933,7743,2015-05-10,Permitted,2 YEARS - 5 YEARS,81,No,Private,11,3,1,7,6
DC15613,STEP AHEAD DAY CARE INFANT/ TODDLERS,"STEP AHEAD, LLC.",7100   RIDGE BLVD.,BROOKLYN,11209,718-680-2221,7762,2015-05-02,Permitted,0 YEARS - 2 YEARS,18,No,Private,10,4,2,4,7
DC15614,STEP AHEAD DAY CARE(PRE-SCHOOL),STEP AHEAD LLC.,7100   RIDGE BLVD.,BROOKLYN,11209,718-680-2221,7758,2015-05-01,Permitted,2 YEARS - 5 YEARS,28,No,Private,6,1,3,2,7
DC17049,STEP BY STEP  INFANT DEVELOPMENT CENTER  INC.,"STEP BY STEP INFANT DEVELOPMENT CENTER, INC.",1049 38 STREET,BROOKLYN,11219,718-633-6666,8010,2015-03-30,Permitted,2 YEARS - 5 YEARS,18,No,Private,11,2,5,4,5
DC10592,"STEP BY STEP EARLY CHILDHOOD CENTER, INC.","STEP BY STEP EARLY CHILDHOOD CENTER, INC.",1163 LENOX ROAD,BROOKLYN,11212,718-922-6366,6826,2014-08-28,Permitted,2 YEARS - 5 YEARS,47,No,Private,42,8,20,14,11
DC21351,"STEP BY STEP EARLY CHILDHOOD CENTER, INC.","STEP BY STEP EARLY CHILDHOOD CENTER, INC.",1163 LENOX ROAD,BROOKLYN,11212,718-922-6366,9357,2015-11-30,Permitted,0 YEARS - 2 YEARS,18,No,Private,28,10,12,6,9
DC2146,STEPHEN WISE EARLY CHILDHOOD CENTER,STEPHEN WISE FREE SYNAGOGUE,30 WEST 68 STREET,MANHATTAN,10023,212-877-4050,4898,2014-05-19,Expired-InRenewal,2 YEARS - 5 YEARS,80,No,Private,17,0,10,7,7
DC14261,STEPHEN WISE EARLY CHILDHOOD CENTER,STEPHEN WISE FREE SYNAGOGUE,30 WEST 68TH STREET,MANHATTAN,10023,212-877-4050,4899,2015-07-18,Permitted,0 YEARS - 2 YEARS,20,No,Private,3,0,2,1,6
DC15574,"STEPPING STONE DAY SCHOOL, INC.","STEPPING STONE DAY SCHOOL, INC.",2826 WESTCHESTER AVENUE,BRONX,10461,718-554-2025,7750,2015-04-27,Permitted,2 YEARS - 5 YEARS,186,No,Private,9,1,4,4,6
DC1512,"STEPPING STONE DAY SCHOOL, INC.","STEPPINGSTONE DAY SCHOOL, INC.",77-40 VLEIGH PLACE,QUEENS,11367,718-591-9093,6144,2015-03-30,Permitted,0 YEARS - 2 YEARS,14,Yes,Private,0,0,0,0,8
DC14199,STEPPING STONE DAYSCHOOLPRESCHOOL,"STEPPING STONE DAY SCHOOL, INC.",77-40 VLEIGH PLACE,QUEENS,11367,718-591-9093,5522,2014-10-06,Permitted,2 YEARS - 5 YEARS,298,Yes,Private,2,1,0,1,9
DC1513,STEPPING STONE PRE AND GRADE SCHOOL,STEPPING STONE OF SE QUEENS,114-36 FRANCIS LEWIS BOULEVARD,QUEENS,11411,718-465-2344,6117,2015-09-05,Permitted,2 YEARS - 5 YEARS,26,No,Private,8,2,5,1,12
DC2389,STEPPING STONE PRE-SCHOOL,"STEPPING STONE OF S.E. QUEENS,INC.",114-28 FRANCIS LEWIS BOULEVARD,QUEENS,11411,718-465-2344,5022,2015-09-05,Permitted,2 YEARS - 5 YEARS,26,No,Private,17,5,5,7,15
DC2385,STEPPING STONE PRE-SCHOOL,"STEPPING STONE OF S.E. QUEENS,INC.",114-30 FRANCIS LEWIS BOULEVARD,QUEENS,11411,718-465-2344,5242,2015-09-05,Permitted,2 YEARS - 5 YEARS,26,No,Private,9,2,5,2,11
DC2388,STEPPING STONE PRE-SCHOOL AND KINDERGARTEN III,STEPPING STONE PRE-SCHOOL AND KINDERGARTEN III,114-38 FRANCIS LEWIS BOULEVARD,QUEENS,11411,718-465-2344,5601,2015-09-05,Permitted,2 YEARS - 5 YEARS,29,No,Private,6,1,4,1,13
DC10455,STEPPING STONES,STEPPING STONES 86 LLC,245 86 STREET,BROOKLYN,11209,718-630-1000,7290,2014-06-25,Permitted,2 YEARS - 5 YEARS,47,No,Private,1,0,0,1,5
DC23021,STEPPING STONES,STEPPING STONES 86 LLC,247 86TH STREET,BROOKLYN,11209,718-630-1000,18945,2014-07-13,Permitted,2 YEARS - 5 YEARS,42,No,Private,1,0,1,0,3
DC1373,STEPPING STONES PRESCHOOL,"RAINBOW DAY CARE CENTER,INC.",5394 AMBOY ROAD,STATEN ISLAND,10312,718-948-4878,4769,2014-07-12,Permitted,2 YEARS - 5 YEARS,94,No,Private,7,1,2,4,6
DC22618,STEPPING STONES-THE NEXT STEP,RR & DO INC.,9321 RIDGE BLVD.,BROOKLYN,11209,718-630-1001,15277,2016-04-24,Permitted,2 YEARS - 5 YEARS,24,No,Private,1,0,0,1,3
DC256,STEPPING UP NURSERY SCHOOL,CAROL CONOLLY,2000 WILLIAMSBRIDGE ROAD,BRONX,10461,718-828-1180,5711,2016-05-22,Permitted,2 YEARS - 5 YEARS,18,No,Private,14,3,7,4,8
DC24750,STEPS 2 SUCCESS,"STEPZ 2 SUCCESS CHILD CARE CENTER, INC.",1992 NOSTRAND AVENUE,BROOKLYN,11210,718-576-6994,26977,2014-11-08,Permitted,2 YEARS - 5 YEARS,18,No,Private,7,2,4,1,3
DC18578,STEPS TO SUCCESS 1,"STEPS TO SUCCESS OF NY, LLC",11-21 NEW LOTS AVENUE,BROOKLYN,11212,718-345-3555,8114,2015-12-23,Permitted,2 YEARS - 5 YEARS,78,No,Private,20,5,10,5,9
DC20465,STEPS TO SUCCESS I,"STEPS TO SUCCESS OF NY, LLC",11-21 NEW LOTS AVENUE,BROOKLYN,11212,718-345-3555,8115,2015-12-23,Permitted,0 YEARS - 2 YEARS,18,No,Private,22,5,8,9,12
DC19072,STEPS TO SUCCESS II,"STEPS TO SUCCESS II, LLC.",2975 HYLAN BLVD,STATEN ISLAND,10306,718-351-7777,7984,2015-02-13,Permitted,2 YEARS - 5 YEARS,89,No,Private,16,2,5,9,7
DC22667,STEPS TO SUCCESS III,"STEPS TO SUCCESS III,LLC",1810 VOORHIES AVENUE,BROOKLYN,11235,718-758-5558,20917,2014-08-17,Permitted,2 YEARS - 5 YEARS,133,No,Private,12,2,5,5,4
DC14689,STILLWELL  AVE PREP-SCHOOL,STILLWELL AVENUE INC.,6420 BAY PARKWAY,BROOKLYN,11204,718-232-3643,7954,2014-11-19,Permitted,2 YEARS - 5 YEARS,44,Yes,Private,21,3,15,3,11
DC69,STILLWELL AVE PREPARATORY EXTENSION PROGRAM,STILLWELL AVENUE INC.,132 HIGHLAWN AVENUE,BROOKLYN,11223,718-333-3433,6903,2015-05-09,Permitted,2 YEARS - 5 YEARS,15,No,Private,22,2,11,9,8
DC11017,STILLWELL AVENUE PREP SCHOOL,STILLWELL AVENUE INC.,1990 STILLWELL AVENUE,BROOKLYN,11223,718-265-2220,5709,2016-03-01,Permitted,2 YEARS - 5 YEARS,79,No,Private,31,5,16,10,9
DC415,STORYBOOK LAND,"STORYBOOK LAND, INC.",8638 20TH AVENUE,BROOKLYN,11214,718-996-8714,6424,2015-08-27,Permitted,2 YEARS - 5 YEARS,18,No,Private,20,4,9,7,11
DC12233,STRAWBERRY PATCH DAY CARE  INC.,"STRAWBERRY PATCH DAY CARE CENTER, INC.",2007 LINDEN BOULEVARD,BROOKLYN,11207,718-257-7555,7429,2015-05-30,Permitted,0 YEARS - 2 YEARS,18,No,Private,13,1,8,4,8
DC12234,"STRAWBERRY PATCH DAY CARE,INC.","STRAWBERRY PATCH DAY CARE CENTER, INC.",2007 LINDEN BOULEVARD,BROOKLYN,11207,718-257-7555,7423,2015-05-30,Permitted,2 YEARS - 5 YEARS,41,No,Private,41,8,18,15,12
DC23116,STRONG PLACE DAY CARE,"STRONG PLACE DAY CARE CENTER, INC.",595 CLINTON STREET,BROOKLYN,11231,718-624-2993,19457,2014-07-25,Permitted,2 YEARS - 5 YEARS,159,No,ACS Contracted Preschools,30,6,13,11,8
DC24647,STRONG PLACE FOR HOPE DAY CARE,"STRONG PLACE DAY CARE, INC.",333 2ND STREET,BROOKLYN,11215,718-624-2993,23357,2014-09-27,Permitted,2 YEARS - 5 YEARS,91,No,ACS Contracted Preschools,11,3,2,6,3
DC24648,STRONG PLACE FOR HOPE DAY CARE,"STRONG PLACE DAY CARE CENTER, INC.",460 ATLANTIC AVENUE,BROOKLYN,11217,718-522-1352,23338,2014-09-27,Permitted,2 YEARS - 5 YEARS,114,No,ACS Contracted Preschools,28,4,11,13,8
DC2116,STUYVESANT HEIGHTS CHRISTIAN CHURCH EARLY CHILDHOOD CENTER,"STUYVESANT HEIGHTS CHRISTIAN CHURCH, INC.",69 MACDONOUGH STREET,BROOKLYN,11216,718-783-5383,5467,2014-09-25,Permitted,2 YEARS - 5 YEARS,40,No,Private,25,5,13,7,11
DC16659,STUYVESANT HEIGHTS MONTESSORI,"STUYVESANT HEIGHTS MONTESSORI,INC.",644 MACDONOUGH STREET,BROOKLYN,11233,347-295-1100,7921,2014-09-16,Permitted,2 YEARS - 5 YEARS,71,No,Private,20,5,8,7,9
DC373,SUMNER CHILDREN'S CENTER,BROOKLYN KINDERGARTEN SOCIETY,860 PARK AVENUE,BROOKLYN,11206,718-455-3471,1235,2016-05-19,Permitted,2 YEARS - 5 YEARS,59,Yes,ACS Contracted Preschools,13,2,9,2,8
DC16690,SUN FLOWER,"SANDRA'S SUNFLOWER CHILD CARE, INC.",121-17  SUTPHIN BLVD.,QUEENS,11434,718-848-1352,8286,2015-04-11,Permitted,2 YEARS - 5 YEARS,25,No,Private,15,4,6,5,11
DC1543,SUNFLOWER ACADEMY,NATALIE'S SUNFLOWER LLC,238 5 AVENUE,BROOKLYN,11215,718-783-0738,7161,2016-05-10,Permitted,2 YEARS - 5 YEARS,25,No,Private,28,2,14,12,8
DC25966,SUNFLOWER DAY CARE CENTER,"NEW SUNFLOWER DAY CARE CENTER, LLC",1704 BATH AVENUE,BROOKLYN,11214,718-236-3643,53797,2015-11-01,Permitted,2 YEARS - 5 YEARS,17,No,Private,2,0,1,1,1
DC21751,SUNFLOWER KIDZ DAY CARE,SUNFLOWER KIDZ DAY CARE,100-17 32 AVENUE,QUEENS,11369,347-709-7793,8366,2015-08-24,Permitted,2 YEARS - 5 YEARS,32,No,Private,2,0,2,0,7
DC21004,SUNFLOWER PLAYHOUSE,SUNFLOWER PLAYHOUSE CORP.,787A WASHINGTON AVENUE,BROOKLYN,11238,718-623-2900,8230,2015-01-03,Permitted,2 YEARS - 5 YEARS,17,No,Private,13,1,10,2,8
DC21003,SUNFLOWER PLAYHOUSE  #2,SUNFLOWER PLAYHOUSE CORP.,33 7TH   AVENUE,BROOKLYN,11217,718-638-0212,8221,2014-10-08,Permitted,2 YEARS - 5 YEARS,30,No,Private,15,1,5,9,6
DC21284,SUNFLOWER PLAYHOUSE INFANTS AND TODDLERS PROGRAM,SUNFLOWER PLAYHOUSE CORP.,787A WASHINGTON AVENUE,BROOKLYN,11238,718-623-2900,62737,2016-04-30,Permitted,0 YEARS - 2 YEARS,26,No,Private,0,0,0,0,0
DC18160,SUNNY SKIES PRE-SCHOOL # 2,SUNNY SKIES DC CORP.,969  43RD STREET,BROOKLYN,11219,718-438-7040,7952,2014-11-18,Permitted,2 YEARS - 5 YEARS,52,No,Private,40,3,25,12,13
DC21414,SUNNY SKIES PRESCHOOL,SUNNY SKIES PRESCHOOL,112 Ridge Street,MANHATTAN,10002,646-389-4338,51301,2015-09-05,Permitted,2 YEARS - 5 YEARS,87,No,Private,5,0,2,3,2
DC21883,SUNNY SKIES PRESCHOOL,SUNNY SKIES DC CORP.,2585 CONEY ISLAND AVENUE,BROOKLYN,11223,718-438-7040,8358,2015-08-08,Permitted,2 YEARS - 5 YEARS,57,No,Private,38,6,26,6,10
DC26190,SUNNY SKIES PROSPECT,MARGARYCEL NUNEZ,720 WASHINGTON AVENUE,BROOKLYN,11238,718-372-4665,57357,2016-02-21,Permitted,2 YEARS - 5 YEARS,114,No,Private,0,0,0,0,0
DC25205,SUNNYSIDE UP UPK PROGRAM,"SUNNYSIDE COMMUNITY SERVICES, INC.",43-31 39 STREET,QUEENS,11104,718-784-6173,51958,2015-09-13,Permitted,2 YEARS - 5 YEARS,36,No,Private,1,0,1,0,1
DC10579,SUNSET PARK CHILDREN'S SCHOOL (PRESCHOOL ),SUNSET PARK CHILDREN'S SCHOOL INC.,4616 4 AVENUE,BROOKLYN,11220,718-439-3323,5025,2014-05-04,Expired-InRenewal,2 YEARS - 5 YEARS,40,No,Private,47,9,28,10,11
DC14384,"SUNSET PARK CHILDREN'S SCHOOL, INC. I/T","SUNSET PARK CHILDREN'S SCHOOL, INC",4616 4TH AVENUE,BROOKLYN,11220,718-439-3323,5282,2014-08-18,Permitted,0 YEARS - 2 YEARS,18,No,Private,46,8,30,8,14
DC22534,SUNSET PARK EARLY CHILDHOOD DEVELOPMENT CENTER,"CATHOLIC CHARITIES NEIGHBORHOOD SERVICES, INC.",5902 6TH AVENUE,BROOKLYN,11220,718-768-1012,19137,2014-07-18,Permitted,2 YEARS - 5 YEARS,98,No,ACS Contracted Preschools,12,2,10,0,3
DC21006,SUNSHINE DAY CARE,SUNSHINE DAY CARE OF EAST HARLEM L L C,1330 5TH AVENUE,MANHATTAN,10026,212-444-1177,8303,2015-06-06,Permitted,2 YEARS - 5 YEARS,47,No,Private,5,1,2,2,7
DC21173,SUNSHINE DAY CARE,SUNSHINE DAYCARE  OF EAST HARLEM L L C,1330 5TH AVENUE,MANHATTAN,10026,212-444-1177,8304,2015-06-06,Permitted,0 YEARS - 2 YEARS,48,No,Private,6,1,3,2,8
DC20376,SUNSHINE DAY CARE,SUNSHINE DAYCARE OF WESTCHESTER VILLAGE L L C,1564 ST. PETERS AVENUE,BRONX,10461,718-989-9801,8254,2015-02-01,Permitted,2 YEARS - 5 YEARS,53,No,Private,14,1,9,4,8
DC14161,SUNSHINE DAY CARE,SUNSHINE CHILDRENS DAYCARE LLC,2929 WEST 31ST STREET,BROOKLYN,11224,718-996-7200,7320,2014-12-20,Permitted,2 YEARS - 5 YEARS,53,No,Private,15,4,7,4,7
DC18906,SUNSHINE DAY CARE,SUNSHINE CHILDRENS DAYCARE LLC,2929 WEST 31ST STREET,BROOKLYN,11224,718-996-7200,7959,2014-11-21,Permitted,0 YEARS - 2 YEARS,28,No,Private,12,8,2,2,6
DC20960,SUNSHINE DAY CARE,SUNSHINE DAY CARE OF MOTT HAVEN,416 WILLIS AVENUE,BRONX,10454,718-989-9804,9517,2015-12-05,Permitted,2 YEARS - 5 YEARS,90,No,Private,19,4,6,9,9
DC22029,SUNSHINE DAY CARE,SUNSHINE DAY CARE OF MOTT HAVEN,416 WILLIS AVENUE,BRONX,10454,718-989-9804,9518,2015-12-06,Permitted,0 YEARS - 2 YEARS,36,No,Private,14,6,4,4,6
DC22399,SUNSHINE DAY CARE CENTER,"SUNSHINE DAY CARE CENTER, INC.",34-57 FRANCIS LEWIS BLVD.,QUEENS,11358,718-353-1800,10441,2015-12-29,Permitted,2 YEARS - 5 YEARS,35,No,Private,7,3,4,0,8
DC20754,SUNSHINE DAYCARE,SUNSHINE DAYCARE OF WESTCHESTER VILLAGE L L C,1564 ST. PETER'S AVENUE,BRONX,10461,718-989-9801,8255,2015-02-01,Permitted,0 YEARS - 2 YEARS,18,No,Private,13,3,6,4,8
DC14371,SUNSHINE DEVELOPMENTAL SCHOOL,SUNSHINE DEVELOPMENTAL  SCHOOL,91-10 146 STREET,QUEENS,11435,718-468-9000,7441,2015-09-08,Permitted,2 YEARS - 5 YEARS,188,No,Private,1,0,1,0,9
DC14719,SUNSHINE INFANT & TODDLER PROGRAM,"CHARLES & CHARLES, NY INC",1277 STERLING PLACE,BROOKLYN,11213,718-363-2144,7597,2015-06-27,Permitted,0 YEARS - 2 YEARS,21,No,Private,31,8,11,12,10
DC19617,SUNSHINE LEARNING CENTER PRESCHOOL,SUNSHINE LEARNING CENTER PRESCHOOL,201-06  LINDEN BLVD.,QUEENS,11412,718-525-1945,8040,2015-09-02,Permitted,2 YEARS - 5 YEARS,48,Yes,Private,4,0,4,0,8
DC2934,"SUNSHINE LEARNING CENTER, INC.","SUNSHINE LEARNING CENTER,INC.",201-02 LINDEN BOULEVARD,QUEENS,11412,718-525-1945,6719,2016-01-25,Permitted,2 YEARS - 5 YEARS,69,Yes,Private,2,0,2,0,8
DC19186,"SUNSHINE LEARNING CENTER,INC.","SUNSHINE LEARNING CENTER,INC.",201-06  LINDEN BLVD.,QUEENS,11412,718-525-2154,7994,2015-01-28,Permitted,0 YEARS - 2 YEARS,10,Yes,Private,3,0,3,0,7
DC1923,SUNSHINE NURSERY & DAY CARE CENTER - INFANT,CNNA INC.,576 GATES AVENUE,BROOKLYN,11221,718-452-9740,7506,2015-12-10,Permitted,0 YEARS - 2 YEARS,28,No,Private,40,9,16,15,11
DC14585,SUNSHINE NURSERY AND DAY CARE CENTER,CNNA INC.,576 GATES AVENUE,BROOKLYN,11221,718-452-9740,7333,2015-01-08,Permitted,2 YEARS - 5 YEARS,65,No,Private,27,5,11,11,12
DC21237,SUNSHINE NURSERY AND DAY CARE CENTER,CNNA INC.,580 GATES AVENUE,BROOKLYN,11221,718-452-9740,27797,2014-11-26,Permitted,2 YEARS - 5 YEARS,26,No,Private,12,2,4,6,7
DC20592,SUNSHINE NURSERY AND DAY CARE CENTER,CNNA INC,580A GATES AVENUE,BROOKLYN,11221,718-452-9740,8395,2015-08-23,Permitted,2 YEARS - 5 YEARS,26,No,Private,15,5,5,5,9
DC20591,SUNSHINE NURSERY AND DAY CARE CENTER   I/T,CNNA INC.,580 GATES AVENUE,BROOKLYN,11221,718-452-9740,8203,2014-07-02,Permitted,0 YEARS - 2 YEARS,17,No,Private,17,5,11,1,10
DC14370,SUNSHINE SCHOOL,"SUNSHINE SCHOOL,LLC",91-10 146 STREET,QUEENS,11435,718-468-9000,7426,2015-09-08,Permitted,2 YEARS - 5 YEARS,122,No,Private,1,0,0,1,8
DC22018,SUPERIOR DAY CARE CENTER /PRESCHOOL,"SUPERIOR DAY CARE CENTER, INC.",1741 BROADWAY,BROOKLYN,11207,718-975-4904,18777,2014-07-09,Permitted,2 YEARS - 5 YEARS,75,No,Private,14,4,4,6,9
DC22031,SUPERIOR DAY CARE CENTER/ INFANT/TODDLER,"SUPERIOR DAY CARE CENTER, INC.",1741 BROADWAY,BROOKLYN,11207,718-975-4904,60378,2016-04-04,Permitted,0 YEARS - 2 YEARS,23,No,Private,3,2,1,0,1
DC11641,SUSAN E WAGNER DAY SCHOOL,"NORTHEAST BRONX DAY CARE CENTER,INC.",4102 WHITE PLAINS ROAD,BRONX,10466,718-547-0501,6622,2015-01-11,Permitted,2 YEARS - 5 YEARS,184,Yes,Private,24,2,13,9,11
DC374,SUSAN E. WAGNER DAY CARE CENTER,"NORTHEAST BRONX DAY CARE CENTER, INC.",1140 EAST 229TH STREET,BRONX,10466,718-547-1735,4142,2016-04-03,Permitted,2 YEARS - 5 YEARS,115,Yes,ACS Contracted Preschools,22,5,9,8,6
DC1585,SUSAN E. WAGNER DAY SCHOOL,NORTHEAST BRONX DAY CARE CENTER INC.,4102 WHITE PLAINS ROAD,BRONX,10466,718-547-0501,6661,2015-08-25,Permitted,0 YEARS - 2 YEARS,8,Yes,Private,3,0,3,0,9
DC1829,SUSAN E. WAGNER DAY SCHOOL,NORTHEAST BRONX DAY CARE CENTER INC.,5401 POST ROAD,BRONX,10471,718-601-5401,6833,2014-08-11,Permitted,2 YEARS - 5 YEARS,194,Yes,Private,31,1,12,18,7
DC19160,SUSAN WAGNER VICTORY,"NORTHEAST BRONX DAY CARE CENTER,INC.",3440 WHITE PLAINS RD.,BRONX,10467,718-655-5500,7972,2014-12-01,Permitted,2 YEARS - 5 YEARS,60,Yes,ACS Contracted Preschools,42,5,18,19,12
DC2721,SWEET ANGELS NURSERY SCHOOL,SWEET ANGELS NURSERY SCHOOL,27-11 BAYSIDE LANE,QUEENS,11358,718-445-7305,6785,2016-03-29,Permitted,2 YEARS - 5 YEARS,29,No,Private,4,0,3,1,8
