Site_ID,Center_Name,Permit_Holder,Address,Borough,Zip_Code,Phone,Permit_Number,Permit_Expiration_Date,Permit_Status,Age_Range,Maximum_Capacity,Certified_to_Administer_Medication,Site_Type,Number_Of_Violations,Hazard_Violations,Critical_Violations,General_Violations,Number_Of_Visits,Mean_Violations_Per_Visit,Score,Mean_Rank,Mean_Cat,Score_Rank,Score_Cat,Number_Of_Permits,Average_Mean_Violations_Per_Visit,Average_Score,Lat,Lon
DC2126,TREEHOUSE CHILD DEVELOPMENT CORPORATION,TREEHOUSE DEVELOPMENT CENTER INC.,168-40 127 AVENUE,QUEENS,11434,718-528-8766,7397,2015-06-22,Permitted,2 YEARS - 5 YEARS,35,No,Private,3,1,2,0,5,0.6,1.4,555,Top 30%,691,Average,1,0.6,1.4,40.6789695,-73.7739595
DC16645,TREMONT CROTONA DAY CARE CENTER,TREMONT CROTONA DAY CARE CENTER INC.,1600 CROTONA PARK EAST,BRONX,10460,718-378-5600,4032,2016-01-06,Permitted,2 YEARS - 5 YEARS,143,No,ACS Contracted Preschools,3,2,0,1,4,0.75,1.75,666,Top 30%,808,Average,1,0.75,1.75,40.836458,-73.891204
DC1845,"TREMONT MONTEREY DAY CARE CENTER, INC.","TREMONT MONTEREY DAY CARE CENTER, INC.",887 CROTONA PARK NORTH,BRONX,10460,718-617-2211,5947,2014-09-28,Permitted,2 YEARS - 5 YEARS,50,No,ACS Contracted Preschools,6,0,3,3,3,2.0,3.0,1421,Bottom 30%,1295,Average,1,2.0,3.0,40.839407,-73.88873099999999
DC14506,"TREMONT MONTEREY DAY CARE, INC. SITE I I","TREMONT MONTEREY DAY CARE, INC. SITE I I",1600 BATHGATE AVENUE,BRONX,10457,718-466-6700,6043,2015-11-16,Permitted,2 YEARS - 5 YEARS,57,No,ACS Contracted Preschools,6,1,2,3,5,1.2,2.0,998,Average,874,Average,1,1.2,2.0,40.8395528,-73.9010814
DC25160,TRIBECA COMMUNITY SCHOOL,A&V ERICSSON CORP,124 HUDSON STREET,MANHATTAN,10013,212-343-1610,54437,2015-11-22,Permitted,2 YEARS - 5 YEARS,100,No,Private,3,1,2,0,1,3.0,7.0,1861,Bottom 30%,1999,Bottom 15%,1,3.0,7.0,40.7203576,-74.00828369999999
DC15128,TRIBECA COMMUNITY SCHOOL,A & V ERICSSON CORP.,22-26 ERICSSON PLACE,MANHATTAN,10013,212-226-9070,7716,2015-02-26,Permitted,2 YEARS - 5 YEARS,45,No,Private,4,0,2,2,3,1.33333,2.0,1115,Average,869,Average,1,1.33333,2.0,40.7203113,-74.0074376
DC25662,TRIBECA EARLY CHILDHOOD LEARNING CENTER,CHINESE AMERICAN PLANNING COUNCIL INC.,21 ST. JOHN'S LANE  (AKA 1 YORK ST),MANHATTAN,10013,212-343-6930,52217,2015-09-18,Permitted,2 YEARS - 5 YEARS,45,No,Private,8,0,4,4,2,4.0,6.0,2043,Bottom 15%,1928,Bottom 15%,1,4.0,6.0,40.7213581,-74.0056207
DC20170,TRILOK FUSION CENTER FOR ARTS AND EDUCATION,TRILOK FUSION ARTS INC,143 WAVERLY AVENUE,BROOKLYN,11205,718-797-1700,8264,2015-02-24,Permitted,2 YEARS - 5 YEARS,99,No,Private,20,5,7,8,7,2.85714,5.28571,1813,Bottom 30%,1818,Bottom 30%,1,2.85714,5.28571,40.6938108,-73.96763299999999
DC2222,TRINITY PARISH PRE-SCHOOL AND NURSERY,PARISH OF TRINITY CHURCH,74 TRINITY PLACE,MANHATTAN,10006,212-602-0829,365,2014-08-19,Permitted,0 YEARS - 2 YEARS,28,No,Private,3,0,0,3,3,1.0,1.0,800,Average,535,Top 30%,1,1.0,1.0,40.7081263,-74.0129675
DC12373 / DC11144,TRINITY PARISH PRESCHOOL AND NURSERY / TRINITY PARISH PRESCHOOL AND  NURSERY,PARISH OF TRINITY CHURCH / PARISH OF TRINITY CHURCH,68 TRINITY PLACE,MANHATTAN,10006,212-602-0829 / 212-602-0829,6667 / 6664,2015-06-15 / 2015-08-13,Permitted / Permitted,2 YEARS - 5 YEARS / 0 YEARS - 2 YEARS,59 / 30,No / No,Private / Private,5 / 4,0 / 1,4 / 2,1 / 1,4 / 4,1.25 / 1.0,2.25 / 2.0,1032 / 821,Average / Average,1022 / 917,Average / Average,3,1.125,2.0833333333333335,40.708365,-74.013046
DC1693,TRIUMPHANT DEAR GOD CHRISTIAN CENTER,"TRIUMPHANT FULL GOSPEL ASSEMBLY, INC.",892 RUTLAND ROAD,BROOKLYN,11203,718-774-4696,6104,2015-09-19,Permitted,2 YEARS - 5 YEARS,39,No,Private,8,1,4,3,4,2.0,3.5,1419,Bottom 30%,1431,Bottom 30%,1,2.0,3.5,40.660449,-73.92980399999999
DC2290 / DC2291,TRUE DELIVERANCE CHRISTIAN SCHOOL  INFANT/TODDLERS / TRUE DELIVERANCE CHRISTIAN SCHOOL,TRUE DELIVERANCE CHURCH OF OUR LORD & SAVIOUR JESUS CHRIST / TRUE DELIVERANCE CHURCH OF OUR LORD& SAVIOUR JESUS CHRIST,188-15 TURIN DRIVE,QUEENS,11412,718-978-0601 / 718-978-0601,6805 / 6817,2015-06-27 / 2014-06-25,Permitted / Expired-InRenewal,0 YEARS - 2 YEARS / 2 YEARS - 5 YEARS,15 / 24,No / No,Private / Private,0 / 0,0 / 0,0 / 0,0 / 0,6 / 6,0.0 / 0.0,0.0 / 0.0,222 / 218,Top 5% / Top 5%,184 / 182,Top 5% / Top 5%,3,0.0,0.0,40.693555,-73.76424
DC2614,TUTOR TIME,TUTOR TIME LEARNING CENTERS LLC,225 EAST 38TH STREET,MANHATTAN,10016,212-682-8080,7193,2013-11-13,Expired-InRenewal,0 YEARS - 2 YEARS,44,Yes,Private,4,1,2,1,4,1.0,2.0,772,Average,916,Average,1,1.0,2.0,40.7478887,-73.9750748
DC955 / DC10600,TUTOR TIME LEARNING CENTER / TUTOR TIME CHILD CARE LEARNING CENTER,"TUTOR TIME LEARNING CENTERS,LLC / TUTOR TIME LEARNING CENTERS, LLC.",7817-25 3 AVENUE,BROOKLYN,11209,718-680-6566 / 718-680-6566,7250 / 7249,2015-08-10 / 2015-08-10,Permitted / Permitted,0 YEARS - 2 YEARS / 2 YEARS - 5 YEARS,36 / 59,No / No,Private / Private,16 / 41,4 / 8,10 / 19,2 / 14,5 / 9,3.2 / 4.55556,6.8 / 8.44444,1907 / 2098,Bottom 15% / Bottom 5%,1992 / 2096,Bottom 15% / Bottom 5%,3,3.87778,7.896293333333333,40.6288292,-74.0288484
DC14339,TUTOR TIME CHILDCARE LEARNING CENTER,"TUTOR TIME LEARNING CENTERS,LLC",225 EAST 38 STREET,MANHATTAN,10016,212-682-8080,7192,2014-03-25,Expired-InRenewal,2 YEARS - 5 YEARS,60,Yes,Private,5,1,1,3,3,1.66667,2.66667,1285,Average,1187,Average,1,1.66667,2.66667,40.7478887,-73.9750748
DC723 / DC14174,TUTOR TIME OF COLLEGE POINT / TUTOR TIME OF COLLEGE POINT,"ULMER ASSOCIATES,LLC / ULMER ASSOCIATES, LLC",25-56 ULMER STREET,QUEENS,11354,718-661-4700 / 718-661-4700,6936 / 6934,2015-12-31 / 2015-12-31,Permitted / Permitted,2 YEARS - 5 YEARS / 0 YEARS - 2 YEARS,90 / 46,No / No,Private / Private,6 / 3,2 / 1,1 / 1,3 / 1,10 / 10,0.6 / 0.3,1.1 / 0.6,562 / 363,Top 30% / Top 30%,586 / 410,Top 30% / Top 30%,3,0.44999999999999996,0.7666666666666666,40.7750758,-73.8392736
DC21253 / DC21252,TWIN PARKS MONTESSORI SCHOOLS-INFANT/TODDLER / TWIN PARKS MONTESSORI SCHOOL,"CENTRAL PARK MONTESSORI SCHOOL, INC. / CENTRAL PARK MONTESSORI SCHOOL,INC",1 WEST 91ST STREET,MANHATTAN,10024,212-595-2000 / 212-595-2000,8251 / 8252,2015-01-28 / 2015-01-28,Permitted / Permitted,0 YEARS - 2 YEARS / 2 YEARS - 5 YEARS,36 / 138,Yes / No,Private / Private,3 / 5,1 / 1,2 / 3,0 / 1,4 / 5,0.75 / 1.0,1.75 / 2.0,677 / 764,Top 30% / Average,810 / 911,Average / Average,3,0.875,1.9166666666666667,40.7885093,-73.9670415
DC20790 / DC21475,TWO BY TWO CHILDCARE PRESCHOOL / TWO BY TWO CHILD CARE,"TWO BY TWO CHILDCARE & CONSULTING LLC / TWO BY TWO CHILDCARE & CONSULTING, LLC",418 KEAP STREET,BROOKLYN,11211,718-388-5600 / 718-388-5600,19817 / 21777,2014-08-01 / 2014-08-31,Permitted / Permitted,2 YEARS - 5 YEARS / 0 YEARS - 2 YEARS,92 / 36,No / No,Private / Private,5 / 1,1 / 1,1 / 0,3 / 0,6 / 5,0.833333 / 0.2,1.33333 / 0.6,746 / 266,Average / Top 15%,668 / 403,Top 30% / Top 30%,3,0.5166665,0.8444433333333333,40.7111747,-73.9532715
DC25139,"TZIVOS GAON YAKOV, INC.",CONGREGATION TZIVOS GAON YAKOV,1373 43RD STREET,BROOKLYN,11219,718-682-0636,53837,2015-11-04,Permitted,2 YEARS - 5 YEARS,20,No,Private,0,0,0,0,1,0.0,0.0,223,Top 5%,185,Top 5%,1,0.0,0.0,40.6373037,-73.9867979
DC1321,U F B C O CHILD DEVELOPMENT CENTER,"UNITED FEDERATION OF BLACK COMMUNITY ORGANIZATION,INC.",474 WEST 159 STREET,MANHATTAN,10032,212-281-1950,4241,2014-11-14,Permitted,2 YEARS - 5 YEARS,113,No,ACS Contracted Preschools,7,0,5,2,4,1.75,3.0,1340,Bottom 30%,1296,Average,1,1.75,3.0,40.8333017,-73.93993139999999
DC2623 / DC16795,UNITED NATIONS CCC / U.N. I/T,"BRIGHT HORIZONS CHILDREN'S CENTER / BRIGHT HORIZONS CHILDREN'S CENTER, INC.",2 UN PLAZA,MANHATTAN,10017,212-963-4325 / 212-963-4325,7873 / 7874,2014-03-04 / 2014-03-04,Expired-InRenewal / Expired-InRenewal,2 YEARS - 5 YEARS / 0 YEARS - 2 YEARS,41 / 28,No / No,Private / Private,3 / 0,1 / 0,1 / 0,1 / 0,4 / 4,0.75 / 0.0,1.5 / 0.0,684 / 220,Top 30% / Top 5%,734 / 186,Average / Top 5%,3,0.375,0.5,40.7531486,-73.9679041
DC1320,UNION CARVER CHILDREN'S CENTER,"UNION SETTLEMENT ASSOCIATION,INC.",1565 MADISON AVENUE,MANHATTAN,10029,212-828-6079,1460,2014-06-25,Expired-InRenewal,2 YEARS - 5 YEARS,91,Yes,ACS Contracted Preschools,3,2,1,0,4,0.75,2.0,675,Top 30%,910,Average,1,0.75,2.0,40.792096,-73.949243
DC24636,UNION JOHNSON EARLY LEARNING CENTER,"UNION SETTLEMENMT ASSOCIATION, INC.",1829 LEXINGTON AVE,MANHATTAN,10029,212-828-6070,28118,2014-11-28,Permitted,2 YEARS - 5 YEARS,125,Yes,ACS Head Start,4,0,3,1,3,1.33333,2.33333,1083,Average,1087,Average,1,1.33333,2.33333,40.7966655,-73.9426359
DC14452,UNION SETTLEMENT HEAD START,"UNION SETTLEMENT ASSOCIATION, INC.",2081 SECOND AVENUE,MANHATTAN,10029,212-828-6413,7460,2015-09-26,Permitted,2 YEARS - 5 YEARS,60,Yes,ACS Head Start,4,0,3,1,4,1.0,1.75,773,Average,828,Average,1,1.0,1.75,40.7913513,-73.94192919999999
DC24801,UNION SETTLEMENT PEQUENOS SOULS CHILD CARE CENTER,"UNION SETTLEMENT ASSOCIATION, INC.",114-34  EAST 122ND STREET,MANHATTAN,10035,646-672-5042,25117,2014-10-16,Permitted,2 YEARS - 5 YEARS,79,No,ACS Contracted Preschools,6,0,4,2,3,2.0,3.33333,1428,Bottom 30%,1376,Bottom 30%,1,2.0,3.33333,40.8026444,-73.9396931
DC14466,UNION TEMPLE PRE-SCHOOL,UNION SYNAGOGUE OF BROOKLYN,17 EASTERN PARKWAY,BROOKLYN,11238,718-623-1322,5596,2014-10-31,Permitted,2 YEARS - 5 YEARS,66,No,Private,16,11,4,1,6,2.66667,7.0,1765,Bottom 30%,2007,Bottom 15%,1,2.66667,7.0,40.6729922,-73.9681101
DC3080,UNION WASHINGTON CHILD CARE CENTER,"UNION SETTLEMENT ASSOCIATION, INC.",1893 2 AVENUE,MANHATTAN,10029,212-828-6088,1149,2014-10-24,Permitted,2 YEARS - 5 YEARS,97,No,ACS Head Start,17,2,8,7,6,2.83333,4.83333,1808,Bottom 30%,1740,Bottom 30%,1,2.83333,4.83333,40.78497309999999,-73.946466
DC20190,UNIQUELY MAKING A DIFFERENCE DAY CARE CENTER,UNIQUELY MAKING A DIFFERENCE DAY CARE CENTER INC.,4215 3RD AVENUE,BRONX,10457,347-590-7924,8311,2015-08-18,Permitted,2 YEARS - 5 YEARS,51,No,Private,1,0,0,1,5,0.2,0.2,280,Top 15%,238,Top 15%,1,0.2,0.2,40.8468395,-73.89608849999999
DC24816,UNITED ACADEMY,"UNITED ACADEMY, INC.",60 HARRISON AVENUE,BROOKLYN,11211,718-387-8837,26417,2014-10-25,Permitted,2 YEARS - 5 YEARS,219,No,ACS Contracted Preschools,6,0,1,5,4,1.5,1.75,1216,Average,824,Average,1,1.5,1.75,40.7051301,-73.9527217
DC150,UNITED ACADEMY,"UNITED ACADEMY, INC.",722 WYTHE AVE,BROOKLYN,11249,718-935-9848,6777,2016-05-19,Permitted,2 YEARS - 5 YEARS,260,No,Head Start (Direct Fed. Funding),16,0,11,5,6,2.66667,4.5,1750,Bottom 30%,1664,Bottom 30%,1,2.66667,4.5,40.7018048,-73.96160189999999
DC792,UNITED BRONX PARENTS LA CASITA,"UNITED BRONX PARENTS, INC.",834 EAST 156 STREET,BRONX,10455,718-292-9808,6652,2015-09-05,Permitted,0 YEARS - 2 YEARS,23,No,Private,3,0,2,1,3,1.0,1.66667,778,Average,783,Average,1,1.0,1.66667,40.817327,-73.90339999999999
DC3041,UNITED CEREBRAL PALSY OF N.Y.C. INC. S.I CHILDREN'S PROGRAM,UNITED CEREBRAL PALSY OF N.Y.C. INC.,281 PORT RICHMOND AVENUE,STATEN ISLAND,10302,718-442-6006,4295,2014-09-27,Permitted,2 YEARS - 5 YEARS,104,Yes,Private,0,0,0,0,4,0.0,0.0,215,Top 5%,187,Top 5%,1,0.0,0.0,40.634137,-74.135378
DC1627,UNITED CEREBRAL PALSY OF NEW YORK BRONX CHILDREN'S PROGRAM,UNITED CEREBRAL PALSY OF NEW YORK CITY INC.,1770 STILLWELL AVENUE,BRONX,10469,718-652-9790,4911,2014-09-19,Permitted,2 YEARS - 5 YEARS,126,Yes,Private,0,0,0,0,2,0.0,0.0,214,Top 5%,188,Top 5%,1,0.0,0.0,40.85781,-73.83353799999999
DC1774,UNITED CEREBRAL PALSY OF NEW YORK CITY - BROOKLYN CHILDREN'S PROGRAM,"UNITED CEREBRAL PALSY OF NEW YORK CITY, INC.",160 LAWRENCE AVENUE,BROOKLYN,11230,718-436-7979,5353,2014-08-21,Permitted,2 YEARS - 5 YEARS,143,No,Private,18,1,11,6,8,2.25,3.875,1596,Bottom 30%,1513,Bottom 30%,1,2.25,3.875,40.630571,-73.973202
DC14711,UNITED EDU CARE PRESCHOOL  (KINDERGARTEN),"UNITED CHURCH OF JESUS CHRIST(APOSTOLIC),INC.",3936 BRONXWOOD AVENUE,BRONX,10466,718-882-4706,7946,2014-09-16,Permitted,2 YEARS - 5 YEARS,25,No,Private,2,0,1,1,3,0.666667,1.0,586,Top 30%,579,Top 30%,1,0.666667,1.0,40.8850624,-73.85520269999999
DC14110,UNITED EDUCARE PRESCHOOL,UNITED CHURCH OF JESUS CHRIST INC.,3950 BRONXWOOD AVENUE,BRONX,10466,718-882-4706,6549,2016-04-18,Permitted,2 YEARS - 5 YEARS,59,No,Private,15,2,7,6,5,3.0,5.2,1867,Bottom 30%,1793,Bottom 30%,1,3.0,5.2,40.885261,-73.854756
DC24595,UNITED LUBAVITAH SCHOOL,"B'ABOVE WORLDWIDE INSTITUTE, INC.",570 CROWN ST.,BROOKLYN,11213,718-805-2252,26437,2014-10-25,Permitted,2 YEARS - 5 YEARS,157,Yes,ACS Contracted Preschools,4,1,1,2,3,1.33333,2.33333,1108,Average,1085,Average,1,1.33333,2.33333,40.66533099999999,-73.939469
DC14448,UNITED TALMUDICAL ACADEMY HEAD START,UNITED TALMUDICAL ACADEMY OF BORO PARK,5411 FORT HAMILTON PARKWAY,BROOKLYN,11219,718-972-7597,5174,2015-12-18,Permitted,2 YEARS - 5 YEARS,34,No,Head Start (Direct Fed. Funding),6,0,1,5,4,1.5,1.75,1220,Average,805,Average,1,1.5,1.75,40.635634,-74.00113900000001
DC821,"UNITED TALMUDICAL ACADEMY OF BORO PARK HEAD START, INC.","UNITED TALMUDICAL ACADEMY OF BORO PARK HEAD START, INC.",5301 14 AVENUE,BROOKLYN,11219,718-972-7595,6365,2016-05-11,Permitted,2 YEARS - 5 YEARS,155,No,Head Start (Direct Fed. Funding),22,6,12,4,5,4.4,9.2,2085,Bottom 5%,2119,Bottom 5%,1,4.4,9.2,40.630942,-73.99220199999999
DC2988,UNIVERSITY PLAZA NURSERY SCHOOL,UNIVERSITY PLAZA NURSERY SCHOOL,110 BLEECKER STREET,MANHATTAN,10012,212-677-3916,6016,2015-04-11,Permitted,2 YEARS - 5 YEARS,39,No,Private,0,0,0,0,4,0.0,0.0,211,Top 5%,191,Top 5%,1,0.0,0.0,40.7267199,-73.9986428
DC14874 / DC10950,UNIVERSITY SETTLEMENT EARLY HEAD START / UNIVERSITY SETTLEMENT,"UNIVERSITY SETTLEMENT SOCIETY OF NEW YORK / UNIVERSITY SETTLEMENT SOCIETY OF NEW YORK, INC.",184 ELDRIDGE STREET,MANHATTAN,10002,212-453-4513 / 212-674-9120,6822 / 2110,2014-03-23 / 2014-07-10,Expired-InRenewal / Expired-InRenewal,0 YEARS - 2 YEARS / 2 YEARS - 5 YEARS,8 / 160,Yes / Yes,ACS Contracted Preschools / ACS Head Start,2 / 3,0 / 0,2 / 3,0 / 0,2 / 1,1.0 / 3.0,2.0 / 6.0,917 / 1868,Average / Bottom 30%,904 / 1932,Average / Bottom 15%,3,2.0,4.666666666666667,40.7205541,-73.99057309999999
DC21106,UNIVERSITY SETTLEMENT EARLY HEAD START,UNIVERSITY SETTLEMENT SOCIETY OF NEW YORK,89 CATHERINE STREET,MANHATTAN,10002,212-227-3149,8331,2014-10-28,Permitted,0 YEARS - 2 YEARS,8,Yes,Head Start (Direct Fed. Funding),0,0,0,0,2,0.0,0.0,210,Top 5%,211,Top 5%,1,0.0,0.0,40.7105082,-73.9965575
DC14407,UP THE LADDER,UP THE LADDER,80-11 101 AVENUE,QUEENS,11416,718-843-4913,7407,2015-07-08,Permitted,2 YEARS - 5 YEARS,28,No,Private,3,2,1,0,5,0.6,1.6,571,Top 30%,764,Average,1,0.6,1.6,40.6807741,-73.8583366
DC2416,UPPER MANHATTAN MENTAL HEALTH CENTER THERAPEUTIC PRE-SCHOOL,"UPPER MANHATTAN MENTAL HEALTH CENTER, INC.",1727 AMSTERDAM AVENUE,MANHATTAN,10031,212-694-9200,6074,2014-10-23,Permitted,2 YEARS - 5 YEARS,35,No,Private,8,2,2,4,3,2.66667,4.66667,1754,Bottom 30%,1699,Bottom 30%,1,2.66667,4.66667,40.8255358,-73.94690729999999
DC25586 / DC25585,"UPPER WEST SIDE PLAYGROUP, LLC / UPPER VALLEY PRE","UVP OPERATING, LLC / / UVP OPERATING, LLC",750 COLUMBUS AVENUE,MANHATTAN,10025,212-257-4749 / 212-257-4749,54540 / 54557,2015-11-26 / 2015-11-26,Permitted / Permitted,0 YEARS - 2 YEARS / 2 YEARS - 5 YEARS,43 / 43,No / No,Private / Private,12 / 8,3 / 3,5 / 4,4 / 1,2 / 2,6.0 / 4.0,11.5 / 9.0,2153 / 2037,Bottom 5% / Bottom 15%,2148 / 2116,Bottom 5% / Bottom 5%,3,5.0,9.833333333333334,40.793337,-73.967587
DC21701 / DC21699,URBAN CONCEPTS OF NY ROUND THE CLOCK NURSERY INC-PRESCHOOL / URBAN CONCEPTS OF NY ROUND THE CLOCK NURSERY INC,URBAN CONCEPTS OF NY ROUND THE CLOCK NURSERY INC-PRESCHOOL / URBAN CONCEPTS OF NY ROUND THE CLOCK NURSERY INC,300 WEST 145TH STREET,MANHATTAN,10039,212-694-0615 / 212-694-0615,63277 / 63298,2016-05-06 / 2016-05-06,Permitted / Permitted,2 YEARS - 5 YEARS / 0 YEARS - 2 YEARS,58 / 16,No / No,Private / Private,5 / 2,1 / 0,1 / 2,3 / 0,1 / 1,5.0 / 2.0,8.0 / 4.0,2117 / 1418,Bottom 5% / Bottom 30%,2081 / 1530,Bottom 5% / Bottom 30%,3,3.5,5.333333333333333,40.822906,-73.9426115
DC1584,URBAN HORIZONS EARLY CHILDHOOD DISCOVERY CENTER,WOMEN'S HOUSING AND ECOMOMIC DEVELOPMENT CORP.,50 EAST 168 STREET,BRONX,10452,718-839-1174,6716,2015-01-19,Permitted,2 YEARS - 5 YEARS,112,No,ACS Contracted Preschools,2,0,1,1,3,0.666667,1.0,584,Top 30%,574,Top 30%,1,0.666667,1.0,40.8363879,-73.91908959999999
DC20001,URBAN STRATEGIES 5- GEORGIA  L. MCMURRAY  EARLY CHILDHOOD DEVELOPMENT CENTER.,"URBAN STRATEGIES, INC.",675 LINCOLN AVENUE,BROOKLYN,11208,718-235-1215,8023,2015-07-01,Permitted,2 YEARS - 5 YEARS,85,Yes,ACS Contracted Preschools,11,2,6,3,7,1.57143,3.0,1228,Average,1273,Average,1,1.57143,3.0,40.6728089,-73.8660208
DC1779,URBAN STRATEGIES DAY CARE CENTER #1,"URBAN STRATEGIES, INC",1091 SUTTER AVENUE,BROOKLYN,11208,718-647-7700,5182,2014-08-16,Permitted,2 YEARS - 5 YEARS,181,No,ACS Contracted Preschools,36,2,21,13,11,3.27273,5.54545,1923,Bottom 15%,1863,Bottom 15%,1,3.27273,5.54545,40.6718758,-73.8782839
DC25539,URBAN STRATEGIES EARLY LEARN,"URBAN STRATEGIES, INC",1152 ELTON STREET,BROOKLYN,11208,718-348-9349,56557,2016-02-03,Permitted,2 YEARS - 5 YEARS,70,No,ACS Contracted Preschools,2,0,2,0,2,1.0,2.0,937,Average,903,Average,1,1.0,2.0,40.65602579999999,-73.874161
DC1323,UTOPIA CHILDREN'S  CENTER,"UTOPIA CHILDREN'S CENTER, INC",236 WEST 129 STREET,MANHATTAN,10027,212-663-7375,1594,2013-09-29,Expired-InRenewal,2 YEARS - 5 YEARS,60,No,ACS Contracted Preschools,23,0,18,5,9,2.55556,4.55556,1725,Bottom 30%,1681,Bottom 30%,1,2.55556,4.55556,40.8115678,-73.9465374
DC11541,VANDERBILT Y M C A   E C C  I I I,Y M C A OF GREATER NEW YORK,224 EAST 47 STREET,MANHATTAN,10017,212-912-2517,5608,2015-02-16,Permitted,2 YEARS - 5 YEARS,29,No,Private,1,0,1,0,4,0.25,0.5,314,Top 15%,368,Top 30%,1,0.25,0.5,40.7532816,-73.9710542
DC11648 / DC1134,VANDERBILT YMCA EARLY CHILDHOOD CENTER  I / VANDERBILT Y M C A  E C C I I,YMCA OF GREATER NEW YORK / Y M C A OF GREATER NEW YORK,232-26 EAST 47 STREET,MANHATTAN,10017,212-912-2517 / 212-912-2517,5598 / 5562,2013-08-21 / 2015-02-12,Expired-InRenewal / Permitted,0 YEARS - 2 YEARS / 2 YEARS - 5 YEARS,10 / 15,No / No,Private / Private,2 / 1,0 / 0,2 / 1,0 / 0,4 / 4,0.5 / 0.25,1.0 / 0.5,502 / 316,Top 30% / Top 15%,573 / 371,Top 30% / Top 30%,3,0.375,0.6666666666666666,40.7533549,-73.9707834
DC21952,VICTORIA CHILDREN'S GROUP,VICTORIA CHILDREN'S GROUP,230 GRAND STREET,MANHATTAN,10013,212-625-9228,8378,2015-10-28,Permitted,2 YEARS - 5 YEARS,54,Yes,Private,4,1,0,3,3,1.33333,2.0,1085,Average,901,Average,1,1.33333,2.0,40.7187888,-73.9950885
DC26230,Victoria Children's Group,VICTORIA CHILDREN'S GROUP INC.,323 GRAND STREET,MANHATTAN,10002,212-625-1828,63017,2016-05-02,Permitted,2 YEARS - 5 YEARS,134,No,Private,5,0,2,3,1,5.0,7.0,2121,Bottom 5%,2005,Bottom 15%,1,5.0,7.0,40.7169862,-73.9906669
DC14835,VICTORIOUS CHRISTIAN DAY CARE,DR.JOSEPH RICKS,21-23 HARRISON AVENUE,STATEN ISLAND,10302,718-447-1058,8073,2015-09-14,Permitted,2 YEARS - 5 YEARS,25,No,Private,16,5,6,5,5,3.2,6.4,1903,Bottom 15%,1952,Bottom 15%,1,3.2,6.4,40.6369789,-74.135316
DC436,VIENER PRESCHOOL OF FLATBUSH,VIENER YESHIVA & PRESCHOOL VIENER YESHIVA & PRESCHOOL,2305 OLEAN STREET,BROOKLYN,11210,718-258-5314,2863,2015-02-14,Permitted,2 YEARS - 5 YEARS,30,No,Private,15,1,2,12,8,1.875,2.375,1392,Bottom 30%,1095,Average,1,1.875,2.375,40.61543,-73.95116
DC7,VILLAGE CHILD DEVELOPMENT CENTER  INC,"VILLAGE CHILD DEVELOPMENT CENTER, INC.",350 EAST 146 STREET,BRONX,10451,718-585-4494,7109,2015-04-21,Permitted,2 YEARS - 5 YEARS,63,No,Private,2,0,1,1,5,0.4,0.6,446,Top 30%,412,Top 30%,1,0.4,0.6,40.81472309999999,-73.9211693
DC14954,VILLAGE PRESCHOOL CENTER,"VILLAGE INFANT CENTER, INC.",134-136  WEST 10TH STREET,MANHATTAN,10014,212-645-1238,7733,2015-03-13,Permitted,2 YEARS - 5 YEARS,89,No,Private,8,1,2,5,4,2.0,3.0,1473,Bottom 30%,1303,Average,1,2.0,3.0,40.7345196,-74.0005335
DC12282,VIP - VERY IMPORTANT PEOPLE II DAY CARE CENTER,VIP - VERY IMPORTANT PEOPLE II DAY CARE CENTER,132-45 CROSSBAY BOULEVARD,QUEENS,11417,718-641-6401,7736,2015-03-02,Permitted,2 YEARS - 5 YEARS,115,No,Private,8,1,4,3,6,1.33333,2.33333,1057,Average,1075,Average,1,1.33333,2.33333,40.675638,-73.84295999999999
DC2874,VIP DAY CARE CENTER,VIP DAY CARE CENTER CORP.,95-06 101 AVENUE,QUEENS,11416,718-641-2345,7554,2014-05-07,Expired-InRenewal,2 YEARS - 5 YEARS,111,No,Private,4,0,3,1,5,0.8,1.4,696,Average,699,Average,1,0.8,1.4,40.684104,-73.845535
DC19767,VIP DAY CARE CENTER 111,VIP DAY CARE CENTER III,162-16 UNION TURNPIKE,QUEENS,11366,718-820-0900,8233,2014-11-29,Permitted,2 YEARS - 5 YEARS,127,No,Private,8,1,4,3,6,1.33333,2.33333,1063,Average,1088,Average,1,1.33333,2.33333,40.7211216,-73.8052915
DC23093,VIP IV DAY CARE CENTER CORP.,VIP IV DAY CARE CENTER CORP.,90-01 ROCKAWAY BEACH BLVD.,QUEENS,11693,917-667-4224,64738,2016-05-21,Permitted,2 YEARS - 5 YEARS,39,No,Private,2,1,1,0,5,0.4,1.0,459,Top 30%,572,Top 30%,1,0.4,1.0,40.5868283,-73.8138791
DC12044,VIRGINIA DAY NURSERY,EPISCOPAL SOCIAL SERVICES,464 EAST 10 STREET,MANHATTAN,10009,212-228-5220,5267,2015-02-18,Permitted,2 YEARS - 5 YEARS,67,No,ACS Contracted Preschools,18,7,4,7,5,3.6,7.2,1985,Bottom 15%,2027,Bottom 15%,1,3.6,7.2,40.7246373,-73.9747326
