Site ID,Visit Date,Visit Type,Summary
DC11833,03/29/2012,PUBLIC HEALTH SANITATION INSPECTION,"Violation of Rules and Regulations - At least one public health hazard, critical or more than five general violations were observed at the time of  the inspection; compliance inspection is required."
DC11833,03/05/2012,EARLY CHILDHOOD EDUCATION CONSULTANT VISIT,"Violation of Rules and Regulations - At least one public health hazard, critical or more than five general violations were observed at the time of  the inspection; compliance inspection is required."
DC11833,09/16/2011,EARLY CHILDHOOD EDUCATION CONSULTANT VISIT,"Violation of Rules and Regulations - Notice of Violation - At least one public health hazard, critical or more than five general violations were observed at the time of  the inspection; compliance inspection is required.  A Notice of Violation was served to the child care service that may result in fines."
DC2759,06/16/2014,PUBLIC HEALTH SANITATION INSPECTION,At time of inspection child care service facility observed not maintained or in disrepair. Dry sweeping observed in areas occupied by children.
DC2759,11/20/2013,PUBLIC HEALTH SANITATION INSPECTION,"Violation of Rules and Regulations - At least one public health hazard, critical or more than five general violations were observed at the time of  the inspection; compliance inspection is required."
DC2759,04/23/2013,EARLY CHILDHOOD EDUCATION CONSULTANT VISIT,No Cause for Action - There were no violations found at the time of this inspection.
DC2759,04/17/2013,PUBLIC HEALTH SANITATION INSPECTION,"Violation of Rules and Regulations - At least one public health hazard, critical or more than five general violations were observed at the time of  the inspection; compliance inspection is required."
DC2759,10/15/2012,PUBLIC HEALTH SANITATION INSPECTION,"Violation of Rules and Regulations - At least one public health hazard, critical or more than five general violations were observed at the time of  the inspection; compliance inspection is required."
DC2759,07/10/2012,EARLY CHILDHOOD EDUCATION CONSULTANT VISIT,"Violation of Rules and Regulations - At least one public health hazard, critical or more than five general violations were observed at the time of  the inspection; compliance inspection is required."
DC2759,07/09/2012,EARLY CHILDHOOD EDUCATION CONSULTANT VISIT,"Violation of Rules and Regulations - At least one public health hazard, critical or more than five general violations were observed at the time of  the inspection; compliance inspection is required."
DC2759,04/03/2012,PUBLIC HEALTH SANITATION INSPECTION,"Violation of Rules and Regulations - Notice of Violation - At least one public health hazard, critical or more than five general violations were observed at the time of  the inspection; compliance inspection is required.  A Notice of Violation was served to the child care service that may result in fines."
DC2759,03/29/2012,PUBLIC HEALTH SANITATION INSPECTION,"Violation of Rules and Regulations - At least one public health hazard, critical or more than five general violations were observed at the time of  the inspection; compliance inspection is required."
DC2759,03/05/2012,EARLY CHILDHOOD EDUCATION CONSULTANT VISIT,"Violation of Rules and Regulations - At least one public health hazard, critical or more than five general violations were observed at the time of  the inspection; compliance inspection is required."
DC2648,04/30/2014,PUBLIC HEALTH SANITATION INSPECTION,At time of inspection floors/walls ceilings were observed not maintained; in disrepair or covered in a toxic finish.
DC2648,04/11/2013,PUBLIC HEALTH SANITATION INSPECTION,"Violation of Rules and Regulations - At least one public health hazard, critical or more than five general violations were observed at the time of  the inspection; compliance inspection is required."
DC2648,04/04/2013,EARLY CHILDHOOD EDUCATION CONSULTANT VISIT,No Cause for Action - There were no violations found at the time of this inspection.
DC2648,05/08/2012,PUBLIC HEALTH SANITATION INSPECTION,No Cause for Action - There were no violations found at the time of this inspection.
DC2648,04/17/2012,EARLY CHILDHOOD EDUCATION CONSULTANT VISIT,No Cause for Action - There were no violations found at the time of this inspection.
DC1120,10/01/2013,PUBLIC HEALTH SANITATION INSPECTION,At time of inspection toxic substances observed improperly stored so as to result in the potential for exposure or contamination of facility surfaces.
DC1120,04/16/2013,EARLY CHILDHOOD EDUCATION CONSULTANT VISIT,No Cause for Action - There were no violations found at the time of this inspection.
DC1120,10/11/2012,PUBLIC HEALTH SANITATION INSPECTION,"Violation of Rules and Regulations - At least one public health hazard, critical or more than five general violations were observed at the time of  the inspection; compliance inspection is required."
DC1120,09/11/2012,PUBLIC HEALTH SANITATION INSPECTION,"Violation of Rules and Regulations - At least one public health hazard, critical or more than five general violations were observed at the time of  the inspection; compliance inspection is required."
DC1120,05/09/2012,EARLY CHILDHOOD EDUCATION CONSULTANT VISIT,No Cause for Action - There were no violations found at the time of this inspection.
DC2620,10/29/2013,EARLY CHILDHOOD EDUCATION CONSULTANT VISIT,There were no new violations observed at the time of this inspection/visit.
DC2620,10/22/2013,PUBLIC HEALTH SANITATION INSPECTION,"Violation of Rules and Regulations - At least one public health hazard, critical or more than five general violations were observed at the time of  the inspection; compliance inspection is required."
DC2620,10/11/2012,PUBLIC HEALTH SANITATION INSPECTION,"Violation of Rules and Regulations - At least one public health hazard, critical or more than five general violations were observed at the time of  the inspection; compliance inspection is required."
DC2620,09/20/2012,EARLY CHILDHOOD EDUCATION CONSULTANT VISIT,No Cause for Action - There were no violations found at the time of this inspection.
DC2620,11/21/2011,EARLY CHILDHOOD EDUCATION CONSULTANT VISIT,No Cause for Action - There were no violations found at the time of this inspection.
DC2620,09/20/2011,PUBLIC HEALTH SANITATION INSPECTION,"Violation of Rules and Regulations - At least one public health hazard, critical or more than five general violations were observed at the time of  the inspection; compliance inspection is required."
DC2401,05/29/2014,EARLY CHILDHOOD EDUCATION CONSULTANT VISIT,At time of inspection it was determined that child care service allows staff to perform their duties that are not healthy or are incapable of carrying out their duties. Staff medical clearances are not maintained by child care service.
DC2401,03/28/2014,PUBLIC HEALTH SANITATION INSPECTION,"Violation of Rules and Regulations - Violations Complied With - At least one public health hazard, critical or more than five general violations were observed at the time of  the inspection.  At the time of the inspection all public health hazards and critical violations were corrected and there were fewer than six general violations remaining.  No compliance inspection is needed."
DC2401,02/27/2014,PUBLIC HEALTH SANITATION INSPECTION,"Violation of Rules and Regulations - At least one public health hazard, critical or more than five general violations were observed at the time of  the inspection; compliance inspection is required."
DC2401,08/27/2013,PUBLIC HEALTH SANITATION INSPECTION,No Cause for Action - There were no violations found at the time of this inspection.
