Site ID,Center Name,Permit Holder,Address,Borough,Zip Code,Phone,Permit Number,Permit Expiration Date,Permit Status,Age Range,Maximum Capacity,Certified to Administer Medication,Site Type
DC21003,SUNFLOWER PLAYHOUSE  #2,SUNFLOWER PLAYHOUSE CORP.,33 7TH   AVENUE,BROOKLYN,11217,718-638-0212,8221,10/08/2014,Permitted,2 YEARS - 5 YEARS,30,No,Private
DC21284,SUNFLOWER PLAYHOUSE INFANTS AND TODDLERS PROGRAM,SUNFLOWER PLAYHOUSE CORP.,787A WASHINGTON AVENUE,BROOKLYN,11238,718-623-2900,62737,04/30/2016,Permitted,0 YEARS - 2 YEARS,26,No,Private
DC18160,SUNNY SKIES PRE-SCHOOL # 2,SUNNY SKIES DC CORP.,969  43RD STREET,BROOKLYN,11219,718-438-7040,7952,11/18/2014,Permitted,2 YEARS - 5 YEARS,52,No,Private
DC21883,SUNNY SKIES PRESCHOOL,SUNNY SKIES DC CORP.,2585 CONEY ISLAND AVENUE,BROOKLYN,11223,718-438-7040,8358,08/08/2015,Permitted,2 YEARS - 5 YEARS,57,No,Private
DC26190,SUNNY SKIES PROSPECT,MARGARYCEL NUNEZ,720 WASHINGTON AVENUE,BROOKLYN,11238,718-372-4665,57357,02/21/2016,Permitted,2 YEARS - 5 YEARS,114,No,Private
DC25205,SUNNYSIDE UP UPK PROGRAM,"SUNNYSIDE COMMUNITY SERVICES, INC.",43-31 39 STREET,QUEENS,11104,718-784-6173,51958,09/13/2015,Permitted,2 YEARS - 5 YEARS,36,No,Private
DC10579,SUNSET PARK CHILDREN'S SCHOOL (PRESCHOOL ),SUNSET PARK CHILDREN'S SCHOOL INC.,4616 4 AVENUE,BROOKLYN,11220,718-439-3323,5025,05/04/2014,Expired-InRenewal,2 YEARS - 5 YEARS,40,No,Private
DC14384,"SUNSET PARK CHILDREN'S SCHOOL, INC. I/T","SUNSET PARK CHILDREN'S SCHOOL, INC",4616 4TH AVENUE,BROOKLYN,11220,718-439-3323,5282,08/18/2014,Permitted,0 YEARS - 2 YEARS,18,No,Private
DC22534,SUNSET PARK EARLY CHILDHOOD DEVELOPMENT CENTER,"CATHOLIC CHARITIES NEIGHBORHOOD SERVICES, INC.",5902 6TH AVENUE,BROOKLYN,11220,718-768-1012,19137,07/18/2014,Permitted,2 YEARS - 5 YEARS,98,No,ACS Contracted Preschools
DC21006,SUNSHINE DAY CARE,SUNSHINE DAY CARE OF EAST HARLEM L L C,1330 5TH AVENUE,MANHATTAN,10026,212-444-1177,8303,06/06/2015,Permitted,2 YEARS - 5 YEARS,47,No,Private
DC21173,SUNSHINE DAY CARE,SUNSHINE DAYCARE  OF EAST HARLEM L L C,1330 5TH AVENUE,MANHATTAN,10026,212-444-1177,8304,06/06/2015,Permitted,0 YEARS - 2 YEARS,48,No,Private
DC20376,SUNSHINE DAY CARE,SUNSHINE DAYCARE OF WESTCHESTER VILLAGE L L C,1564 ST. PETERS AVENUE,BRONX,10461,718-989-9801,8254,02/01/2015,Permitted,2 YEARS - 5 YEARS,53,No,Private
DC14161,SUNSHINE DAY CARE,SUNSHINE CHILDRENS DAYCARE LLC,2929 WEST 31ST STREET,BROOKLYN,11224,718-996-7200,7320,12/20/2014,Permitted,2 YEARS - 5 YEARS,53,No,Private
DC18906,SUNSHINE DAY CARE,SUNSHINE CHILDRENS DAYCARE LLC,2929 WEST 31ST STREET,BROOKLYN,11224,718-996-7200,7959,11/21/2014,Permitted,0 YEARS - 2 YEARS,28,No,Private
DC20960,SUNSHINE DAY CARE,SUNSHINE DAY CARE OF MOTT HAVEN,416 WILLIS AVENUE,BRONX,10454,718-989-9804,9517,12/05/2015,Permitted,2 YEARS - 5 YEARS,90,No,Private
DC22029,SUNSHINE DAY CARE,SUNSHINE DAY CARE OF MOTT HAVEN,416 WILLIS AVENUE,BRONX,10454,718-989-9804,9518,12/06/2015,Permitted,0 YEARS - 2 YEARS,36,No,Private
DC22399,SUNSHINE DAY CARE CENTER,"SUNSHINE DAY CARE CENTER, INC.",34-57 FRANCIS LEWIS BLVD.,QUEENS,11358,718-353-1800,10441,12/29/2015,Permitted,2 YEARS - 5 YEARS,35,No,Private
DC20754,SUNSHINE DAYCARE,SUNSHINE DAYCARE OF WESTCHESTER VILLAGE L L C,1564 ST. PETER'S AVENUE,BRONX,10461,718-989-9801,8255,02/01/2015,Permitted,0 YEARS - 2 YEARS,18,No,Private
DC14371,SUNSHINE DEVELOPMENTAL SCHOOL,SUNSHINE DEVELOPMENTAL  SCHOOL,91-10 146 STREET,QUEENS,11435,718-468-9000,7441,09/08/2015,Permitted,2 YEARS - 5 YEARS,188,No,Private
DC14719,SUNSHINE INFANT & TODDLER PROGRAM,"CHARLES & CHARLES, NY INC",1277 STERLING PLACE,BROOKLYN,11213,718-363-2144,7597,06/27/2015,Permitted,0 YEARS - 2 YEARS,21,No,Private
DC19617,SUNSHINE LEARNING CENTER PRESCHOOL,SUNSHINE LEARNING CENTER PRESCHOOL,201-06  LINDEN BLVD.,QUEENS,11412,718-525-1945,8040,09/02/2015,Permitted,2 YEARS - 5 YEARS,48,Yes,Private
DC2934,"SUNSHINE LEARNING CENTER, INC.","SUNSHINE LEARNING CENTER,INC.",201-02 LINDEN BOULEVARD,QUEENS,11412,718-525-1945,6719,01/25/2016,Permitted,2 YEARS - 5 YEARS,69,Yes,Private
DC19186,"SUNSHINE LEARNING CENTER,INC.","SUNSHINE LEARNING CENTER,INC.",201-06  LINDEN BLVD.,QUEENS,11412,718-525-2154,7994,01/28/2015,Permitted,0 YEARS - 2 YEARS,10,Yes,Private
DC1923,SUNSHINE NURSERY & DAY CARE CENTER - INFANT,CNNA INC.,576 GATES AVENUE,BROOKLYN,11221,718-452-9740,7506,12/10/2015,Permitted,0 YEARS - 2 YEARS,28,No,Private
DC14585,SUNSHINE NURSERY AND DAY CARE CENTER,CNNA INC.,576 GATES AVENUE,BROOKLYN,11221,718-452-9740,7333,01/08/2015,Permitted,2 YEARS - 5 YEARS,65,No,Private
DC21237,SUNSHINE NURSERY AND DAY CARE CENTER,CNNA INC.,580 GATES AVENUE,BROOKLYN,11221,718-452-9740,27797,11/26/2014,Permitted,2 YEARS - 5 YEARS,26,No,Private
DC20592,SUNSHINE NURSERY AND DAY CARE CENTER,CNNA INC,580A GATES AVENUE,BROOKLYN,11221,718-452-9740,8395,08/23/2015,Permitted,2 YEARS - 5 YEARS,26,No,Private
DC20591,SUNSHINE NURSERY AND DAY CARE CENTER   I/T,CNNA INC.,580 GATES AVENUE,BROOKLYN,11221,718-452-9740,8203,07/02/2014,Permitted,0 YEARS - 2 YEARS,17,No,Private
DC14370,SUNSHINE SCHOOL,"SUNSHINE SCHOOL,LLC",91-10 146 STREET,QUEENS,11435,718-468-9000,7426,09/08/2015,Permitted,2 YEARS - 5 YEARS,122,No,Private
DC22018,SUPERIOR DAY CARE CENTER /PRESCHOOL,"SUPERIOR DAY CARE CENTER, INC.",1741 BROADWAY,BROOKLYN,11207,718-975-4904,18777,07/09/2014,Permitted,2 YEARS - 5 YEARS,75,No,Private
DC22031,SUPERIOR DAY CARE CENTER/ INFANT/TODDLER,"SUPERIOR DAY CARE CENTER, INC.",1741 BROADWAY,BROOKLYN,11207,718-975-4904,60378,04/04/2016,Permitted,0 YEARS - 2 YEARS,23,No,Private
DC11641,SUSAN E WAGNER DAY SCHOOL,"NORTHEAST BRONX DAY CARE CENTER,INC.",4102 WHITE PLAINS ROAD,BRONX,10466,718-547-0501,6622,01/11/2015,Permitted,2 YEARS - 5 YEARS,184,Yes,Private
DC374,SUSAN E. WAGNER DAY CARE CENTER,"NORTHEAST BRONX DAY CARE CENTER, INC.",1140 EAST 229TH STREET,BRONX,10466,718-547-1735,4142,04/03/2016,Permitted,2 YEARS - 5 YEARS,115,Yes,ACS Contracted Preschools
DC1585,SUSAN E. WAGNER DAY SCHOOL,NORTHEAST BRONX DAY CARE CENTER INC.,4102 WHITE PLAINS ROAD,BRONX,10466,718-547-0501,6661,08/25/2015,Permitted,0 YEARS - 2 YEARS,8,Yes,Private
DC1829,SUSAN E. WAGNER DAY SCHOOL,NORTHEAST BRONX DAY CARE CENTER INC.,5401 POST ROAD,BRONX,10471,718-601-5401,6833,08/11/2014,Permitted,2 YEARS - 5 YEARS,194,No,Private
DC19160,SUSAN WAGNER VICTORY,"NORTHEAST BRONX DAY CARE CENTER,INC.",3440 WHITE PLAINS RD.,BRONX,10467,718-655-5500,7972,12/01/2014,Permitted,2 YEARS - 5 YEARS,60,Yes,ACS Contracted Preschools
DC2721,SWEET ANGELS NURSERY SCHOOL,SWEET ANGELS NURSERY SCHOOL,27-11 BAYSIDE LANE,QUEENS,11358,718-445-7305,6785,03/29/2016,Permitted,2 YEARS - 5 YEARS,29,No,Private
DC375,SYLVIA KLEIN CHILD CARE CENTER,"COLONY-SOUTH BROOKLYN HOUSES, INC",720 EUCLID AVENUE,BROOKLYN,11208,718-647-2274,375,08/17/2015,Permitted,2 YEARS - 5 YEARS,50,No,ACS Contracted Preschools
DC17361,T.R. LITTLE PEOPLE,"TR LITTLE PEOPLE, LTD",127 EAST 90TH STREET,MANHATTAN,10128,212-860-8116,7794,08/28/2015,Permitted,2 YEARS - 5 YEARS,8,No,Private
DC17156,T.R. LITTLE PEOPLE,"TR LITTLE PEOPLE, LTD",127 EAST 90TH STREET,MANHATTAN,10128,212-860-8118,7795,08/27/2015,Permitted,0 YEARS - 2 YEARS,8,No,Private
DC10682,TABERNACLE CHURCH OF GOD DAY CARE CENTER,"TABERNACLE CHURCH OF GOD, INC.",34-52 KOSCIUSZKO STREET,BROOKLYN,11205,718-638-3209,4267,05/04/2015,Permitted,2 YEARS - 5 YEARS,184,No,ACS Contracted Preschools
DC376,TABERNACLE DAY CARE CENTER (INFANT/TODDLER),"TABERNACLE CHURCH OF GOD, INC.",34-52 KOSCIUSZKO STREET,BROOKLYN,11205,718-638-3209,4256,11/11/2015,Permitted,0 YEARS - 2 YEARS,56,No,ACS Contracted Preschools
DC23000,TALMUD TORAH OHR MOSHE,TALMUD TORAH OHR MOSHE,1774 58TH STREET,BROOKLYN,11204,718-234-6100,25837,10/22/2014,Permitted,2 YEARS - 5 YEARS,40,No,Private
DC11019,TANGLEWOOD MONTESSORI SCHOOL,TANGLEWOOD MONTESSORI CORP,15 TANGLEWOOD DRIVE,STATEN ISLAND,10308,718-967-2424,4933,07/21/2014,Permitted,2 YEARS - 5 YEARS,84,No,Private
DC21212,TARYAG NURSERY,CONGREGATION 613,2294 NOSTRAND AVENUE,BROOKLYN,11210,718-989-9681,14958,04/16/2016,Permitted,2 YEARS - 5 YEARS,90,No,Private
DC11833,"TEACHING, LEARNING & CARING DAY CARE","MAGIC RAINBOW, INC.",212-43 JAMAICA AVENUE,QUEENS,11428,718-740-6750,6830,03/29/2016,Permitted,2 YEARS - 5 YEARS,28,No,Private
DC2759,"TEACHING, LEARNING AND CARING.","MAGIC RAINBOW, INC",212-43 JAMAICA AVENUE,QUEENS,11428,718-740-6750,7403,05/23/2015,Permitted,0 YEARS - 2 YEARS,10,No,Private
DC2648,TEMPLE EMANU-EL NURSERY SCHOOL,CONGREGATION EMANU-EL OF THE CITY OF N.Y.,10 EAST 66 STREET,MANHATTAN,10065,212-744-1400,2003,05/18/2014,Expired-InRenewal,2 YEARS - 5 YEARS,115,No,Private
DC1120,TEMPLE ISRAEL EARLY CHILDHOOD LEARNING CENTER,TEMPLE ISRAEL OF THE CITY OF NEW YORK,112 EAST 75 STREET,MANHATTAN,10021,212-249-5000,2171,07/27/2015,Permitted,2 YEARS - 5 YEARS,75,No,Private
DC2620,TEMPLE SHAARAY TEFILA NURSERY SCHOOL,TEMPLE SHAARAY TEFILA NURSERY SCHOOL,250 EAST 79 STREET,MANHATTAN,10075,212-535-2146,5891,09/15/2014,Permitted,2 YEARS - 5 YEARS,139,No,Private
DC2401,TENDER CARE ON THE MOUNT,MISSION OF THE IMMACULATE VIRGIN FOR THE PROTECTION OF HOMELESS AND DESTITUTE CHILDREN,6581 HYLAN BOULEVARD,STATEN ISLAND,10309,718-317-2849,5659,09/14/2014,Permitted,2 YEARS - 5 YEARS,73,No,Private
DC31714,TENDER TOSTS CORONA,TENDER TOTS CORONA LLC,104-18 42 AVENUE,QUEENS,11368,848-525-8749,65257,05/29/2016,Permitted,2 YEARS - 5 YEARS,82,No,Private
DC20870,TENDER TOTS,TENDER TOTS 137 STREET LLC,531-535 EAST 137TH STREET,BRONX,10454,718-215-4125,44279,06/19/2015,Permitted,2 YEARS - 5 YEARS,67,No,Corporate
DC21703,TENDER TOTS CHILD CARE CENTER,TENDER TOTS DECATUR L L C,3322 DECATUR AVENUE,BRONX,10467,718-324-1052,9958,12/14/2015,Permitted,2 YEARS - 5 YEARS,95,No,Private
DC21704,TENDER TOTS CHILD CARE CENTER,TENDER TOTS DECATUR LLC,3322 DECATUR AVENUE,BRONX,10467,718-324-1052,9937,12/14/2015,Permitted,0 YEARS - 2 YEARS,35,No,Private
DC21618,TENDER TOTS CHILD CARE CENTER,TENDER TOTS 137 STREET LLC,531-535 EAST 137 STREET,BRONX,10454,718-215-4125,44297,06/19/2015,Permitted,0 YEARS - 2 YEARS,28,No,Private
DC10665,"TENDER YEAR CHILDCARE, INC.","TENDER YEARS CHILDCARE, INC.",3141 EAST TREMONT AVENUE,BRONX,10461,718-829-3067,7231,05/06/2015,Permitted,0 YEARS - 2 YEARS,16,No,Private
DC841,TENDER YEARS CHILDCARE INC.,"TENDER YEARS CHILDCARE, INC.",3141 EAST TREMONT AVENUE,BRONX,10461,718-829-3067,6367,12/31/2014,Permitted,2 YEARS - 5 YEARS,14,No,Private
DC2816,TENDER YEARS DAY CARE,CHER INC.,199-15 LINDEN BOULEVARD,QUEENS,11412,718-481-8687,6446,09/06/2015,Permitted,2 YEARS - 5 YEARS,26,No,Private
DC14100,TEREMOK V,"TEREMOK V, CORP.",448 NEPTUNE AVENUE,BROOKLYN,11224,718-743-9009,7451,08/17/2015,Permitted,2 YEARS - 5 YEARS,38,No,Private
DC24589,THE  MONTESSORI AT FLATIRON,THE MONTESSORI SCHOOL LLC,3-7 WEST 22ND STREET,MANHATTAN,10010,212-633-0600,52617,09/30/2015,Permitted,2 YEARS - 5 YEARS,62,No,Private
DC2990,THE  PARK PRESCHOOL  LTD.,THE PARK PRESCHOOL LTD.,275 GREENWICH STREET,MANHATTAN,10007,212-571-6191,6013,03/05/2015,Permitted,2 YEARS - 5 YEARS,44,Yes,Private
DC14286,THE ACORN SCHOOL,THE ACORN SCHOOL,330 EAST 26 STREET,MANHATTAN,10010,212-684-0230,2160,02/22/2016,Permitted,2 YEARS - 5 YEARS,68,No,Private
DC17672,THE BARCLAY STREET SCHOOL LTD.,THE BARCLAY STREET SCHOOL LTD.,6-10 BARCLAY ST,MANHATTAN,10007,212-571-2715,7945,09/12/2014,Permitted,2 YEARS - 5 YEARS,42,No,Private
DC2414,THE BRICK CHURCH SCHOOL,BRICK CHURCH SCHOOL,62 EAST 92 STREET,MANHATTAN,10128,212-289-5683,411,07/25/2014,Permitted,2 YEARS - 5 YEARS,149,Yes,Private
DC2587,THE BROWNSTONE SCHOOL AND DAY CARE,THE BROWNSTONE SCHOOL AND DAY CARE CENTER,128 WEST 80 STREET,MANHATTAN,10024,212-874-1341,4323,04/26/2014,Expired-InRenewal,2 YEARS - 5 YEARS,84,No,Private
DC16777,THE CHILD CENTER OF NEW YORK,THE CHILD CENTER  OF NEW YORK,60-02 ROOSEVELT AVENUE,QUEENS,11377,718-943-2800,7766,06/08/2015,Permitted,2 YEARS - 5 YEARS,85,Yes,ACS Head Start
DC18821,THE CHILD CENTER OF NEW YORK / AKA: 41-61 KESSINA BLVD,"THE CHILD CENTER OF NEW YORK, INC.",140-15 SANFORD AVENUE,QUEENS,11355,347-506-0832,8193,07/02/2014,Permitted,2 YEARS - 5 YEARS,36,Yes,Head Start (Direct Fed. Funding)
DC10454,THE CHILD DEVELOPMENT CENTER OF KINGSBOROUGH C.C,CITY UNIVERSITY OF NEW YORK KINGSBOROUGH COMMUNITY COLLEGE,1915 ORIENTAL BOULEVARD,BROOKLYN,11235,718-368-5868,3050,08/30/2014,Permitted,2 YEARS - 5 YEARS,30,No,Private
DC14957,THE CHILD DEVELOPMENT CENTER OF THE MOSHOLU MONTEFIORE COMMUNITY CENTER,"MOSHOLU MONTEFIORE COMMUNITY CENTER,INC.",3450 DEKALB AVE,BRONX,10467,718-654-0563,5555,08/03/2015,Permitted,0 YEARS - 2 YEARS,8,No,ACS Contracted Preschools
DC10676,"THE CHILD STUDY CENTER OF NEW YORK, INC.",THE CHILD STUDY CENTER OF NEW YORK. INC.,167-171 CLERMONT AVENUE,BROOKLYN,11205,718-854-3710,6025,07/01/2015,Permitted,2 YEARS - 5 YEARS,90,No,Private
DC12225,THE CHILD STUDY CENTER OF NEW YORK/BEST FRIENDS DAYCARE,THE CHILD STUDY CENTER OF NEW YORK /BEST FRIENDS DAYCARE,285 CLOVE ROAD,STATEN ISLAND,10310,718-442-8588,5102,04/25/2015,Permitted,2 YEARS - 5 YEARS,121,No,Private
DC22132,THE CHILDREN'S AID SOCIETY,THE CHILDREN'S AID SOCIETY,14-32 WEST 118TH STREET,MANHATTAN,10026,212-949-4931,48997,07/29/2015,Permitted,2 YEARS - 5 YEARS,40,No,ACS Contracted Preschools
DC23207,THE CHILDREN'S AID SOCIETY,"THE CHILDREN'S AID SOCIETY, INC.",1919 PROSPECT AVENUE,BRONX,10457,347-821-4222,25017,10/15/2014,Permitted,2 YEARS - 5 YEARS,71,Yes,ACS Contracted Preschools
DC22134,THE CHILDREN'S AID SOCIETY,THE CHILDREN'S AID SOCIETY,433 EAST 100TH STREET,MANHATTAN,10029,212-627-7449,26378,10/25/2014,Permitted,2 YEARS - 5 YEARS,70,Yes,ACS Contracted Preschools
DC22133,THE CHILDREN'S AID SOCIETY,THE CHILDREN'S AID SOCIETY,93 NAGLE AVENUE,MANHATTAN,10040,212-544-0221,26597,10/26/2014,Permitted,2 YEARS - 5 YEARS,71,Yes,ACS Contracted Preschools
DC2742,THE CHILDREN'S AID SOCIETY - PS 5  HEAD START,THE CHILDREN'S AID SOCIETY,3703 10 AVENUE,MANHATTAN,10034,212-567-5787,6146,01/24/2015,Permitted,2 YEARS - 5 YEARS,72,Yes,ACS Head Start
DC2695,THE CHILDREN'S AID SOCIETY- FREDERICK DOUGLAS HEAD START,THE CHILDREN'S AID SOCIETY,885 COLUMBUS AVENUE,MANHATTAN,10025,212-865-6337,2097,06/28/2014,Permitted,2 YEARS - 5 YEARS,69,Yes,ACS Head Start
DC2130,THE CHILDREN'S AID SOCIETY- P.S. 8 HEAD START,THE CHILDREN'S AID SOCIETY,465 WEST 167 STREET,MANHATTAN,10032,212-740-8655,6926,02/15/2016,Permitted,2 YEARS - 5 YEARS,55,Yes,Head Start (Direct Fed. Funding)
DC14148,THE CHILDREN'S CENTER,THE COLLEGE OF STATEN ISLAND ASSOCIATION INC.,2800 VICTORY BOULEVARD,STATEN ISLAND,10314,718-982-3190,6175,06/18/2015,Permitted,0 YEARS - 2 YEARS,18,No,Private
DC2736,THE CHILDREN'S CENTER,"THE COLLEGE OF STATEN ISLAND ASSOCIATION, INC.",2800 VICTORY BOULEVARD,STATEN ISLAND,10314,718-982-3190,6174,05/02/2016,Permitted,2 YEARS - 5 YEARS,75,No,Private
DC19519,THE CHILDREN'S CENTER  AT GOLDMAN SACHS AT 200 WEST,"BRIGHT HORIZONS CHILDREN'S CENTER, INC.",200 WEST STREET,MANHATTAN,10282,212-357-5370,8103,11/13/2015,Permitted,2 YEARS - 5 YEARS,15,No,Private
DC19627,THE CHILDREN'S CENTER  AT GOLDMAN SACHS AT 200 WEST,"BRIGHT HORIZONS CHILDREN'S CENTER, INC.",200 WEST STREET,MANHATTAN,10282,212-357-5370,8102,11/13/2015,Permitted,0 YEARS - 2 YEARS,26,No,Private
DC10727,THE CHILDREN'S CENTER @ SUNY BROOKLYN - I/T,"THE CHILDRENS CENTER @ SUNY BROOKLYN, INC. - I/T",440 LENOX ROAD,BROOKLYN,11203,718-221-6160,5734,08/31/2015,Permitted,0 YEARS - 2 YEARS,18,No,Private
DC959,THE CHILDREN'S CENTER @ SUNY BROOKLYN - P/S,"THE CHILDREN'S CENTER AT SUNY BROOKLYN, INC.",440 LENOX ROAD,BROOKLYN,11203,718-221-6160,5743,07/05/2015,Permitted,2 YEARS - 5 YEARS,42,No,Private
DC12252,THE CHILDREN'S GARDEN,THE GENERAL THEOLOGICAL SEMINARY,440 WEST 21 STREET,MANHATTAN,10011,212-924-9266,6797,06/30/2015,Permitted,0 YEARS - 2 YEARS,8,No,Private
DC1125,THE CHILDREN'S GARDEN AT GENERAL THEOLOGICAL SEMINARY,THE GENERAL THEOLOGICAL SEMINARY,440 WEST 21 STREET,MANHATTAN,10011,212-924-9266,6798,05/15/2014,Expired-InRenewal,2 YEARS - 5 YEARS,14,No,Private
DC25111,THE CHILDREN'S GARDEN SCHOOL,"GENERAL THEOLOGICAL SEMINARY, INC.",422 WEST 20TH STREET,MANHATTAN,10011,212-243-5920,45737,06/28/2015,Permitted,2 YEARS - 5 YEARS,15,No,Private
DC2611,THE CHILDREN'S LEARNING CENTER AT HUNTER COLLEGE,"THE CHILDREN'S LEARNING CENTER AT HUNTER COLLEGE, INC.",695 PARK AVENUE,MANHATTAN,10065,212-772-4066,5145,11/03/2015,Permitted,2 YEARS - 5 YEARS,50,No,Private
DC3057,THE CHILDREN'S LEARNING CENTER AT MORNINGSIDE HEIGHTS,THE CHILDREN'S LEARNING CENTER AT MORNINGSIDE HEIGHTS,90 LASALLE STREET,MANHATTAN,10027,212-663-9318,6887,06/10/2015,Permitted,2 YEARS - 5 YEARS,30,No,Private
DC14167,"THE CHILDREN'S PLAYHOUSE,  INCORPORATED-  I/T","THE CHILDREN'S PLAYHOUSE, INCORPORATED",85 MONAHAN AVENUE,STATEN ISLAND,10314,718-761-0129,5410,06/30/2015,Permitted,0 YEARS - 2 YEARS,18,No,Private
DC24569,"THE CHILDREN'S PLAYHOUSE, INC.","THE CHILDREN'S PLAYHOUSE, INC.",950 ROCKLAND AVENUE,STATEN ISLAND,10314,718-761-0129,26240,10/24/2014,Permitted,2 YEARS - 5 YEARS,12,No,Private
DC2580,"THE CHILDREN'S PLAYHOUSE, INCORPORATED","THE CHILDREN'S PLAYHOUSE, INCORPORATED",85 MONAHAN AVENUE,STATEN ISLAND,10314,718-761-0129,5196,08/05/2015,Permitted,2 YEARS - 5 YEARS,75,No,Private
DC14311,THE CHRISTIAN LEARNING CENTER,"CHRISTIAN LEARNING CENTER DAY CARE, INC.",444 EAST 45 STREET,BROOKLYN,11203,718-287-5149,5061,12/15/2014,Permitted,2 YEARS - 5 YEARS,64,No,Private
DC11635,THE CHURCH OF THE EPIPHANY DAY SCHOOL,THE CHURCH OF THE EPIPHANY,1393 YORK AVENUE,MANHATTAN,10021,212-737-2720,7378,05/02/2015,Permitted,2 YEARS - 5 YEARS,75,No,Private
DC2159,THE CITIGROUP CHILDREN'S  CENTER  @ 399 PARK,"BRIGHT HORIZONS CHILDREN'S CENTER, INC.",399 PARK AVENUE,MANHATTAN,10022,212-793-4000,7113,10/02/2015,Permitted,0 YEARS - 2 YEARS,14,No,Corporate
DC3068,THE CITIGROUP CHILDREN'S CENTER,"BRIGHT HORIZONS CHILDREN'S CENTER, INC.",388 GREENWICH STREET,MANHATTAN,10013,212-816-7700,6589,07/19/2013,Expired-InRenewal,0 YEARS - 2 YEARS,16,No,Corporate
DC14815,THE CITIGROUP CHILDREN'S CENTER  AT 399 PARK,"BRIGHT HORIZONS CHILDREN'S CENTER, INC.",399 PARK AVENUE,MANHATTAN,10022,212-559-4005,7144,10/02/2015,Permitted,2 YEARS - 5 YEARS,12,No,Corporate
DC14128,THE CITYGROUP CHILDRENS CENTER,"BRIGHT HORIZONS CHILDREN'S CENTER, INC.",388 GREENWICH STREET,MANHATTAN,10013,212-816-7700,6590,06/27/2015,Permitted,2 YEARS - 5 YEARS,15,No,Corporate
DC19107,THE CO-OP SCHOOL,THE CO-OP SCHOOL,81-87 IRVING PLACE,BROOKLYN,11238,347-721-3408,8072,09/09/2015,Permitted,2 YEARS - 5 YEARS,94,No,Private
DC2267,THE CORNER SCHOOL,THE CORNER SCHOOL,150-03 BAYSIDE AVENUE,QUEENS,11354,718-445-2811,1889,05/03/2016,Permitted,2 YEARS - 5 YEARS,39,No,Private
DC2418,THE CREATIVE PLAYSCHOOL - FIFTH AVENUE SYNAGOGUE,FIFTH AVENUE SYNAGOGUE,5 EAST 62 STREET,MANHATTAN,10065,212-750-8793,5627,09/24/2012,Expired-InRenewal,2 YEARS - 5 YEARS,40,No,Private
DC1014,THE DAVID FOSTER PRESCHOOL ACADEMY,SHEILA FOSTER-GOLDING,580 ROGERS AVENUE,BROOKLYN,11225,718-462-0776,6614,12/14/2014,Permitted,2 YEARS - 5 YEARS,25,No,Private
DC10659,THE EARLY CHILDHOOD CENTER OF THE BROOKLYN COLLEGE CHILD CARE SERVICES,"BROOKLYN COLLEGE CHILD CARE SERVICES, INC.",2900 BEDFORD AVENUE,BROOKLYN,11210,718-951-5431,1448,03/30/2015,Permitted,2 YEARS - 5 YEARS,55,No,Private
DC65,THE EARLY CHILDHOOD CENTER OF THE BROOKLYN COLLEGE CHILD CARE SERVICES,"BROOKLYN COLLEGE CHILD CARE SERVICES, INC.",2900 BEDFORD AVENUE,BROOKLYN,11210,718-951-5431,7124,02/28/2015,Permitted,0 YEARS - 2 YEARS,28,No,Private
DC11539,THE EDUCATIONAL  ALLIANCE HEAD START    @ PS 142,THE EDUCATIONAL ALLIANCE,100 ATTORNEY STREET,MANHATTAN,10002,212-780-5225,6653,12/09/2014,Permitted,2 YEARS - 5 YEARS,69,No,ACS Head Start
DC3124,THE EDUCATIONAL ALLIANCE  HEAD START,THE EDUCATIONAL ALLIANCE,600 EAST 6 STREET,MANHATTAN,10009,212-979-2386,7345,02/09/2015,Permitted,2 YEARS - 5 YEARS,20,No,ACS Contracted Preschools
DC12262,THE EDUCATIONAL ALLIANCE EARLY HEAD START,THE EDUCATIONAL ALLIANCE,197 EAST BROADWAY,MANHATTAN,10002,212-780-2300,6531,10/06/2014,Permitted,0 YEARS - 2 YEARS,72,No,Head Start (Direct Fed. Funding)
DC21339,THE EDUCATIONAL ALLIANCE EARLY HEAD START  EXPANSION 2,THE EDUCATIONAL ALLIANCE,442 EAST HOUSTON STREET,MANHATTAN,10002,212-677-5710,8244,12/15/2014,Permitted,2 YEARS - 5 YEARS,28,No,Head Start (Direct Fed. Funding)
DC21338,THE EDUCATIONAL ALLIANCE EARLY HEADSTART EXPANSION,THE EDUCATIONAL ALLIANCE,18 AVENUE D,MANHATTAN,10009,212-780-5430,8253,02/01/2015,Permitted,2 YEARS - 5 YEARS,36,No,Head Start (Direct Fed. Funding)
DC15116,THE EDUCATIONAL ALLIANCE HEAD START,THE EDUCATIONAL ALLIANCE,197 EAST BROADWAY,MANHATTAN,10002,212-780-2300,3002,07/15/2014,Permitted,2 YEARS - 5 YEARS,358,No,ACS Head Start
DC15151,THE EDUCATIONAL ALLIANCE PRESCHOOL,"THE EDUCATIONAL ALLIANCE, INC.",179 HENRY ST,MANHATTAN,10002,212-780-2300,2306,03/18/2014,Expired-InRenewal,2 YEARS - 5 YEARS,267,No,Private
DC2421,THE EPISCOPAL SCHOOL IN THE CITY OF NEW YORK,THE EPISCOPAL SCHOOL IN THE CITY OF NEW YORK,35 EAST 69 STREET,MANHATTAN,10021,212-879-9764,4201,09/08/2014,Permitted,2 YEARS - 5 YEARS,115,No,Private
