Site ID,Visit Date,Visit Type,Summary
DC1693,01/14/2014,PUBLIC HEALTH SANITATION INSPECTION,There were no new violations observed at the time of this inspection/visit.
DC2291,05/22/2014,PUBLIC HEALTH SANITATION INSPECTION,There were no new violations observed at the time of this inspection/visit.
DC2290,05/22/2014,PUBLIC HEALTH SANITATION INSPECTION,There were no new violations observed at the time of this inspection/visit.
DC2614,09/16/2013,PUBLIC HEALTH SANITATION INSPECTION,At time of inspection floors/walls ceilings were observed not maintained; in disrepair or covered in a toxic finish.
DC10600,05/16/2014,PUBLIC HEALTH SANITATION INSPECTION,Child care service failed to maintain required staff to child supervision ratios at time of inspection.
DC14339,09/16/2013,PUBLIC HEALTH SANITATION INSPECTION,At time of inspection unwholesome food; food not in compliance with nutritional guidelines or of inadequate serving size was observed being served.
DC955,02/26/2014,PUBLIC HEALTH SANITATION INSPECTION,At time of inspection it was observed that child care service failed to provide appropriate guards on designated structures/equipment to protect children from potential injury.
DC14174,02/06/2014,PUBLIC HEALTH SANITATION INSPECTION,There were no new violations observed at the time of this inspection/visit.
DC723,02/05/2014,PUBLIC HEALTH SANITATION INSPECTION,At time of inspection floors/walls ceilings were observed not maintained; in disrepair or covered in a toxic finish.
DC21252,02/06/2014,PUBLIC HEALTH SANITATION INSPECTION,At time of inspection toxic substances observed improperly stored so as to result in the potential for exposure or contamination of facility surfaces.
DC21253,02/06/2014,PUBLIC HEALTH SANITATION INSPECTION,There were no new violations observed at the time of this inspection/visit.
DC21475,03/04/2014,PUBLIC HEALTH SANITATION INSPECTION,There were no new violations observed at the time of this inspection/visit.
DC20790,04/03/2014,PUBLIC HEALTH SANITATION INSPECTION,There were no new violations observed at the time of this inspection/visit.
DC25139,05/20/2013,PUBLIC HEALTH SANITATION INSPECTION,There were no new violations observed at the time of this inspection/visit.
DC1321,10/17/2013,PUBLIC HEALTH SANITATION INSPECTION,At time of inspection it was determined that child care service failed to take any and all necessary action to eliminate potential hazards.
DC16795,05/06/2014,EARLY CHILDHOOD EDUCATION CONSULTANT VISIT,There were no new violations observed at the time of this inspection/visit.
DC1320,09/30/2013,EARLY CHILDHOOD EDUCATION CONSULTANT VISIT,Child care service failed to provide constant and competent supervision for children within its care.
DC24636,03/12/2014,PUBLIC HEALTH SANITATION INSPECTION,There were no new violations observed at the time of this inspection/visit.
DC14452,03/13/2014,PUBLIC HEALTH SANITATION INSPECTION,There were no new violations observed at the time of this inspection/visit.
DC24801,04/10/2014,PUBLIC HEALTH SANITATION INSPECTION,At time of inspection floors/walls ceilings were observed not maintained; in disrepair or covered in a toxic finish.
DC14466,10/18/2013,PUBLIC HEALTH SANITATION INSPECTION,There were no new violations observed at the time of this inspection/visit.
DC3080,04/03/2014,PUBLIC HEALTH SANITATION INSPECTION,There were no new violations observed at the time of this inspection/visit.
DC20190,11/25/2013,PUBLIC HEALTH SANITATION INSPECTION,There were no new violations observed at the time of this inspection/visit.
DC24816,05/08/2014,EARLY CHILDHOOD EDUCATION CONSULTANT VISIT,There were no new violations observed at the time of this inspection/visit.
DC150,05/08/2014,EARLY CHILDHOOD EDUCATION CONSULTANT VISIT,There were no new violations observed at the time of this inspection/visit.
DC792,02/25/2014,PUBLIC HEALTH SANITATION INSPECTION,There were no new violations observed at the time of this inspection/visit.
DC24900,04/08/2014,EARLY CHILDHOOD EDUCATION CONSULTANT VISIT,At time of inspection it was determined that child care service failed to conduct and document monthly fire drills.
DC3041,04/11/2014,PUBLIC HEALTH SANITATION INSPECTION,There were no new violations observed at the time of this inspection/visit.
DC1627,07/17/2013,EARLY CHILDHOOD EDUCATION CONSULTANT VISIT,There were no new violations observed at the time of this inspection/visit.
DC1774,04/03/2014,PUBLIC HEALTH SANITATION INSPECTION,Outdoor play area was observed not maintained nor free of hazards or nuisances at time of inspection.
DC14711,03/11/2014,PUBLIC HEALTH SANITATION INSPECTION,At time of inspection child care service failed to provide sufficient lighting and or failed to maintain adequate foot candles in areas used by children.
DC14110,03/21/2014,EARLY CHILDHOOD EDUCATION CONSULTANT VISIT,Child care service failed to provide or maintain record of staff immunizations.
DC24595,05/29/2014,PUBLIC HEALTH SANITATION INSPECTION,There were no new violations observed at the time of this inspection/visit.
DC2623,12/16/2013,PUBLIC HEALTH SANITATION INSPECTION,At time of inspection hand wash sinks are not supplied with an adequate amount of running water. At time of inspection water temperature exceeded 115 deg Fahrenheit.
DC14448,05/15/2014,EARLY CHILDHOOD EDUCATION CONSULTANT VISIT,There were no new violations observed at the time of this inspection/visit.
DC821,05/15/2014,EARLY CHILDHOOD EDUCATION CONSULTANT VISIT,There were no new violations observed at the time of this inspection/visit.
DC2988,02/04/2014,PUBLIC HEALTH SANITATION INSPECTION,There were no new violations observed at the time of this inspection/visit.
DC10950,11/18/2013,PUBLIC HEALTH SANITATION INSPECTION,At time of inspection it was determined that child care service failed to take any and all necessary action to eliminate potential hazards.
DC14874,01/23/2014,PUBLIC HEALTH SANITATION INSPECTION,At time of inspection toxic substances observed improperly stored so as to result in the potential for exposure or contamination of facility surfaces.
DC21106,10/24/2013,PUBLIC HEALTH SANITATION INSPECTION,There were no new violations observed at the time of this inspection/visit.
DC14407,02/25/2014,PUBLIC HEALTH SANITATION INSPECTION,There were no new violations observed at the time of this inspection/visit.
DC2416,12/03/2013,PUBLIC HEALTH SANITATION INSPECTION,At time of inspection required hand wash signs were not provided.
DC25585,No visit found in database.,,
DC25586,No visit found in database.,,
DC21699,No visit found in database.,,
DC21701,No visit found in database.,,
DC1584,06/13/2013,PUBLIC HEALTH SANITATION INSPECTION,There were no new violations observed at the time of this inspection/visit.
DC20001,05/21/2014,PUBLIC HEALTH SANITATION INSPECTION,"Child care service employee failed to notify child care service administration of arrest, conviction and/or accusation/indication of child abuse within 24 hours."
DC1779,02/27/2014,PUBLIC HEALTH SANITATION INSPECTION,At time of inspection child care service failed to provide sufficient number of toilets and sinks for the number of children in attendance.
DC25539,05/23/2014,PUBLIC HEALTH SANITATION INSPECTION,At time of inspection hand wash sinks are not supplied with an adequate amount of running water. At time of inspection water temperature exceeded 115 deg Fahrenheit.
DC17293,05/24/2013,EARLY CHILDHOOD EDUCATION CONSULTANT VISIT,At time of inspection child care service unable to document that all children enrolled have had an age appropriate medical evaluation.
DC1323,02/25/2014,PUBLIC HEALTH SANITATION INSPECTION,At time of inspection child care service failed to provide sufficient lighting and or failed to maintain adequate foot candles in areas used by children.
DC11541,10/07/2013,PUBLIC HEALTH SANITATION INSPECTION,There were no new violations observed at the time of this inspection/visit.
DC1134,12/19/2013,EARLY CHILDHOOD EDUCATION CONSULTANT VISIT,There were no new violations observed at the time of this inspection/visit.
DC11648,10/07/2013,PUBLIC HEALTH SANITATION INSPECTION,There were no new violations observed at the time of this inspection/visit.
DC21952,04/07/2014,PUBLIC HEALTH SANITATION INSPECTION,Food worker observed in soiled outer garments; hair nets observed not being used at time of inspection where required.
DC26230,No visit found in database.,,
DC14835,04/03/2014,PUBLIC HEALTH SANITATION INSPECTION,At time of inspection it was determined that child care service failed to take any and all necessary action to eliminate potential hazards.
DC436,05/13/2014,PUBLIC HEALTH SANITATION INSPECTION,At time of inspection floors/walls ceilings were observed not maintained; in disrepair or covered in a toxic finish.
DC7,06/02/2014,EARLY CHILDHOOD EDUCATION CONSULTANT VISIT,There were no new violations observed at the time of this inspection/visit.
DC18655,01/31/2014,PUBLIC HEALTH SANITATION INSPECTION,Adequate space/arrangement to provide separate storage areas for children's outer garments not provided or maintained at time of inspection.
DC14954,01/15/2014,PUBLIC HEALTH SANITATION INSPECTION,At time of inspection child care service failed to provide sufficient lighting and or failed to maintain adequate foot candles in areas used by children.
DC12282,01/16/2014,PUBLIC HEALTH SANITATION INSPECTION,There were no new violations observed at the time of this inspection/visit.
DC2874,04/02/2014,EARLY CHILDHOOD EDUCATION CONSULTANT VISIT,Child care service failed to provide or maintain record of staff immunizations.
DC19767,02/10/2014,PUBLIC HEALTH SANITATION INSPECTION,There were no new violations observed at the time of this inspection/visit.
DC23093,03/03/2014,PUBLIC HEALTH SANITATION INSPECTION,At time of inspection it was determined that plumbing was not installed by a licensed plumber; plumbing cross connection or other hazard observed that may result in the contamination of the potable water supply; Lead content of water has not been tested.
DC12044,01/06/2014,PUBLIC HEALTH SANITATION INSPECTION,Child care service/school program failed to submit complete Lead Abatement/Remediation Notice of Filing within required time frames.
DC25073,09/16/2013,PUBLIC HEALTH SANITATION INSPECTION,There were no new violations observed at the time of this inspection/visit.
DC2402,02/27/2014,PUBLIC HEALTH SANITATION INSPECTION,There were no new violations observed at the time of this inspection/visit.
DC2581,05/20/2014,PUBLIC HEALTH SANITATION INSPECTION,There were no new violations observed at the time of this inspection/visit.
DC1825,04/01/2014,EARLY CHILDHOOD EDUCATION CONSULTANT VISIT,Child care service failed to provide or maintain record of staff immunizations.
DC22474,05/15/2014,PUBLIC HEALTH SANITATION INSPECTION,At time of inspection floors/walls ceilings were observed not maintained; in disrepair or covered in a toxic finish.
DC1696,12/20/2013,PUBLIC HEALTH SANITATION INSPECTION,At time of inspection floors/walls ceilings were observed not maintained; in disrepair or covered in a toxic finish.
DC10824,02/19/2014,PUBLIC HEALTH SANITATION INSPECTION,At time of inspection hallways and other means of egress were observed obstructed and impassable.
DC142,04/02/2014,PUBLIC HEALTH SANITATION INSPECTION,There were no new violations observed at the time of this inspection/visit.
