Center Name,Permit Holder,Address,Borough,Zip Code,Phone,Permit Number,Permit Expiration Date,Permit Status,Age Range,Maximum Capacity,Certified to Administer Medication,Site Type,Total Maximum Capacity,Lat,Lon
THE EPISCOPAL SCHOOL IN THE CITY OF NEW YORK,THE EPISCOPAL SCHOOL IN THE CITY OF NEW YORK,35 EAST 69 STREET,MANHATTAN,10021,212-879-9764,4201,09/08/2014,  Permitted,2 YEARS - 5 YEARS,115,No,Private,115,40.769634,-73.965751
THE FAMILY AND LIFE CENTER OF MT ARARAT-I/T / THE FAMILY  AND LIFE CENTER OF MT ARARAT- PRE-SCHOOL,THE FAMILY AND LIFE CENTER OF MTARARAT INC / THE FAMILY AND LIFE CENTER OF MTARARAT INC,425 HOWARD AVENUE,BROOKLYN,11233,718-342-2093 / 718-342-2093,6100 / 6099,09/28/2015 / 09/28/2015,  Permitted /   Permitted,0 YEARS - 2 YEARS / 2 YEARS - 5 YEARS,10 / 80,No / No,Private / Private,90,40.67313499999999,-73.919261
THE FAMILY ANNEX / THE FAMILY ANNEX,THE FAMILY ANNEX / THE FAMILY ANNEX,560 WEST 113 STREET,MANHATTAN,10025,212-749-3271 / 212-749-3271,4761 / 4765,06/25/2015 / 05/11/2015,  Permitted /   Permitted,2 YEARS - 5 YEARS / 0 YEARS - 2 YEARS,29 / 11,No / No,Private / Private,40,40.805608,-73.96477999999999
THE FIRST PRESBYTERIAN CHURCH OF FOREST HILLS,FOREST HILLS PRESBYTERIAN DAY SCHOOL,70-35 112 STREET,QUEENS,11375,718-268-8546,1811,03/23/2015,  Permitted,2 YEARS - 5 YEARS,29,No,Private,29,40.723391,-73.839215
THE GINGERBREAD LEARNING CENTER,THE GINGERBREAD LEARNING CENTER INC,80 WOODROW ROAD,STATEN ISLAND,10312,718-356-0008,6038,07/26/2015,  Permitted,2 YEARS - 5 YEARS,102,Yes,Private,102,40.563029,-74.180591
THE GODDARD SCHOOL / THE GODDARD SCHOOL,2495 BROADWAY CENTER LLC / 2495 BROADWAY CENTER LLC,2495 BROADWAY,MANHATTAN,10025,212-712-2727 / 212-712-2727,49237 / 10257,07/31/2015 / 11/10/2015,  Permitted /   Permitted,0 YEARS - 2 YEARS / 2 YEARS - 5 YEARS,28 / 159,No / No,Private / Private,187,40.7926894,-73.9737169
THE HOUSE OF LITTLE PEOPLE INC / THE HOUSE OF LITTLE PEOPLE INC,THE HOUSE OF LITTLE PEOPLEINC / THE HOUSE OF LITTLE PEOPLEINC,122 EAST 91 STREET,MANHATTAN,10128,212-369-2740 / 212-369-2740,4368 / 5526,03/31/2015 / 05/22/2015,  Permitted /   Permitted,2 YEARS - 5 YEARS / 0 YEARS - 2 YEARS,20 / 15,No / No,Private / Private,35,40.782719,-73.95396000000001
THE HOUSE OF LITTLE PEOPLE TOO,TR LITTLE PEOPLE LTD,129 EAST 90 STREET,MANHATTAN,10128,212-860-8118,6724,05/09/2015,  Permitted,0 YEARS - 2 YEARS,27,No,Private,27,40.782348,-73.9538309
THE HUDSON GUILD,THE HUDSON GUILD,441 WEST 26 STREET,MANHATTAN,10001,212-760-9800,4719,12/17/2015,  Permitted,2 YEARS - 5 YEARS,24,No,ACS Contracted Preschools,24,40.749552,-74.0022443
THE INFANT AND CHILD LEARNING CENTER AT SUNY,THE RESEARCH FOUNDATION OF SUNY,670 PARKSIDE AVENUE,BROOKLYN,11226,718-675-1249,7802,09/28/2015,  Permitted,2 YEARS - 5 YEARS,99,No,Private,99,40.65593,-73.95128
THE INTERNATIONAL ACADEMY,BABOVE WORLDWIDE INSTITUTE INC,87 PUTNAM AVENUE,BROOKLYN,11238,718-872-6565,26777,11/01/2014,  Permitted,2 YEARS - 5 YEARS,80,Yes,ACS Contracted Preschools,80,40.6830981,-73.95831170000001
THE INTERNATIONAL PRESCHOOL,THE INTERNATIONAL PRESCHOOL,330  EAST 45TH STREET,MANHATTAN,10017,212-371-8604,7878,06/20/2014,  Permitted,0 YEARS - 2 YEARS,20,No,Private,20,40.7510872,-73.9692681
THE INTERNATIONAL PRESCHOOL,THE INTERNATIONAL PRESCHOOL,330 EAST 45 STREET,MANHATTAN,10017,212-371-8604,7879,06/20/2014,  Permitted,2 YEARS - 5 YEARS,96,No,Private,96,40.7510872,-73.9692681
THE INTERNATIONAL PRESCHOOLS,THE INTERNATIONAL PRESCHOOLS,120 WEST 76 STREET,MANHATTAN,10023,212-724-5164,7234,09/27/2014,  Permitted,2 YEARS - 5 YEARS,85,No,Private,85,40.7802798,-73.9779374
THE INTERNATIONAL PRESCHOOLS,INTERNATIONAL PRESCHOOLS INC,345 EAST 86TH STREET,MANHATTAN,10028,212-371-8604,51678,09/06/2015,  Permitted,2 YEARS - 5 YEARS,80,No,Private,80,40.7774312,-73.9499242
THE KIDS KORNER PRESCHOOL,THE KIDS KORNER PRE-SCHOOL,247 WEST 24 STREET,MANHATTAN,10011,212-229-9340,6015,03/24/2014,  Expired-InRenewal,2 YEARS - 5 YEARS,37,No,Private,37,40.74576829999999,-73.99701759999999
THE LAUGH AND LEARN PLACE,THE LAUGH AND LEARN PLACE,228-23 MERRICK BLVD,QUEENS,11413,718-525-5318,57537,02/25/2016,  Permitted,2 YEARS - 5 YEARS,20,No,Private,20,40.676586,-73.741428
THE LEAGUE CENTER NURSERY/JOAN FENICHEL THERAPEUTIC NURSERY,THE LEAGUE SCHOOL,470 VANDERBILT AVENUE,BROOKLYN,11238,718-643-5300,13457,03/13/2016,  Permitted,2 YEARS - 5 YEARS,200,No,Private,200,40.6830766,-73.9680195
THE LEARNING EXPERIENCE / THE LEARNING EXPERIENCE,RONOMOZA INC / RONOMOZA INC,412 KINGS HIGHWAY,BROOKLYN,11223,718-627-7340 / 718-627-7340,52637 / 52619,09/30/2015 / 09/30/2015,  Permitted /   Permitted,2 YEARS - 5 YEARS / 0 YEARS - 2 YEARS,107 / 38,No / No,Private / Private,145,40.604234,-73.9747809
THE LEARNING TREE,THE LEARNING TREE,74-15 JUNIPER BOULEVARD NORTH,QUEENS,11379,718-899-2020,4204,07/01/2015,  Permitted,2 YEARS - 5 YEARS,79,No,Private,79,40.720886,-73.8845331
THE LEARNING TREE,BOOKS  RATTLESINC,86-28 FRANCIS LEWIS BLVD,QUEENS,11427,718-740-2300,7865,03/10/2016,  Permitted,2 YEARS - 5 YEARS,76,No,Private,76,40.724691,-73.765333
THE LIFE SKILLS PRE-SCHOOL,THE LIFE SKILLS HOME TRAINING TUTORIAL PROGRAM FOR PRESCHOOLERS,97-30 QUEENS BOULEVARD,QUEENS,11374,718-459-6279,5106,10/15/2014,  Permitted,2 YEARS - 5 YEARS,91,Yes,Private,91,40.728192,-73.85936099999999
THE LITTLE BRICK HOUSE DAY CARE CENTER,THE LITTLE BRICK HOUSE DAY CARE CENTER INC,3928 HARPER AVENUE,BRONX,10466,718-994-1036,5868,09/14/2014,  Permitted,2 YEARS - 5 YEARS,16,No,Private,16,40.890301,-73.832735
THE LITTLE CHILDRENS GARDEN,THE LITTLE CHILDRENS GARDEN INC,150-38 UNION TURNPIKE,QUEENS,11367,718-380-0966,8234,11/30/2014,  Permitted,2 YEARS - 5 YEARS,29,No,Private,29,40.7189099,-73.8117966
THE LITTLE DARLINGS DAY CENTERINC,LITTLE DARLINGS DAY CARE CENTERINC,1531 NOSTRAND AVENUE,BROOKLYN,11226,718-469-6207,4830,07/19/2014,  Permitted,2 YEARS - 5 YEARS,49,No,Private,49,40.648749,-73.949055
THE LITTLE DOLPHIN INC,THE LITTLE DOLPHIN INC,107-01 CROSS BAY BLVD,QUEENS,11417,718-641-7754,7483,09/28/2015,  Permitted,2 YEARS - 5 YEARS,50,No,Private,50,40.6787664,-73.844115
THE LITTLE LEARNING CENTER,THE LITTLE LEARNING CENTERINC,147-32 SANFORD AVENUE,QUEENS,11355,347-732-4307,8126,04/16/2014,  Permitted,2 YEARS - 5 YEARS,30,No,Private,30,40.759804,-73.815939
THE LITTLE SCHOLARS LEARNING CENTER,VIZZINI HOLDINGS INC,8702 AVENUE L,BROOKLYN,11236,347-462-1549,43244,06/11/2015,  Permitted,2 YEARS - 5 YEARS,30,No,Private,30,40.633698,-73.902264
THE LITTLE WIZARDS PRESCHOOL,THE LITTLE WIZARDS PRESCHOOL,2942  EAST 194TH STREET,BRONX,10461,718-409-5411,8274,03/14/2015,  Permitted,2 YEARS - 5 YEARS,30,No,Private,30,40.8523237,-73.83002979999999
THE MADISON AVENUE PRESBYTERIAN CHURCH DAY SCHOOL,THE MADISON AVENUE PRESBYTERIAN CHURCH,921 MADISON AVENUE,MANHATTAN,10021,212-288-9638,1548,02/13/2015,  Permitted,2 YEARS - 5 YEARS,111,No,Private,111,40.772546,-73.964467
THE MANHATTAN KIDS CLUB III / THE MANHATTAN KIDS CLUB III INC,THE MANHATTAN KIDS CLUB III / THE MANHATTAN KIDS CLUB III INC,350 6TH   AVENUE,MANHATTAN,10011,212-677-0600 / 212-677-0600,10479 / 10477,12/30/2013 / 12/30/2013,  Expired-InRenewal /   Expired-InRenewal,2 YEARS - 5 YEARS / 0 YEARS - 2 YEARS,54 / 35,No / No,Private / Private,89,40.73199810000001,-74.0007251
THE MAPLE STREET SCHOOL,THE MAPLE STREET SCHOOL,21 LINCOLN ROAD,BROOKLYN,11225,718-282-4345,7291,06/25/2014,  Permitted,2 YEARS - 5 YEARS,51,No,Private,51,40.6606049,-73.9624359
THE MEDICAL CENTER NURSERY SCHOOL,THE MEDICAL CENTER NURSERY SCHOOL,60 HAVEN AVENUE,MANHATTAN,10032,212-304-7040,3053,04/27/2013,  Expired-InRenewal,2 YEARS - 5 YEARS,60,No,Private,60,40.8437274,-73.94297569999999
THE MONTESSORI  FAMILY SCHOOL OF MANHATTAN,THE MONTESSORI FAMILY SCHOOL OF MANHATTAN,323 EAST 47 STREET,MANHATTAN,10017,212-688-5950,4730,06/02/2015,  Permitted,0 YEARS - 2 YEARS,20,No,Private,20,40.7525649,-73.9684912
THE MONTESSORI SCHOOL OF NEW YORK INTERNATIONAL,THE MONTESSORI SCHOOL OF NEW YORK INTERNATIONAL,347 EAST 55 STREET,MANHATTAN,10022,212-223-4630,5158,03/30/2015,  Permitted,2 YEARS - 5 YEARS,40,No,Private,40,40.757468,-73.9643679
THE MOTHER HALE LEARNING CENTER / THE MOTHER HALE LEARNING CENTER,HALE HOUSE CENTER INC / HALE HOUSE CENTER INC,300 MANHATTAN AVENUE,MANHATTAN,10026,212-665-2834 / 212-665-2834,7516 / 7517,01/30/2014 / 02/28/2014,  Expired-InRenewal /   Expired-InRenewal,2 YEARS - 5 YEARS / 0 YEARS - 2 YEARS,12 / 26,No / No,Private / Private,38,40.80280279999999,-73.958293
THE NEW BUSY BEE LEARNING CENTER,JM31 CORP,122-01 GUY R BREWER BOULEVARD,QUEENS,11434,718-341-0580,7287,09/12/2015,  Permitted,2 YEARS - 5 YEARS,30,No,Private,30,40.679058,-73.779617
THE NEW FRIENDLY DAY CARE CENTER,THE FRIENDLY BAPTIST CHURCH,1278 NELSON AVENUE,BRONX,10452,718-588-5050,7195,10/25/2015,  Permitted,2 YEARS - 5 YEARS,76,No,Private,76,40.8396202,-73.9237892
THE NEW YORK DIAGNOSTIC CENTER INC,DIAGNOSTIC ENTERPRISES INC,502  FLATBUSH AVENUE,BROOKLYN,11225,718-363-3261,7653,11/21/2015,  Permitted,2 YEARS - 5 YEARS,30,No,Private,30,40.661826,-73.96190790000001
THE NEW YORK INSTITUTE FOR SPECIAL EDUCATION,THE NEW YORK INSTITUTE FOR SPECIAL EDUCATION,985 ASTOR AVENUE,BRONX,10469,718-519-7000,5417,06/28/2014,  Permitted,2 YEARS - 5 YEARS,167,Yes,Private,167,40.8596992,-73.8594128
THE NURTURING ACADEMY  INFANT/TODDLER,THE NURTURING CENTER INC,112-18 SPRINGFIELD BLVD,QUEENS,11429,718-527-5932,8341,11/17/2014,  Permitted,0 YEARS - 2 YEARS,23,No,Private,23,40.704885,-73.740349
THE PLAY GROUP EXPERIENCE,THE PLAY GROUP EXPERIENCE INC,90 BOULDER STREET,STATEN ISLAND,10312,718-967-0494,6539,03/31/2014,  Expired-InRenewal,2 YEARS - 5 YEARS,28,No,Private,28,40.546144,-74.197037
THE PUERTO RICAN FAMILY INSTITUTE BRONX  HEAD START,THE PUERTO RICAN FAMILY INSTITUTE INC,1423 PROSPECT AVENUE,BRONX,10459,718-991-5590,8302,05/26/2015,  Permitted,2 YEARS - 5 YEARS,163,No,Head Start Direct Fed Funding,163,40.832659,-73.896981
THE RAINBOW CAMPUS,THE RAINBOW CAMPUS INC,1110 BERGEN STREET,BROOKLYN,11216,718-774-5652,7068,03/05/2015,  Permitted,2 YEARS - 5 YEARS,25,No,Private,25,40.676042,-73.9490316
THE RATS PLAYHOUSE WORKSHOP INC,THE RATS PLAYHOUSE WORKSHOP INC,835 OCEAN AVENUE,BROOKLYN,11226,718-282-6285,5152,06/28/2014,  Permitted,2 YEARS - 5 YEARS,30,No,Private,30,40.642331,-73.959188
THE RICHMONDTOWN CHILDRENS PRE-SCHOOLINC,THE RICHMONDTOWN CHILDRENS PRE-SCHOOL INC,3435 RICHMOND ROAD,STATEN ISLAND,10306,718-987-7623,5256,10/23/2014,  Permitted,2 YEARS - 5 YEARS,25,No,Private,25,40.573351,-74.135328
THE RIVERSIDE CHURCH WEEKDAY SCHOOL,THE RIVERSIDE CHURCH,490 RIVERSIDE DRIVE,MANHATTAN,10027,212-870-6743,1782,07/03/2015,  Permitted,2 YEARS - 5 YEARS,145,No,Private,145,40.81183559999999,-73.9630243
THE ROCKEFELLER UNIVERSITY CHILD  FAMILY CENTER,THE ROCKEFELLER UNIVERSITY,1230 YORK AVE,MANHATTAN,10065,212-327-7071,7784,06/15/2015,  Permitted,2 YEARS - 5 YEARS,66,No,Private,66,40.7629161,-73.9558137
THE ROCKEFELLER UNIVERSITY CHILD AND FAMILY CENTER / THE ROCKEFELLER UNIVERSITY CHILD AND FAMILY CENTER,THE ROCKEFELLER UNIVERSITY / THE ROCKEFELLER UNIVERSITY,1230 YORK AVENUE 10065,MANHATTAN,10065,212-327-7073 / 212-327-7071,6211 / 6984,09/05/2015 / 09/05/2015,  Permitted /   Permitted,0 YEARS - 2 YEARS / 0 YEARS - 2 YEARS,28 / 28,No / No,Private / Private,56,40.7629161,-73.9558137
THE SALVATION  ARMY TREMONT DAY CARE  CENTER,THE SALVATION ARMY,2121 WASHINGTON AVENUE,BRONX,10457,718-563-1530,7304,05/31/2015,  Permitted,2 YEARS - 5 YEARS,68,Yes,ACS Contracted Preschools,68,40.85212,-73.895577
THE SALVATION ARMY BEDFORD DAY CARE CENTER,THE SALVATION ARMY,110 KOSCIUSZKO STREET,BROOKLYN,11216,718-552-2690,5695,07/12/2014,  Permitted,2 YEARS - 5 YEARS,39,Yes,ACS Contracted Preschools,39,40.6905615,-73.9506164
THE SALVATION ARMY BRONX DAY CARE CENTER,THE SALVATION ARMY,425 EAST 159TH STREET,BRONX,10451,718-742-2346,3093,10/25/2014,  Permitted,2 YEARS - 5 YEARS,45,Yes,ACS Contracted Preschools,45,40.8227957,-73.91336299999999
THE SALVATION ARMY BROWNSVILLE DAY CARE CENTER,THE SALVATION ARMY,280 RIVERDALE AVENUE,BROOKLYN,11212,718-345-2488,4121,07/15/2015,  Permitted,2 YEARS - 5 YEARS,80,Yes,ACS Contracted Preschools,80,40.66099,-73.906154
THE SALVATION ARMY BUSHWICK DAY CARE CENTER,THE SALVATION ARMY INC,1151 BUSHWICK AVENUE,BROOKLYN,11221,718-455-0100,4095,07/28/2015,  Permitted,2 YEARS - 5 YEARS,55,Yes,ACS Contracted Preschools,55,40.6893276,-73.9172258
THE SANSONE FOUNDATION SEEDS OF UNITY DAYCARE,CONGRESS OF ITALIAN AMERICAN ORGANIZATIONSINC,5816 13TH AVENUE,BROOKLYN,11219,347-715-6546,53981,11/08/2015,  Permitted,2 YEARS - 5 YEARS,20,No,Private,20,40.629748,-73.998014
THE SAUL AND CAROLE NURSERY SCHOOL AT THE  J C C  IN  MANHATTAN,JEWISH COMMUNITY CENTER ON THE UPPER WEST SIDEINC,334 AMSTERDAM AVENUE,MANHATTAN,10023,646-505-4400,7040,02/01/2015,  Permitted,2 YEARS - 5 YEARS,130,Yes,Private,130,40.781189,-73.9800358
THE SHIELD INSTITUTE,THE SHIELD INSTITUTE,144-61 ROOSEVELT AVENUE,QUEENS,11354,718-939-8700,5200,02/08/2014,  Expired-InRenewal,2 YEARS - 5 YEARS,162,No,Private,162,40.7622297,-73.8198661
THE SHIELD INSTITUTE  BRONX  EARLY LEARNING CENTER,THE SHIELD INSTITUTE INC,1800 ANDREWS AVENUE,BRONX,10453,718-299-7600,1879,10/27/2014,  Permitted,2 YEARS - 5 YEARS,190,Yes,Private,190,40.8515469,-73.915365
THE STUDIO SCHOOL,THE STUDIO SCHOOL,117 WEST 95TH STREET,MANHATTAN,10025,212-678-2416,7835,12/01/2013,  Expired-InRenewal,2 YEARS - 5 YEARS,51,No,Private,51,40.7926645,-73.96871250000001
THE TIME WARNER CHILDRENS CENTER / THE TIME WARNER  CHILDRENS CENTER,BRIGHT HORIZONS CHILDRENS CENTER / BRIGHT HORIZONS CHILDRENS CENTER,1271 AVENUE OF THE AMERICAS,MANHATTAN,10020,212-522-6500 / 212-522-6500,5817 / 5818,01/31/2014 / 01/31/2014,  Expired-InRenewal /   Expired-InRenewal,0 YEARS - 2 YEARS / 2 YEARS - 5 YEARS,6 / 15,No / No,Corporate / Corporate,21,40.7604382,-73.9807637
THE TINY TOTS PLAYHOUSE LLC,THE TINY TOTS PLAYHOUSE LLC,243 88 STREET,BROOKLYN,11209,718-745-4509,1284,10/21/2014,  Permitted,2 YEARS - 5 YEARS,26,No,Private,26,40.6225669,-74.03289199999999
THE TOTS LOTINC,THE TOTS LOT INC,133-16 SPRINGFIELD BLVD,QUEENS,11413,718-949-2100,8038,07/22/2015,  Permitted,2 YEARS - 5 YEARS,30,No,Private,30,40.680933,-73.75312
THE VILLAGE PRE-SCHOOL,LISBETH BRANDEFINE OWNER/OPERATOR,76 ST ALBANS PLACE,STATEN ISLAND,10312,718-967-5809,5747,12/26/2014,  Permitted,2 YEARS - 5 YEARS,29,No,Private,29,40.5440994,-74.16113709999999
THE WASHINGTON MARKET SCHOOL,THE WASHINGTON MARKET SCHOOL,134 DUANE STREET,MANHATTAN,10013,212-406-7271,7297,01/03/2015,  Permitted,2 YEARS - 5 YEARS,84,No,Private,84,40.715967,-74.007673
THE WASHINGTON MARKET SCHOOL,THE WASHINGTON MARKET SCHOOL,55 HUDSON STREET,MANHATTAN,10013,212-233-2176,5879,08/25/2014,  Permitted,2 YEARS - 5 YEARS,143,No,Private,143,40.7177088,-74.0092572
THE WILLIAM WOODARD JR NURSERY SCHOOL,THE WILLIAM WOODARD JR NURSERY SCHOOL,435 EAST 70TH STREET,MANHATTAN,10021,212-744-6611,53957,11/07/2015,  Permitted,2 YEARS - 5 YEARS,45,No,Private,45,40.765871,-73.9550467
THE WILLIAMSBURG NURSERY SCHOOL,THE WILLIAMSBURG NEIGHBORHOOD NURSERY SCHOOL,54 SOUTH 2ND STREET,BROOKLYN,11249,718-782-4181,23637,10/01/2014,  Permitted,2 YEARS - 5 YEARS,64,No,Private,64,40.7142963,-73.96585089999999
THE WONDER YEARS PRESCHOOL INC,THE WONDER YEARS PRESCHOOL INC,381 SEAVER AVENUE,STATEN ISLAND,10305,718-987-7596,7657,10/18/2014,  Permitted,2 YEARS - 5 YEARS,49,No,Private,49,40.581341,-74.092314
THE WONDER YEARS PRESCHOOL INC,THE WONDER YEARS PRESCHOOL INC,389 SEAVER AVENUE,STATEN ISLAND,10305,718-987-7596,6501,01/24/2016,  Permitted,2 YEARS - 5 YEARS,45,No,Private,45,40.5811552,-74.0922041
THERAPY AND LEARNING CENTER INC,THERAPY AND LEARNING CENTER INC,1723 8 AVENUE,BROOKLYN,11215,718-290-2700,7129,02/04/2016,  Permitted,2 YEARS - 5 YEARS,150,Yes,Private,150,40.658992,-73.98470999999999
THERE IS NO PLACE LIKE HOME,THERE IS NO PLACE LIKE HOME,12-18 154 STREET,QUEENS,11357,718-746-0834,7490,10/19/2015,  Permitted,2 YEARS - 5 YEARS,25,No,Private,25,40.791024,-73.807701
THERESE CERVINI ANNEX HEAD START,CATHOLIC CHARITIES NEIGHBORHOOD SERVICES DIOCESE OF BROOKLYN  QUEENS,35-33 104 STREET,QUEENS,11368,718-478-2169,6532,06/28/2014,  Permitted,2 YEARS - 5 YEARS,93,No,ACS Head Start,93,40.753967,-73.86351499999999
THESE OUR TREASURES INC,THESE OUR TREASURES INC,2778 BRUCKNER BOULEVARD,BRONX,10465,718-863-4925,4787,05/26/2015,  Permitted,2 YEARS - 5 YEARS,66,No,Private,66,40.8305859,-73.831519
THOMAS A DESTEFANO ECDC,CATHOLIC CHARITIES NEIGHBORHOOD SERVICES INC,300 VERNON AVENUE,BROOKLYN,11206,718-443-2901,54477,11/25/2015,  Permitted,2 YEARS - 5 YEARS,55,No,Head Start Direct Fed Funding,55,40.6955854,-73.93888989999999
THROGGS NECK EARLY LEARN CENTER,TREMONT-CROTONA DAY CARE CENTER INC,461 SWINTON AVENUE,BRONX,10465,718-822-0172,26177,10/24/2014,  Permitted,2 YEARS - 5 YEARS,55,No,ACS Contracted Preschools,55,40.82039049999999,-73.8223101
THURSDAYS CHILD,THURSDAYS CHILD INC,348 SEAVIEW AVENUE,STATEN ISLAND,10305,718-980-1700,7863,02/25/2016,  Permitted,2 YEARS - 5 YEARS,50,No,Private,50,40.585541,-74.090676
THURSDAYS CHILD INC I /T / THURSDAYS CHILD,THURSDAYS CHILD INC I/T / THURSDAYS CHILDINC,7616 13TH AVENUE,BROOKLYN,11228,718-630-5100 / 718-630-5100,17759 / 8131,06/05/2014 / 02/16/2016,  Permitted /   Permitted,0 YEARS - 2 YEARS / 2 YEARS - 5 YEARS,4 / 46,No / No,Private / Private,50,40.619518,-74.008645
TIFERES BNOS / TIFERES BNOS,CONGREGATION AHAVAS SHULEM DNADVERNE INC / PROJECT SOCIAL CARE HEADSTART INC,80 SKILLMAN STREET,BROOKLYN,11205,718-599-2900 / 718-599-2900,44338 / 9241,06/19/2015 / 11/30/2015,  Permitted /   Permitted,2 YEARS - 5 YEARS / 2 YEARS - 5 YEARS,45 / 40,No / No,Private / Head Start Direct Fed Funding,85,40.6961059,-73.95755079999999
TIMES SQUARE CHURCH INFANT/TODDLER PROGRAM / TIMES SQUARE CHURCH ED ANNEX,TIMES SQUARE CHURCH / TIMES SQUARE CHURCH EDANNEX,1657 BROADWAY,MANHATTAN,10019,212-541-6300 / 212-541-6300,35177 / 32438,03/11/2015 / 02/12/2015,  Permitted /   Permitted,0 YEARS - 2 YEARS / 2 YEARS - 5 YEARS,16 / 12,No / No,Private / Private,28,40.76262699999999,-73.983611
TINY BUMBLEBEES DAY CARE INFANT/TODDLER / TINY BUMBLEBEES DAY CARE,TINY BUMMBLEBEES INC / TINY BUMBLEBEES INC,2848 BRIGHTON 7TH STREET,BROOKLYN,11235,718-676-5281 / 718-676-5281,16618 / 16617,05/16/2014 / 05/16/2014,  Permitted /   Permitted,0 YEARS - 2 YEARS / 2 YEARS - 5 YEARS,17 / 28,No / No,Private / Private,45,40.58200799999999,-73.96229199999999
TINY FOOTSTEPS INC / TINY FOOTSTEPS CHILD LEARNING CENTER,TINY FOOTSTEPS INC / TINY FOOTSTEPS INC,167-01 UNION  TURNPIKE,QUEENS,11366,718-969-5500 / 718-969-5500,8369 / 8236,09/26/2015 / 12/13/2014,  Permitted /   Permitted,0 YEARS - 2 YEARS / 2 YEARS - 5 YEARS,10 / 107,No / No,Private / Private,117,40.7228271,-73.8009359
TINY TOTS EXPRESS INC,TINY TOTS EXPRESS INC,3321 AVENUE N,BROOKLYN,11234,718-338-9561,5173,12/30/2014,  Permitted,2 YEARS - 5 YEARS,20,No,Private,20,40.6178386,-73.9415324
TLE AT NEW YORK-WEST LLC / TLE AT NEW YORK-WEST LLC,THE LEARNING EXPERIENCE / THE LEARNING EXPERIENCE,20 WEST STREET,MANHATTAN,10004,212-797-1110 / 212-797-1110,10577 / 10578,01/03/2014 / 01/03/2014,  Expired-InRenewal /   Expired-InRenewal,2 YEARS - 5 YEARS / 0 YEARS - 2 YEARS,127 / 36,No / No,Private / Private,163,40.7061688,-74.015767
TOMER DEVORA,BABOVE WORLD WIDE INSTITUTE INC,4500 9TH   AVENUE,BROOKLYN,11220,718-853-9400,28277,11/30/2014,  Permitted,2 YEARS - 5 YEARS,88,Yes,ACS Contracted Preschools,88,40.6424029,-73.99898499999999
TOMPKINS CHILDRENS CENTER,BROOKLYN KINDERGARTEN SOCIETY,730 PARK AVENUE,BROOKLYN,11206,718-782-9140,1998,11/10/2014,  Permitted,2 YEARS - 5 YEARS,88,No,ACS Contracted Preschools,88,40.697939,-73.94638069999999
TOMPKINS HALL NURSERY SCHOOL / TOMPKINS HALL NURSERY  CHILDCARE CENTER  INFANT/TODDLER  PROGRAM,TOMPKINS HALL NURSERY SCHOOL / TOMPKINS HALL NURSERY  CHILDCARE CENTER,21 CLAREMONT AVENUE,MANHATTAN,10027,212-666-3340 / 212-856-9601,1818 / 6620,09/28/2014 / 05/15/2015,  Permitted /   Permitted,2 YEARS - 5 YEARS / 0 YEARS - 2 YEARS,36 / 30,No / No,Private / Private,66,40.809311,-73.964613
TOP SCHOLAR,TOP SCHOLAR ACADEMY INC,2175 EAST 22ND STREET,BROOKLYN,11229,718-368-0410,7128,11/15/2014,  Permitted,2 YEARS - 5 YEARS,61,No,Private,61,40.598184,-73.948892
TOWERS PLAY-N-LEARN INC,TOWERS PLAY-N-LEARN INC,60-10 47 AVENUE,QUEENS,11377,718-478-3885,6677,01/10/2015,  Permitted,2 YEARS - 5 YEARS,18,No,Private,18,40.7398886,-73.9043559
TOWN HOUSE INTERNATIONAL SCHOOL,TOWN HOUSE INTERNATIONAL SCHOOL,1209 PARK AVENUE,MANHATTAN,10128,212-427-6930,4414,08/22/2014,  Permitted,2 YEARS - 5 YEARS,47,No,Private,47,40.7854482,-73.9529396
TRABAJAMOS COMMUNITY  HEAD START,TRABAJAMOS COMMUNITY HEAD START,2260 CROTONA AVENUE,BRONX,10457,718-933-5560,7273,07/26/2014,  Permitted,2 YEARS - 5 YEARS,55,No,ACS Contracted Preschools,55,40.851087,-73.88448199999999
TRABAJAMOS COMMUNITY HEAD START,TRABAJAMOS COMMUNITY HEAD START,1905 MORRIS AVENUE,BRONX,10453,718-294-4333,4779,07/18/2015,  Permitted,2 YEARS - 5 YEARS,56,No,ACS Contracted Preschools,56,40.8498171,-73.9081186
TRABAJAMOS COMMUNITY HEAD START,TRABAJAMOS COMMUNITY HEAD START INC,1997 BATHGATE AVENUE,BRONX,10457,718-893-1512,26717,10/31/2014,  Permitted,2 YEARS - 5 YEARS,205,No,ACS Contracted Preschools,205,40.849267,-73.89609899999999
TRABAJAMOS COMMUNITY HEAD START,TRABAJAMOS COMMUNITY HEAD START INC,2167 UNIVERSITY AVENUE,BRONX,10453,718-893-1512,26817,11/02/2014,  Permitted,2 YEARS - 5 YEARS,75,No,ACS Contracted Preschools,75,40.8579912,-73.9094786
TRABAJAMOS COMMUNITY HEAD START,TRABAJAMOS COMMUNITY HEAD START INC,940 EAST 156 STREET,BRONX,10455,718-893-1512,2151,10/03/2014,  Permitted,2 YEARS - 5 YEARS,30,No,ACS Contracted Preschools,30,40.816306,-73.900466
TRADITIONAL CCS MONTESSORI CENTER,YSL COMMUNITY CORP,165-21 BAISLEY BOULEVARD,QUEENS,11434,718-949-4890,6372,05/31/2014,  Permitted,2 YEARS - 5 YEARS,10,No,Private,10,40.6794732,-73.77784059999999
