Center Name,Permit Holder,Address,Borough,Zip Code,Phone,Permit Number,Permit Expiration Date,Permit Status,Age Range,Maximum Capacity,Certified to Administer Medication,Site Type,Lon,Lat
SOLADE PRESCHOOL,SOLADE DAY CARE INC,1111 EAST 89TH STREET,BROOKLYN,11236,718-763-1742,7916,9/10/2014,  Permitted,2 YEARS - 5 YEARS,25,No,Private,-73.9026,40.6363
SOLOMON PRE-SCHOOL,SOLOMON INSTITUTE CORP,35-20 147 STREET,QUEENS,11354,718-961-5977,7260,2/2/2016,  Permitted,2 YEARS - 5 YEARS,24,No,Private,-73.8199,40.7658
SOUND DALE CENTER FOR EARLY CHILDHOOD EDUCATION,BRONXDALE TENANTS LEAGUE DAY CARE CENTER,1211 CROES AVENUE,BRONX,10472,718-378-3533,3097,6/29/2015,  Permitted,2 YEARS - 5 YEARS,169,No,ACS Contracted Preschools,-73.871,40.8298
SOUTH BRONX HEAD START,SOUTH BRONX HEAD START PROGRAM INC,141 FEATHERBED LANE,BRONX,10452,718-731-0075,5374,11/30/2014,  Permitted,2 YEARS - 5 YEARS,75,Yes,ACS Contracted Preschools,-73.9204,40.8465
SOUTH BRONX HEAD START,SOUTH BRONX HEAD START PROGRAM INC,490 EAST 143 STREET,BRONX,10454,718-292-7250,4324,8/6/2014,  Permitted,2 YEARS - 5 YEARS,57,Yes,ACS Head Start,-73.9182,40.8111
SOUTH JAMAICA CENTER FOR CHILDREN AND PARENTS INC,SOUTH JAMAICA CENTER FOR CHILDREN AND PARENTS INC,94-43 159 STREET,QUEENS,11433,718-523-6455,5475,7/19/2014,  Permitted,2 YEARS - 5 YEARS,60,Yes,ACS Head Start,-73.798,40.7012
SOUTH SHORE TODDLER ACADEMY  PRE-K,STATEN ISLAND COMMUNITY SERVICE INC,11 SAMPSON AVENUE,STATEN ISLAND,10308,718-356-3563,4440,8/27/2015,  Permitted,2 YEARS - 5 YEARS,34,No,Private,-74.1496,40.5525
SOUTH SHORE YMCA NURSERY SCHOOL,YOUNG MENS CHRISTIAN ASSOCIATION OF GREATER NEW YORK,3939 RICHMOND AVENUE,STATEN ISLAND,10312,718-227-3200,7543,9/19/2015,  Permitted,2 YEARS - 5 YEARS,83,No,Private,-74.1627,40.5425
SPARKLES DAY CARE,SPARKLES DAY CARE INC,1367 EASTERN PARKWAY,BROOKLYN,11233,347-295-3000,7099,11/29/2012,  Expired-InRenewal,2 YEARS - 5 YEARS,23,No,Private,-73.923,40.6688
SPROUTS,SPECIAL SPROUTS INC,339 8TH STREET,BROOKLYN,11215,718-965-8573,5497,10/4/2014,  Permitted,2 YEARS - 5 YEARS,45,No,Private,-73.9838,40.6691
SPROUTS,BEANSPROUTS INC OF BROOKLYN,421 7TH STREET,BROOKLYN,11215,718-965-8573,7724,6/7/2014,  Permitted,2 YEARS - 5 YEARS,55,No,Private,-73.9822,40.6691
SPUYTEN DUYVIL PRESCHOOL,SPUYTEN DUYVIL PRESCHOOLINC,3041 KINGSBRIDGE AVENUE,BRONX,10463,718-549-1525,3088,4/6/2014,  Permitted,2 YEARS - 5 YEARS,42,No,Private,-73.9076,40.8794
ST ANTHONY HEAD START/ UPK,CARDINAL MCCLOSKEY COMMUNITY SERVICES,1750 MANSION STREET,BRONX,10460,718-823-7202,55977,1/14/2016,  Permitted,2 YEARS - 5 YEARS,120,No,ACS Contracted Preschools,-73.8694,40.8378
ST NICHOLAS OF TOLENTINE HEAD START,CARDINAL MCCLOSKEY COMMUNITY SERVICES,2331 UNIVERSITY AVENUE,BRONX,10468,718-364-7608,54737,12/4/2015,  Permitted,2 YEARS - 5 YEARS,178,No,ACS Contracted Preschools,-73.9063,40.8613
ST NICHOLAS PRESCHOOL,ST NICHOLAS CHURCH,43-09 196 STREET,QUEENS,11358,718-357-0800,7645,9/22/2014,  Permitted,2 YEARS - 5 YEARS,74,No,Private,-73.7856,40.7578
ST SIMONS HEAD START - U P K,LITTLE ANGELS HEAD START PROGRAM OF THE ARCHDIOCESE OF NEW YORK,2195 VALENTINE AVENUE,BRONX,10457,718-933-9471,4671,6/16/2014,  Permitted,2 YEARS - 5 YEARS,60,No,Private,-73.8993,40.8552
ST ALBANS EARLY CHILDHOOD CENTER INC / STALBANS OUTREACH DAYCARE CENTER,ST ALBANS EARLY CHILDHOOD CENTER INC / ST ALBANS EARLY CHILDHOOD CENTER,109-53 FARMERS BOULEVARD,QUEENS,11412,718-479-7111 / 718-479-4111,4579 / 4577,1/22/2016 / 7/15/2013,  Permitted /   Expired-InRenewal,0 YEARS - 5 YEARS,78,No,Private,-73.766,40.7025
ST ANDREWS COMMUNITY DAY CARE CENTER,SUNSET BAY COMMUNITY SERVICES INC,4917 FOURTH AVENUE,BROOKLYN,11220,718-492-9678,7357,2/28/2015,  Permitted,2 YEARS - 5 YEARS,35,No,ACS Contracted Preschools,-74.012,40.6465
ST BENEDICTS DAY NURSERY,ST BENEDICTS DAY NURSERY,21 WEST 124 STREET,MANHATTAN,10027,212-423-5715,6758,8/11/2014,  Permitted,2 YEARS - 5 YEARS,79,No,Private,-73.9436,40.8064
ST DOMINICS TORCH / TOLENTINE  ZEISER  DAY CARE CENTER,ST DOMINICS HOME / TOLENTINE ZEISER COMMUNITY LIFE CENTERINC,2340 ANDREWS AVENUE,BRONX,10468,718-365-7238 / 718-933-6935,5900 / 5795,9/8/2014 / 3/2/2015,  Permitted /   Permitted,2 YEARS - 5 YEARS,236,No,Private / ACS Contracted Preschools,-73.9064,40.8624
ST IGNATIUS LAYOLA DAY NURSERY,CHURCH OF STIGNATIUS LAYOLA,240 EAST 84TH STREET,MANHATTAN,10028,212-734-6427,5449,1/13/2015,  Permitted,2 YEARS - 5 YEARS,110,No,Private,-73.9534,40.7766
ST IRENE CHRYSOVALANTOU NURSERY  KINDERGARTEN,SACRED PATRIARCHAL STAVROPEGIAL ORTHODOX MONASTERY OF ST IRENE CHRYSOVALANTOU,42-11 DITMARS BLVD,QUEENS,11105,718-626-6225,7971,1/13/2015,  Permitted,2 YEARS - 5 YEARS,19,No,Private,-73.9039,40.7716
ST JEMUEL GROUP FAMILY DAY CARE INC,ST JEMUEL GROUP FAMILY DAY CARE INC,2836 WEBB AVENUE,BRONX,10468,718-601-9753,45398 / 45357,6/27/2015 / 6/27/2015,  Permitted /   Permitted,0 YEARS - 5 YEARS,45,No,ACS Contracted Preschools,-73.9006,40.8728
ST JOHNS LUTHERAN PRESCHOOL,ST JOHNS LUTHERAN CHURCH,86-20 114 STREET,QUEENS,11418,718-441-3611,6480,2/25/2014,  Expired-InRenewal,2 YEARS - 5 YEARS,29,No,Private,-73.8355,40.6987
ST JOHNS PLACE FAMILY CENTER DAY CARE CORPORATION / ST JOHNS PLACE FAMILY CENTER HDFC-INFANT AND TODDLER CARE PROGRAM,THE STJOHNS PLACE FAMILY CENTER DAY CARE CORPORATION / ST JOHNS PLACE FAMILY CENTER HOUSING DEVELOPMENT FUND CORPORATION,1620 ST JOHNS PLACE,BROOKLYN,11233,718-771-7720,5599 / 6980,7/18/2015 / 10/23/2014,  Permitted /   Permitted,0 YEARS - 5 YEARS,58,No,ACS Contracted Preschools / Private,-73.9241,40.6699
ST JOSEPHS SCHOOL FOR THE DEAF,ST JOSEPHS SCHOOL FOR THE DEAF,1000 HUTCHINSON RIVER PARKWAY,BRONX,10465,718-828-9000,5686,4/27/2014,  Permitted,2 YEARS - 5 YEARS,83,Yes,Private,-73.8361,40.8272
ST LUKES ACADEMY,ST LUKES EVANGELICAL LUTHERAN CHURCH,259 WASHINGTON AVENUE,BROOKLYN,11205,718-622-5612,7163,12/2/2015,  Permitted,2 YEARS - 5 YEARS,29,Yes,Private,-73.9659,40.691
ST MALACHY CHILD DEVELOPMENT CENTER / ST MALACHY EARLY CHILDHOOD DEVELOPMENT CENTER,CATHOLIC CHARITIES NEIGHBORHOOD SERVICESINC / CATHOLIC CHARITIES NEIGHBORHOOD SERVICES INC,220 HENDRIX STREET,BROOKLYN,11207,718-647-0966,7783 / 6125,7/24/2015 / 2/27/2016,  Permitted /   Permitted,0 YEARS - 5 YEARS,178,No,ACS Contracted Preschools,-73.8908,40.677
ST MARKS HEAD START,ST MARKS UMC FAMILY SERVICES COUNCIL,2017 BEVERLY ROAD,BROOKLYN,11226,718-287-7300,4843,8/15/2015,  Permitted,2 YEARS - 5 YEARS,151,Yes,ACS Head Start,-73.9595,40.6452
ST MARTIN OF TOURS HEAD START,LITTLE ANGELS HEAD START PROGRAM OF THE ARCHDIOCESE OF NY,695 EAST 182 STREET,BRONX,10457,718-220-4750,5766,5/10/2015,  Permitted,2 YEARS - 5 YEARS,40,No,Private,-73.8866,40.8506
ST MARTINS NURSERY  KINDERGARTEN SCHOOL / ST MARTINS NURSERYAND KINDERGARTEN SCHOOL- I/T,ST MARTINS NURSERY  KINDERGARTEN SCHOOL INC,657 VAN SICLEN AVENUE,BROOKLYN,11207,718-927-2363,6092 / 6091,4/13/2014 / 4/13/2015,  Permitted /   Permitted,0 YEARS - 5 YEARS,35,No,Private,-73.8875,40.6635
ST PETERS  DAYCARE OF WILLIAMSBRIDGEINC,ST PETERS EVANGELICAL LUTHERAN CHURCH,741 EAST 219 STREET,BRONX,10467,718-547-7632,5786,8/10/2015,  Permitted,2 YEARS - 5 YEARS,25,No,Private,-73.8611,40.8833
ST PETERS PRESCHOOL,SAINT PETERS EVANGELICAL LUTHERAN CHURCH,109 HIGHLAND PLACE,BROOKLYN,11208,718-647-1014,4264,3/22/2014,  Expired-InRenewal,2 YEARS - 5 YEARS,97,No,Private,-73.881,40.6827
ST THOMAS MORE PLAY  GROUP,STTHOMAS MORE PLAY GROUP INC,65 EAST 89 STREET,MANHATTAN,10128,212-534-3977,5113,11/4/2014,  Permitted,2 YEARS - 5 YEARS,61,No,Private,-73.9566,40.7827
STBARTHOLOMEW COMMUNITY PRE-SCHOOL,ST BARTHOLOMEW COMMUNITY PRE-SCHOOL,109 EAST 50 STREET,MANHATTAN,10022,212-378-0238,4366,9/14/2014,  Permitted,2 YEARS - 5 YEARS,74,No,Private,-73.9731,40.7572
STLUKES NURSERY,ST LUKES NURSERY SCHOOL,87-34 85 STREET,QUEENS,11421,718-296-6683,5133,11/27/2013,  Expired-InRenewal,2 YEARS - 5 YEARS,30,No,Private,-73.8587,40.691
STMARYS HOSPITAL FOR CHILDREN,ST MARYS HOSPITAL FOR CHILDREN,29-01 216 STREET,QUEENS,11360,718-281-8848,7555,6/28/2014,  Permitted,2 YEARS - 5 YEARS,57,Yes,Private,-73.7687,40.7765
STAGG STREET CENTER FOR CHILDREN,BUSHWICK IMPROVEMENT SOCIETY INC,77-83 STAGG STREET,BROOKLYN,11206,718-388-1395,4515,2/13/2016,  Permitted,2 YEARS - 5 YEARS,95,No,ACS Contracted Preschools,-73.9474,40.7093
STAR  AMERICA  M INC / STAR AMERICA PRESCHOOL,QING SHENG WANG,780 8 AVENUE,MANHATTAN,10036,212-262-4896,7405 / 7431,9/12/2015 / 8/3/2015,  Permitted /   Permitted,0 YEARS - 5 YEARS,82,No,Private,-73.987,40.7605
STAR AMERICA INC,STAR AMERICA INC,80-07 BROADWAY,QUEENS,11373,718-396-9739,6634,3/16/2015,  Permitted,2 YEARS - 5 YEARS,90,No,Private,-73.8846,40.744
STAR AMERICA INC,STAR AMERICA INC,880 60 STREET,BROOKLYN,11220,718-431-2545,6950,1/23/2016,  Permitted,2 YEARS - 5 YEARS,96,No,Private,-74.0077,40.6341
STAR PARADISE INC,STAR PARADISE INC,86-55 BROADWAY,QUEENS,11373,718-255-1899,26797,11/2/2014,  Permitted,2 YEARS - 5 YEARS,133,No,Private,-73.8771,40.7371
STARRETT EARLY LEARNING CENTER,RECREATION ROOMS AND SETTLEMENT-STARRETT CITY EARLY LEARNING CENTER,1325 PENNSYLVANIA AVENUE,BROOKLYN,11239,718-642-8724,7504,11/12/2014,  Permitted,2 YEARS - 5 YEARS,62,No,Private,-73.882,40.6487
STATEN ISLAND CHILDRENS ACADEMY,ANTHONY FRANCO SR / ANTHONY FRANCOSR,50 OSAGE LANE,STATEN ISLAND,10312,718-227-2500,53539 / 53540,10/25/2015 / 10/25/2015,  Permitted /   Permitted,0 YEARS - 5 YEARS,65,No,Private,-74.1605,40.5327
STATEN ISLAND EARLY CHILDHOOD CENTER,ZZSI CORP,467 ST MARKS PLACE,STATEN ISLAND,10301,718-447-7726,6923,12/17/2015,  Permitted,2 YEARS - 5 YEARS,70,No,Private,-74.0769,40.6383
STATEN ISLAND HEAD START,STATEN ISLAND MENTAL HEALTH SOCIETY INC,44 DONGAN HILLS AVENUE,STATEN ISLAND,10306,718-987-7755,2068,9/28/2015,  Permitted,2 YEARS - 5 YEARS,57,Yes,ACS Head Start,-74.1009,40.5876
STATEN ISLAND INFANT TODDLER / STATEN ISLAND PRESCHOOL,SIPS KINDER FACILITIES INC,145 ROSS AVENUE,STATEN ISLAND,10306,718-667-9235,5667 / 5668,4/5/2014 / 6/13/2015,  Permitted /   Permitted,0 YEARS - 5 YEARS,53,No,Private,-74.118,40.5722
STATEN ISLAND MENTAL HEALTH HEAD START,STATEN ISLAND MENTAL HEALTH SOCIETY INC,16 OSGOOD AVENUE,STATEN ISLAND,10304,718-420-6138,6784,4/29/2014,  Permitted,2 YEARS - 5 YEARS,114,Yes,ACS Head Start,-74.0854,40.6188
STATEN ISLAND MENTAL HEALTH SOCIETY HEAD START,STATEN ISLAND MENTAL HEALTH SOCIETY INC,100 BRIGHTON AVENUE,STATEN ISLAND,10301,718-442-6680,6113,6/1/2014,  Permitted,2 YEARS - 5 YEARS,114,Yes,ACS Head Start,-74.089,40.6358
STATEN ISLAND YMCA NURSERY - NORTH,YOUNG MENS CHRISTIAN ASSOCIATION OF GREATER NEW YORK,651 BROADWAY,STATEN ISLAND,10310,718-981-4933,7743,5/10/2015,  Permitted,2 YEARS - 5 YEARS,81,No,Private,-74.1136,40.6254
STEP AHEAD DAY CARE INFANT/ TODDLERS / STEP AHEAD DAY CAREPRE-SCHOOL,STEP AHEAD LLC,7100   RIDGE BLVD,BROOKLYN,11209,718-680-2221,7762 / 7758,5/2/2015 / 5/1/2015,  Permitted /   Permitted,0 YEARS - 5 YEARS,46,No,Private,-74.0297,40.6347
STEP AHEAD DCC,STEP AHEAD DCC INC,1677 ST JOHNS PLACE,BROOKLYN,11233,929-234-5858,53737,10/30/2015,  Permitted,0 YEARS - 2 YEARS,24,No,Private,-73.9215,40.6704
STEP BY STEP  INFANT DEVELOPMENT CENTER  INC,STEP BY STEP INFANT DEVELOPMENT CENTER INC,1049 38 STREET,BROOKLYN,11219,718-633-6666,8010,3/30/2015,  Permitted,2 YEARS - 5 YEARS,18,No,Private,-73.9908,40.6446
STEP BY STEP EARLY CHILDHOOD CENTER INC,STEP BY STEP EARLY CHILDHOOD CENTER INC,1163 LENOX ROAD,BROOKLYN,11212,718-922-6366,6826 / 9357,8/28/2014 / 11/30/2015,  Permitted /   Permitted,0 YEARS - 5 YEARS,65,No,Private,-73.9178,40.6601
STEPHEN WISE EARLY CHILDHOOD CENTER,STEPHEN WISE FREE SYNAGOGUE,30 WEST 68 STREET / 30 WEST 68TH STREET,MANHATTAN,10023,212-877-4050,4898 / 4899,5/19/2014 / 7/18/2015,  Permitted /   Permitted,0 YEARS - 5 YEARS,100,No,Private,-73.9792,40.774
STEPPING STONE DAY SCHOOL INC,STEPPING STONE DAY SCHOOL INC,2826 WESTCHESTER AVENUE,BRONX,10461,718-554-2025,7750,4/27/2015,  Permitted,2 YEARS - 5 YEARS,186,No,Private,-73.8354,40.8441
STEPPING STONE DAY SCHOOL INC / STEPPING STONE DAYSCHOOLPRESCHOOL,STEPPINGSTONE DAY SCHOOL INC / STEPPING STONE DAY SCHOOL INC,77-40 VLEIGH PLACE,QUEENS,11367,718-591-9093,6144 / 5522,3/30/2015 / 10/6/2014,  Permitted /   Permitted,0 YEARS - 5 YEARS,312,Yes,Private,-73.8209,40.7198
STEPPING STONE PRE AND GRADE SCHOOL / STEPPING STONE PRE-SCHOOL / STEPPING STONE PRE-SCHOOL / STEPPING STONE PRE-SCHOOL AND KINDERGARTEN III,STEPPING STONE OF SE QUEENS / STEPPING STONE OF SE QUEENSINC / STEPPING STONE OF SE QUEENSINC / STEPPING STONE PRE-SCHOOL AND KINDERGARTEN III,114-36 FRANCIS LEWIS BOULEVARD / 114-28 FRANCIS LEWIS BOULEVARD / 114-30 FRANCIS LEWIS BOULEVARD / 114-38 FRANCIS LEWIS BOULEVARD,QUEENS,11411,718-465-2344,6117 / 5022 / 5242 / 5601,9/5/2015 / 9/5/2015 / 9/5/2015 / 9/5/2015,  Permitted /   Permitted /   Permitted /   Permitted,2 YEARS - 5 YEARS,107,No,Private,-73.7485,40.7006
STEPPING STONE PREPARATORY,STEPPING STONE PREPARATORY INC,900 ROGERS AVENUE,BROOKLYN,11226,718-282-7193,29937,1/2/2015,  Permitted,2 YEARS - 5 YEARS,20,No,Private,-73.9525,40.6484
STEPPING STONES,STEPPING STONES 86 LLC,245 86 STREET / 247 86TH STREET,BROOKLYN,11209,718-630-1000,7290 / 18945,6/25/2014 / 7/13/2014,  Permitted /   Permitted,2 YEARS - 5 YEARS,89,No,Private,-74.0322,40.624
STEPPING STONES PRESCHOOL,RAINBOW DAY CARE CENTERINC,5394 AMBOY ROAD,STATEN ISLAND,10312,718-948-4878,4769,7/12/2014,  Permitted,2 YEARS - 5 YEARS,94,No,Private,-74.1896,40.5328
STEPPING STONES-THE NEXT STEP,RR  DO INC,9321 RIDGE BLVD,BROOKLYN,11209,718-630-1001,15277,4/24/2014,  Permitted,2 YEARS - 5 YEARS,24,No,Private,-74.0357,40.6187
STEPPING UP NURSERY SCHOOL,CAROL CONOLLY,2000 WILLIAMSBRIDGE ROAD,BRONX,10461,718-828-1180,5711,5/22/2014,  Permitted,2 YEARS - 5 YEARS,18,No,Private,-73.8543,40.8544
STEPS 2 SUCCESS,STEPZ 2 SUCCESS CHILD CARE CENTER INC,1992 NOSTRAND AVENUE,BROOKLYN,11210,718-576-6994,26977,11/8/2014,  Permitted,2 YEARS - 5 YEARS,18,No,Private,-73.9483,40.637
STEPS TO SUCCESS 1 / STEPS TO SUCCESS I,STEPS TO SUCCESS OF NY LLC,11-21 NEW LOTS AVENUE,BROOKLYN,11212,718-345-3555,8114 / 8115,12/23/2015 / 12/23/2015,  Permitted /   Permitted,0 YEARS - 5 YEARS,96,No,Private,-73.9047,40.6575
STEPS TO SUCCESS II,STEPS TO SUCCESS II LLC,2975 HYLAN BLVD,STATEN ISLAND,10306,718-351-7777,7984,2/13/2015,  Permitted,2 YEARS - 5 YEARS,89,No,Private,-74.1198,40.561
STEPS TO SUCCESS III,STEPS TO SUCCESS IIILLC,1810 VOORHIES AVENUE,BROOKLYN,11235,718-758-5558,20917,8/17/2014,  Permitted,2 YEARS - 5 YEARS,133,No,Private,-73.9509,40.586
STILLWELL  AVE PREP-SCHOOL,STILLWELL AVENUE INC,6420 BAY PARKWAY,BROOKLYN,11204,718-232-3643,7954,11/19/2014,  Permitted,2 YEARS - 5 YEARS,44,Yes,Private,-73.9815,40.6142
STILLWELL AVE PREPARATORY EXTENSION PROGRAM,STILLWELL AVENUE INC,132 HIGHLAWN AVENUE,BROOKLYN,11223,718-333-3433,6903,5/9/2015,  Permitted,2 YEARS - 5 YEARS,15,No,Private,-73.9812,40.603
STILLWELL AVENUE PREP SCHOOL,STILLWELL AVENUE INC,1990 STILLWELL AVENUE,BROOKLYN,11223,718-265-2220,5709,3/1/2014,  Expired-InRenewal,2 YEARS - 5 YEARS,79,Yes,Private,-73.9859,40.5983
STORYBOOK LAND,STORYBOOK LAND INC,8638 20TH AVENUE,BROOKLYN,11214,718-996-8714,6424,8/27/2015,  Permitted,2 YEARS - 5 YEARS,18,No,Private,-73.9993,40.604
STRAWBERRY PATCH DAY CARE  INC / STRAWBERRY PATCH DAY CAREINC,STRAWBERRY PATCH DAY CARE CENTER INC,2007 LINDEN BOULEVARD,BROOKLYN,11207,718-257-7555,7429 / 7423,5/30/2015 / 5/30/2015,  Permitted /   Permitted,0 YEARS - 5 YEARS,59,No,Private,-73.8886,40.66
STRONG PLACE DAY CARE,STRONG PLACE DAY CARE CENTER INC,595 CLINTON STREET,BROOKLYN,11231,718-624-2993,19457,7/25/2014,  Permitted,2 YEARS - 5 YEARS,159,No,ACS Contracted Preschools,-74.0014,40.6748
STRONG PLACE FOR HOPE DAY CARE,STRONG PLACE DAY CARE INC,333 2ND STREET,BROOKLYN,11215,718-624-2993,23357,9/27/2014,  Permitted,2 YEARS - 5 YEARS,91,No,ACS Contracted Preschools,-73.9835,40.674
STRONG PLACE FOR HOPE DAY CARE,STRONG PLACE DAY CARE CENTER INC,460 ATLANTIC AVENUE,BROOKLYN,11217,718-522-1352,23338,9/27/2014,  Permitted,2 YEARS - 5 YEARS,114,No,ACS Contracted Preschools,-73.9831,40.686
STUYVESANT HEIGHTS CHRISTIAN CHURCH EARLY CHILDHOOD CENTER,STUYVESANT HEIGHTS CHRISTIAN CHURCH INC,69 MACDONOUGH STREET,BROOKLYN,11216,718-783-5383,5467,9/25/2014,  Permitted,2 YEARS - 5 YEARS,40,No,Private,-73.9439,40.6811
STUYVESANT HEIGHTS MONTESSORI,STUYVESANT HEIGHTS MONTESSORIINC,644 MACDONOUGH STREET,BROOKLYN,11233,347-295-1100,7921,9/16/2014,  Permitted,2 YEARS - 5 YEARS,71,No,Private,-73.9207,40.6836
SUMNER CHILDRENS CENTER,BROOKLYN KINDERGARTEN SOCIETY,860 PARK AVENUE,BROOKLYN,11206,718-455-3471,1235,5/19/2014,  Permitted,2 YEARS - 5 YEARS,59,No,ACS Contracted Preschools,-73.9406,40.6982
SUN FLOWER,SANDRAS SUNFLOWER CHILD CARE INC,121-17  SUTPHIN BLVD,QUEENS,11434,718-848-1352,8286,4/11/2015,  Permitted,2 YEARS - 5 YEARS,25,No,Private,-73.7905,40.6769
SUNFLOWER ACADEMY,NATALIES SUNFLOWER LLC,238 5 AVENUE,BROOKLYN,11215,718-783-0738,7161,5/10/2014,  Permitted,2 YEARS - 5 YEARS,29,No,Private,-73.9813,40.6756
SUNFLOWER DAY CARE CENTER,NEW SUNFLOWER DAY CARE CENTER LLC,1704 BATH AVENUE,BROOKLYN,11214,718-236-3643,53797,11/1/2015,  Permitted,2 YEARS - 5 YEARS,17,No,Private,-74.0083,40.605
SUNFLOWER KIDZ DAY CARE,SUNFLOWER KIDZ DAY CARE,100-17 32 AVENUE,QUEENS,11369,347-709-7793,8366,8/24/2015,  Permitted,2 YEARS - 5 YEARS,32,No,Private,-73.8682,40.7595
SUNFLOWER PLAYHOUSE,SUNFLOWER PLAYHOUSE CORP,787A WASHINGTON AVENUE,BROOKLYN,11238,718-623-2900,8230,1/3/2015,  Permitted,2 YEARS - 5 YEARS,29,No,Private,-73.9626,40.6731
SUNFLOWER PLAYHOUSE  2,SUNFLOWER PLAYHOUSE CORP,33 7TH   AVENUE,BROOKLYN,11217,718-638-0212,8221,10/8/2014,  Permitted,2 YEARS - 5 YEARS,30,No,Private,-73.9737,40.6765
SUNNY SKIES PRESCHOOL,SUNNY SKIES PRESCHOOL,112 Ridge Street,MANHATTAN,10002,212-472-4665,51301,9/5/2015,  Permitted,2 YEARS - 5 YEARS,87,No,Private,-73.983,40.7189
SUNNY SKIES PRESCHOOL,SUNNY SKIES DC CORP,2585 CONEY ISLAND AVENUE,BROOKLYN,11223,718-438-7040,8358,8/8/2015,  Permitted,2 YEARS - 5 YEARS,57,No,Private,-73.9605,40.5936
SUNNY SKIES PROSPECT,MARGARYCEL NUNEZ,720 WASHINGTON AVENUE,BROOKLYN,11238,718-372-4665,57357,2/21/2016,  Permitted,2 YEARS - 5 YEARS,114,No,Private,-73.9638,40.6762
SUNNYSIDE UP UPK PROGRAM,SUNNYSIDE COMMUNITY SERVICES INC,43-31 39 STREET,QUEENS,11104,718-784-6173,51958,9/13/2015,  Permitted,2 YEARS - 5 YEARS,36,No,Private,-73.9256,40.7451
SUNSET PARK CHILDRENS SCHOOL PRESCHOOL  / SUNSET PARK CHILDRENS SCHOOL INC I/T,SUNSET PARK CHILDRENS SCHOOL INC,4616 4 AVENUE / 4616 4TH AVENUE,BROOKLYN,11220,718-439-3323,5025 / 5282,5/4/2014 / 8/18/2014,  Permitted /   Permitted,0 YEARS - 5 YEARS,58,No,Private,-74.0108,40.6486
SUNSET PARK EARLY CHILDHOOD DEVELOPMENT CENTER,CATHOLIC CHARITIES NEIGHBORHOOD SERVICES INC,5902 6TH AVENUE,BROOKLYN,11220,718-768-1012,19137,7/18/2014,  Permitted,2 YEARS - 5 YEARS,98,No,ACS Contracted Preschools,-74.0147,40.6391
SUNSHINE DAY CARE,SUNSHINE DAY CARE OF EAST HARLEM L L C / SUNSHINE DAYCARE  OF EAST HARLEM L L C,1330 5TH AVENUE,MANHATTAN,10026,212-444-1177,8303 / 8304,6/6/2015 / 6/6/2015,  Permitted /   Permitted,0 YEARS - 5 YEARS,95,Yes,Private,-73.949,40.798
SUNSHINE DAY CARE / SUNSHINE DAYCARE,SUNSHINE DAYCARE OF WESTCHESTER VILLAGE L L C,1564 ST PETERS AVENUE,BRONX,10461,718-989-9801,8254 / 8255,2/1/2015 / 2/1/2015,  Permitted /   Permitted,0 YEARS - 5 YEARS,71,No,Private,-73.8475,40.8407
SUNSHINE DAY CARE,SUNSHINE CHILDRENS DAYCARE LLC,2929 WEST 31ST STREET,BROOKLYN,11224,718-996-7200,7320 / 7959,12/20/2014 / 11/21/2014,  Permitted /   Permitted,0 YEARS - 5 YEARS,81,No,Private,-73.9966,40.5736
SUNSHINE DAY CARE,SUNSHINE DAY CARE OF MOTT HAVEN,416 WILLIS AVENUE,BRONX,10454,718-989-9804,9517 / 9518,12/5/2015 / 12/6/2015,  Permitted /   Permitted,0 YEARS - 5 YEARS,126,No,Private,-73.9195,40.8131
SUNSHINE DAY CARE CENTER,SUNSHINE DAY CARE CENTER INC,34-57 FRANCIS LEWIS BLVD,QUEENS,11358,718-353-1800,10441,12/29/2015,  Permitted,2 YEARS - 5 YEARS,35,No,Private,-73.7884,40.765
SUNSHINE DEVELOPMENTAL SCHOOL / SUNSHINE SCHOOL,SUNSHINE DEVELOPMENTAL  SCHOOL / SUNSHINE SCHOOLLLC,91-10 146 STREET,QUEENS,11435,718-468-9000,7441 / 7426,9/8/2015 / 9/8/2015,  Permitted /   Permitted,2 YEARS - 5 YEARS,310,No,Private,-73.809,40.7007
SUNSHINE INFANT  TODDLER PROGRAM,CHARLES  CHARLES NY INC,1277 STERLING PLACE,BROOKLYN,11213,718-363-2033,7597,6/27/2015,  Permitted,0 YEARS - 2 YEARS,21,No,Private,-73.9361,40.672
SUNSHINE LEARNING CENTER PRESCHOOL / SUNSHINE LEARNING CENTERINC / SUNSHINE LEARNING CENTER INC,SUNSHINE LEARNING CENTER PRESCHOOL / SUNSHINE LEARNING CENTERINC / SUNSHINE LEARNING CENTERINC,201-06  LINDEN BLVD / 201-02 LINDEN BOULEVARD,QUEENS,11412,718-525-1945 / 718-525-2154 / 718-525-1945,8040 / 7994 / 6719,9/2/2015 / 1/28/2015 / 1/25/2016,  Permitted /   Permitted /   Permitted,0 YEARS - 5 YEARS,127,Yes,Private,-73.7514,40.6945
SUNSHINE NURSERY  DAY CARE CENTER - INFANT / SUNSHINE NURSERY AND DAY CARE CENTER,CNNA INC,576 GATES AVENUE,BROOKLYN,11221,718-452-9740,7506 / 7333,12/10/2015 / 1/8/2015,  Permitted /   Permitted,0 YEARS - 5 YEARS,93,No,Private,-73.9423,40.6869
