centerName,permitHolder,address,borough,zipCode,phone,permitNumber,permitExpirationDate,permitStatus,ageRange,maximumCapacity,certifiedToAdministerMedication,siteType,GeocodedCategory,Lon,Lat
ST BENEDICTS DAY NURSERY,ST BENEDICTS DAY NURSERY,21 WEST 124 STREET,MANHATTAN,10027,212-423-5715,6758,2.01408E+16,Permitted,2 YEARS - 5 YEARS,79,No,Private,PAD2013,-73.943633,40.806363
ST DOMINICS TORCH,ST DOMINICS HOME,2340 ANDREWS AVENUE,BRONX,10468,718-365-7238,5900,2.01409E+16,Permitted,2 YEARS - 5 YEARS,60,No,Private,LION2013,-73.906412,40.862373
ST IGNATIUS LAYOLA DAY NURSERY,CHURCH OF STIGNATIUS LAYOLA,240 EAST 84TH STREET,MANHATTAN,10028,212-734-6427,5449,2.01501E+16,Permitted,2 YEARS - 5 YEARS,110,No,Private,PAD2013,-73.953402,40.776611
ST IRENE CHRYSOVALANTOU NURSERY  KINDERGARTEN,SACRED PATRIARCHAL STAVROPEGIAL ORTHODOX MONASTERY OF ST IRENE CHRYSOVALANTOU,42-11 DITMARS BLVD,QUEENS,11105,718-626-6225,7971,2.01501E+16,Permitted,2 YEARS - 5 YEARS,19,No,Private,PAD2013,-73.903908,40.771608
ST JEMUEL GROUP FAMILY DAY CARE INC,ST JEMUEL GROUP FAMILY DAY CARE INC,2836 WEBB AVENUE,BRONX,10468,718-601-9753,45398,2.01506E+16,Permitted,2 YEARS - 5 YEARS,28,No,ACS Contracted Preschools,PAD2013,-73.900565,40.872754
ST JEMUEL GROUP FAMILY DAY CARE INC,ST JEMUEL GROUP FAMILY DAY CARE INC,2836 WEBB AVENUE,BRONX,10468,718-601-9753,45357,2.01506E+16,Permitted,0 YEARS - 2 YEARS,17,No,ACS Contracted Preschools,PAD2013,-73.900565,40.872754
ST JOHNS LUTHERAN PRESCHOOL,ST JOHNS LUTHERAN CHURCH,86-20 114 STREET,QUEENS,11418,718-441-3611,6480,2.01402E+16,Expired-InRenewal,2 YEARS - 5 YEARS,29,No,Private,PAD2013,-73.835469,40.69873
ST JOHNS PLACE FAMILY CENTER DAY CARE CORPORATION,THE STJOHNS PLACE FAMILY CENTER DAY CARE CORPORATION,1620 ST JOHNS PLACE,BROOKLYN,11233,718-771-7720,5599,2.01507E+16,Permitted,2 YEARS - 5 YEARS,40,No,ACS Contracted Preschools,PAD2013,-73.924059,40.669904
ST JOHNS PLACE FAMILY CENTER HDFC-INFANT AND TODDLER CARE PROGRAM,ST JOHNS PLACE FAMILY CENTER HOUSING DEVELOPMENT FUND CORPORATION,1620 ST JOHNS PLACE,BROOKLYN,11233,718-771-7720,6980,2.0141E+16,Permitted,0 YEARS - 2 YEARS,18,No,Private,PAD2013,-73.924059,40.669904
ST JOSEPHS SCHOOL FOR THE DEAF,ST JOSEPHS SCHOOL FOR THE DEAF,1000 HUTCHINSON RIVER PARKWAY,BRONX,10465,718-828-9000,5686,2.01404E+16,Permitted,2 YEARS - 5 YEARS,83,Yes,Private,LION2013,-73.836066,40.827189
ST LUKES ACADEMY,ST LUKES EVANGELICAL LUTHERAN CHURCH,259 WASHINGTON AVENUE,BROOKLYN,11205,718-622-5612,7163,2.01512E+16,Permitted,2 YEARS - 5 YEARS,29,Yes,Private,PAD2013,-73.96588,40.691024
ST MALACHY CHILD DEVELOPMENT CENTER,CATHOLIC CHARITIES NEIGHBORHOOD SERVICESINC,220 HENDRIX STREET,BROOKLYN,11207,718-647-0966,7783,2.01507E+16,Permitted,0 YEARS - 2 YEARS,28,No,ACS Contracted Preschools,PAD2013,-73.890752,40.676988
ST MALACHY EARLY CHILDHOOD DEVELOPMENT CENTER,CATHOLIC CHARITIES NEIGHBORHOOD SERVICES INC,220 HENDRIX STREET,BROOKLYN,11207,718-647-0966,6125,2.01602E+16,Permitted,2 YEARS - 5 YEARS,150,No,ACS Contracted Preschools,PAD2013,-73.890752,40.676988
ST MARKS HEAD START,ST MARKS UMC FAMILY SERVICES COUNCIL,2017 BEVERLY ROAD,BROOKLYN,11226,718-287-7300,4843,2.01508E+16,Permitted,2 YEARS - 5 YEARS,151,Yes,ACS Head Start,PAD2013,-73.959479,40.645249
ST MARTIN OF TOURS HEAD START,LITTLE ANGELS HEAD START PROGRAM OF THE ARCHDIOCESE OF NY,695 EAST 182 STREET,BRONX,10457,718-220-4750,5766,2.01505E+16,Permitted,2 YEARS - 5 YEARS,40,No,Private,PAD2013,-73.886587,40.850637
ST MARTINS NURSERY  KINDERGARTEN SCHOOL,ST MARTINS NURSERY  KINDERGARTEN SCHOOL INC,657 VAN SICLEN AVENUE,BROOKLYN,11207,718-927-2363,6092,2.01404E+16,Permitted,2 YEARS - 5 YEARS,21,No,Private,PAD2013,-73.887529,40.663456
ST MARTINS NURSERYAND KINDERGARTEN SCHOOL- I/T,ST MARTINS NURSERY  KINDERGARTEN SCHOOL INC,657 VAN SICLEN AVENUE,BROOKLYN,11207,718-927-2363,6091,2.01504E+16,Permitted,0 YEARS - 2 YEARS,14,No,Private,PAD2013,-73.887529,40.663456
ST PETERS  DAYCARE OF WILLIAMSBRIDGEINC,ST PETERS EVANGELICAL LUTHERAN CHURCH,741 EAST 219 STREET,BRONX,10467,718-547-7632,5786,2.01508E+16,Permitted,2 YEARS - 5 YEARS,25,No,Private,PAD2013,-73.861127,40.883255
ST PETERS PRESCHOOL,SAINT PETERS EVANGELICAL LUTHERAN CHURCH,109 HIGHLAND PLACE,BROOKLYN,11208,718-647-1014,4264,2.01403E+16,Expired-InRenewal,2 YEARS - 5 YEARS,97,No,Private,PAD2013,-73.881022,40.682743
ST THOMAS MORE PLAY  GROUP,STTHOMAS MORE PLAY GROUP INC,65 EAST 89 STREET,MANHATTAN,10128,212-534-3977,5113,2.01411E+16,Permitted,2 YEARS - 5 YEARS,61,No,Private,PAD2013,-73.956585,40.782684
STALBANS OUTREACH DAYCARE CENTER,ST ALBANS EARLY CHILDHOOD CENTER,109-53 FARMERS BOULEVARD,QUEENS,11412,718-479-4111,4577,2.01307E+16,Expired-InRenewal,0 YEARS - 2 YEARS,10,No,Private,PAD2013,-73.766015,40.70254
STBARTHOLOMEW COMMUNITY PRE-SCHOOL,ST BARTHOLOMEW COMMUNITY PRE-SCHOOL,109 EAST 50 STREET,MANHATTAN,10022,212-378-0238,4366,2.01409E+16,Permitted,2 YEARS - 5 YEARS,74,No,Private,PAD2013,-73.973074,40.757214
STLUKES NURSERY,ST LUKES NURSERY SCHOOL,87-34 85 STREET,QUEENS,11421,718-296-6683,5133,2.01311E+16,Expired-InRenewal,2 YEARS - 5 YEARS,30,No,Private,PAD2013,-73.858722,40.690965
STMARYS HOSPITAL FOR CHILDREN,ST MARYS HOSPITAL FOR CHILDREN,29-01 216 STREET,QUEENS,11360,718-281-8848,7555,2.01406E+16,Permitted,2 YEARS - 5 YEARS,57,Yes,Private,PAD2013,-73.768694,40.776478
STAGG STREET CENTER FOR CHILDREN,BUSHWICK IMPROVEMENT SOCIETY INC,77-83 STAGG STREET,BROOKLYN,11206,718-388-1395,4515,2.01602E+16,Permitted,2 YEARS - 5 YEARS,95,No,ACS Contracted Preschools,PAD2013,-73.947391,40.709334
STAR  AMERICA  M INC,QING SHENG WANG,780 8 AVENUE,MANHATTAN,10036,212-262-4896,7405,2.01509E+16,Permitted,0 YEARS - 2 YEARS,33,No,Private,PAD2013,-73.986986,40.760518
STAR AMERICA INC,STAR AMERICA INC,80-07 BROADWAY,QUEENS,11373,718-396-9739,6634,2.01503E+16,Permitted,2 YEARS - 5 YEARS,90,No,Private,PAD2013,-73.884579,40.743994
STAR AMERICA INC,STAR AMERICA INC,880 60 STREET,BROOKLYN,11220,718-431-2545,6950,2.01601E+16,Permitted,2 YEARS - 5 YEARS,96,No,Private,PAD2013,-74.007714,40.634084
STAR AMERICA PRESCHOOL,QING SHENG WANG,780 8 AVENUE,MANHATTAN,10036,212-262-4896,7431,2.01508E+16,Permitted,2 YEARS - 5 YEARS,49,No,Private,PAD2013,-73.986986,40.760518
STAR PARADISE INC,STAR PARADISE INC,86-55 BROADWAY,QUEENS,11373,718-255-1899,26797,2.01411E+16,Permitted,2 YEARS - 5 YEARS,133,No,Private,PAD2013,-73.877085,40.737096
STARRETT EARLY LEARNING CENTER,RECREATION ROOMS AND SETTLEMENT-STARRETT CITY EARLY LEARNING CENTER,1325 PENNSYLVANIA AVENUE,BROOKLYN,11239,718-642-8724,7504,2.01411E+16,Permitted,2 YEARS - 5 YEARS,62,No,Private,PAD2013,-73.882032,40.648677
STATEN ISLAND CHILDRENS ACADEMY,ANTHONY FRANCO SR,50 OSAGE LANE,STATEN ISLAND,10312,718-227-2500,53539,2.0151E+16,Permitted,0 YEARS - 2 YEARS,18,No,Private,PAD2013,-74.160527,40.532716
STATEN ISLAND CHILDRENS ACADEMY,ANTHONY FRANCOSR,50 OSAGE LANE,STATEN ISLAND,10312,718-227-2500,53540,2.0151E+16,Permitted,2 YEARS - 5 YEARS,47,No,Private,PAD2013,-74.160527,40.532716
STATEN ISLAND EARLY CHILDHOOD CENTER,ZZSI CORP,467 ST MARKS PLACE,STATEN ISLAND,10301,718-447-7726,6923,2.01512E+16,Permitted,2 YEARS - 5 YEARS,70,No,Private,PAD2013,-74.076852,40.638284
STATEN ISLAND HEAD START,STATEN ISLAND MENTAL HEALTH SOCIETY INC,44 DONGAN HILLS AVENUE,STATEN ISLAND,10306,718-987-7755,2068,2.01509E+16,Permitted,2 YEARS - 5 YEARS,57,Yes,ACS Head Start,PAD2013,-74.100861,40.587625
STATEN ISLAND INFANT TODDLER,SIPS KINDER FACILITIES INC,145 ROSS AVENUE,STATEN ISLAND,10306,718-667-9235,5667,2.01404E+16,Permitted,0 YEARS - 2 YEARS,8,No,Private,PAD2013,-74.117985,40.572188
STATEN ISLAND MENTAL HEALTH HEAD START,STATEN ISLAND MENTAL HEALTH SOCIETY INC,16 OSGOOD AVENUE,STATEN ISLAND,10304,718-420-6138,6784,2.01404E+16,Permitted,2 YEARS - 5 YEARS,114,Yes,ACS Head Start,PAD2013,-74.085375,40.618769
STATEN ISLAND MENTAL HEALTH SOCIETY HEAD START,STATEN ISLAND MENTAL HEALTH SOCIETY INC,100 BRIGHTON AVENUE,STATEN ISLAND,10301,718-442-6680,6113,2.01406E+16,Permitted,2 YEARS - 5 YEARS,114,Yes,ACS Head Start,PAD2013,-74.089031,40.635812
STATEN ISLAND PRESCHOOL,SIPS KINDER FACILITIES INC,145 ROSS AVENUE,STATEN ISLAND,10306,718-667-9235,5668,2.01506E+16,Permitted,2 YEARS - 5 YEARS,45,No,Private,PAD2013,-74.117985,40.572188
STATEN ISLAND YMCA NURSERY - NORTH,YOUNG MENS CHRISTIAN ASSOCIATION OF GREATER NEW YORK,651 BROADWAY,STATEN ISLAND,10310,718-981-4933,7743,2.01505E+16,Permitted,2 YEARS - 5 YEARS,81,No,Private,PAD2013,-74.113634,40.625375
STEP AHEAD DAY CARE INFANT/ TODDLERS,STEP AHEAD LLC,7100   RIDGE BLVD,BROOKLYN,11209,718-680-2221,7762,2.01505E+16,Permitted,0 YEARS - 2 YEARS,18,No,Private,PAD2013,-74.029727,40.634693
STEP AHEAD DAY CAREPRE-SCHOOL,STEP AHEAD LLC,7100   RIDGE BLVD,BROOKLYN,11209,718-680-2221,7758,2.01505E+16,Permitted,2 YEARS - 5 YEARS,28,No,Private,PAD2013,-74.029727,40.634693
STEP AHEAD DCC,STEP AHEAD DCC INC,1677 ST JOHNS PLACE,BROOKLYN,11233,929-234-5858,53737,2.0151E+16,Permitted,0 YEARS - 2 YEARS,24,No,Private,PAD2013,-73.921524,40.670375
STEP BY STEP  INFANT DEVELOPMENT CENTER  INC,STEP BY STEP INFANT DEVELOPMENT CENTER INC,1049 38 STREET,BROOKLYN,11219,718-633-6666,8010,2.01503E+16,Permitted,2 YEARS - 5 YEARS,18,No,Private,PAD2013,-73.990772,40.644551
STEP BY STEP EARLY CHILDHOOD CENTER INC,STEP BY STEP EARLY CHILDHOOD CENTER INC,1163 LENOX ROAD,BROOKLYN,11212,718-922-6366,6826,2.01408E+16,Permitted,2 YEARS - 5 YEARS,47,No,Private,PAD2013,-73.917831,40.660104
STEP BY STEP EARLY CHILDHOOD CENTER INC,STEP BY STEP EARLY CHILDHOOD CENTER INC,1163 LENOX ROAD,BROOKLYN,11212,718-922-6366,9357,2.01511E+16,Permitted,0 YEARS - 2 YEARS,18,No,Private,PAD2013,-73.917831,40.660104
STEPHEN WISE EARLY CHILDHOOD CENTER,STEPHEN WISE FREE SYNAGOGUE,30 WEST 68 STREET,MANHATTAN,10023,212-877-4050,4898,2.01405E+16,Permitted,2 YEARS - 5 YEARS,80,No,Private,PAD2013,-73.979167,40.773984
STEPHEN WISE EARLY CHILDHOOD CENTER,STEPHEN WISE FREE SYNAGOGUE,30 WEST 68TH STREET,MANHATTAN,10023,212-877-4050,4899,2.01507E+16,Permitted,0 YEARS - 2 YEARS,20,No,Private,PAD2013,-73.979167,40.773984
STEPPING STONE DAY SCHOOL INC,STEPPING STONE DAY SCHOOL INC,2826 WESTCHESTER AVENUE,BRONX,10461,718-554-2025,7750,2.01504E+16,Permitted,2 YEARS - 5 YEARS,186,No,Private,PAD2013,-73.835368,40.844119
STEPPING STONE DAY SCHOOL INC,STEPPINGSTONE DAY SCHOOL INC,77-40 VLEIGH PLACE,QUEENS,11367,718-591-9093,6144,2.01503E+16,Permitted,0 YEARS - 2 YEARS,14,Yes,Private,PAD2013,-73.820916,40.719843
STEPPING STONE DAYSCHOOLPRESCHOOL,STEPPING STONE DAY SCHOOL INC,77-40 VLEIGH PLACE,QUEENS,11367,718-591-9093,5522,2.0141E+16,Permitted,2 YEARS - 5 YEARS,298,Yes,Private,PAD2013,-73.820916,40.719843
STEPPING STONE PRE AND GRADE SCHOOL,STEPPING STONE OF SE QUEENS,114-36 FRANCIS LEWIS BOULEVARD,QUEENS,11411,718-465-2344,6117,2.01509E+16,Permitted,2 YEARS - 5 YEARS,26,No,Private,PAD2013,-73.748545,40.700609
STEPPING STONE PRE-SCHOOL,STEPPING STONE OF SE QUEENSINC,114-28 FRANCIS LEWIS BOULEVARD,QUEENS,11411,718-465-2344,5022,2.01509E+16,Permitted,2 YEARS - 5 YEARS,26,No,Private,PAD2013,-73.748545,40.700609
STEPPING STONE PRE-SCHOOL,STEPPING STONE OF SE QUEENSINC,114-30 FRANCIS LEWIS BOULEVARD,QUEENS,11411,718-465-2344,5242,2.01509E+16,Permitted,2 YEARS - 5 YEARS,26,No,Private,PAD2013,-73.748545,40.700609
STEPPING STONE PRE-SCHOOL AND KINDERGARTEN III,STEPPING STONE PRE-SCHOOL AND KINDERGARTEN III,114-38 FRANCIS LEWIS BOULEVARD,QUEENS,11411,718-465-2344,5601,2.01509E+16,Permitted,2 YEARS - 5 YEARS,29,No,Private,PAD2013,-73.748545,40.700609
STEPPING STONE PREPARATORY,STEPPING STONE PREPARATORY INC,900 ROGERS AVENUE,BROOKLYN,11226,718-282-7193,29937,2.01501E+16,Permitted,2 YEARS - 5 YEARS,20,No,Private,PAD2013,-73.95246,40.648357
STEPPING STONES,STEPPING STONES 86 LLC,245 86 STREET,BROOKLYN,11209,718-630-1000,7290,2.01406E+16,Permitted,2 YEARS - 5 YEARS,47,No,Private,PAD2013,-74.032238,40.623995
STEPPING STONES,STEPPING STONES 86 LLC,247 86TH STREET,BROOKLYN,11209,718-630-1000,18945,2.01407E+16,Permitted,2 YEARS - 5 YEARS,42,No,Private,PAD2013,-74.032171,40.623976
STEPPING STONES PRESCHOOL,RAINBOW DAY CARE CENTERINC,5394 AMBOY ROAD,STATEN ISLAND,10312,718-948-4878,4769,2.01407E+16,Permitted,2 YEARS - 5 YEARS,94,No,Private,PAD2013,-74.189583,40.532783
STEPPING STONES-THE NEXT STEP,RR  DO INC,9321 RIDGE BLVD,BROOKLYN,11209,718-630-1001,15277,2.01404E+16,Permitted,2 YEARS - 5 YEARS,24,No,Private,PAD2013,-74.035656,40.618661
STEPPING UP NURSERY SCHOOL,CAROL CONOLLY,2000 WILLIAMSBRIDGE ROAD,BRONX,10461,718-828-1180,5711,2.01405E+16,Permitted,2 YEARS - 5 YEARS,18,No,Private,PAD2013,-73.854284,40.854416
STEPS 2 SUCCESS,STEPZ 2 SUCCESS CHILD CARE CENTER INC,1992 NOSTRAND AVENUE,BROOKLYN,11210,718-576-6994,26977,2.01411E+16,Permitted,2 YEARS - 5 YEARS,18,No,Private,PAD2013,-73.94833,40.636993
STEPS TO SUCCESS 1,STEPS TO SUCCESS OF NY LLC,11-21 NEW LOTS AVENUE,BROOKLYN,11212,718-345-3555,8114,2.01512E+16,Permitted,2 YEARS - 5 YEARS,78,No,Private,PAD2013,-73.90471,40.657514
STEPS TO SUCCESS I,STEPS TO SUCCESS OF NY LLC,11-21 NEW LOTS AVENUE,BROOKLYN,11212,718-345-3555,8115,2.01512E+16,Permitted,0 YEARS - 2 YEARS,18,No,Private,PAD2013,-73.90471,40.657514
STEPS TO SUCCESS II,STEPS TO SUCCESS II LLC,2975 HYLAN BLVD,STATEN ISLAND,10306,718-351-7777,7984,2.01502E+16,Permitted,2 YEARS - 5 YEARS,89,No,Private,PAD2013,-74.119836,40.560998
STEPS TO SUCCESS III,STEPS TO SUCCESS IIILLC,1810 VOORHIES AVENUE,BROOKLYN,11235,718-758-5558,20917,2.01408E+16,Permitted,2 YEARS - 5 YEARS,133,No,Private,LION2013,-73.950882,40.585976
STILLWELL  AVE PREP-SCHOOL,STILLWELL AVENUE INC,6420 BAY PARKWAY,BROOKLYN,11204,718-232-3643,7954,2.01411E+16,Permitted,2 YEARS - 5 YEARS,44,Yes,Private,PAD2013,-73.981507,40.614196
STILLWELL AVE PREPARATORY EXTENSION PROGRAM,STILLWELL AVENUE INC,132 HIGHLAWN AVENUE,BROOKLYN,11223,718-333-3433,6903,2.01505E+16,Permitted,2 YEARS - 5 YEARS,15,No,Private,PAD2013,-73.98121,40.603015
STILLWELL AVENUE PREP SCHOOL,STILLWELL AVENUE INC,1990 STILLWELL AVENUE,BROOKLYN,11223,718-265-2220,5709,2.01403E+16,Expired-InRenewal,2 YEARS - 5 YEARS,79,Yes,Private,PAD2013,-73.985903,40.598317
STORYBOOK LAND,STORYBOOK LAND INC,8638 20TH AVENUE,BROOKLYN,11214,718-996-8714,6424,2.01508E+16,Permitted,2 YEARS - 5 YEARS,18,No,Private,PAD2013,-73.999259,40.603981
STRAWBERRY PATCH DAY CARE  INC,STRAWBERRY PATCH DAY CARE CENTER INC,2007 LINDEN BOULEVARD,BROOKLYN,11207,718-257-7555,7429,2.01505E+16,Permitted,0 YEARS - 2 YEARS,18,No,Private,PAD2013,-73.888628,40.659987
STRAWBERRY PATCH DAY CAREINC,STRAWBERRY PATCH DAY CARE CENTER INC,2007 LINDEN BOULEVARD,BROOKLYN,11207,718-257-7555,7423,2.01505E+16,Permitted,2 YEARS - 5 YEARS,41,No,Private,PAD2013,-73.888628,40.659987
STRONG PLACE DAY CARE,STRONG PLACE DAY CARE CENTER INC,595 CLINTON STREET,BROOKLYN,11231,718-624-2993,19457,2.01407E+16,Permitted,2 YEARS - 5 YEARS,159,No,ACS Contracted Preschools,PAD2013,-74.001386,40.674817
STRONG PLACE FOR HOPE DAY CARE,STRONG PLACE DAY CARE INC,333 2ND STREET,BROOKLYN,11215,718-624-2993,23357,2.01409E+16,Permitted,2 YEARS - 5 YEARS,91,No,ACS Contracted Preschools,PAD2013,-73.983515,40.673959
STRONG PLACE FOR HOPE DAY CARE,STRONG PLACE DAY CARE CENTER INC,460 ATLANTIC AVENUE,BROOKLYN,11217,718-522-1352,23338,2.01409E+16,Permitted,2 YEARS - 5 YEARS,114,No,ACS Contracted Preschools,PAD2013,-73.983075,40.685972
STUYVESANT HEIGHTS CHRISTIAN CHURCH EARLY CHILDHOOD CENTER,STUYVESANT HEIGHTS CHRISTIAN CHURCH INC,69 MACDONOUGH STREET,BROOKLYN,11216,718-783-5383,5467,2.01409E+16,Permitted,2 YEARS - 5 YEARS,40,No,Private,LION2013,-73.94387,40.681067
STUYVESANT HEIGHTS MONTESSORI,STUYVESANT HEIGHTS MONTESSORIINC,644 MACDONOUGH STREET,BROOKLYN,11233,347-295-1100,7921,2.01409E+16,Permitted,2 YEARS - 5 YEARS,71,No,Private,LION2013,-73.920702,40.683587
SUMNER CHILDRENS CENTER,BROOKLYN KINDERGARTEN SOCIETY,860 PARK AVENUE,BROOKLYN,11206,718-455-3471,1235,2.01405E+16,Permitted,2 YEARS - 5 YEARS,59,No,ACS Contracted Preschools,PAD2013,-73.94056,40.698197
SUN FLOWER,SANDRAS SUNFLOWER CHILD CARE INC,121-17  SUTPHIN BLVD,QUEENS,11434,718-848-1352,8286,2.01504E+16,Permitted,2 YEARS - 5 YEARS,25,No,Private,PAD2013,-73.790484,40.676854
SUNFLOWER ACADEMY,NATALIES SUNFLOWER LLC,238 5 AVENUE,BROOKLYN,11215,718-783-0738,7161,2.01405E+16,Permitted,2 YEARS - 5 YEARS,29,No,Private,PAD2013,-73.981296,40.675577
SUNFLOWER DAY CARE CENTER,NEW SUNFLOWER DAY CARE CENTER LLC,1704 BATH AVENUE,BROOKLYN,11214,718-236-3643,53797,2.01511E+16,Permitted,2 YEARS - 5 YEARS,17,No,Private,PAD2013,-74.008317,40.60496
SUNFLOWER KIDZ DAY CARE,SUNFLOWER KIDZ DAY CARE,100-17 32 AVENUE,QUEENS,11369,347-709-7793,8366,2.01508E+16,Permitted,2 YEARS - 5 YEARS,32,No,Private,PAD2013,-73.868151,40.75951
SUNFLOWER PLAYHOUSE,SUNFLOWER PLAYHOUSE CORP,787A WASHINGTON AVENUE,BROOKLYN,11238,718-623-2900,8230,2.01501E+16,Permitted,2 YEARS - 5 YEARS,29,No,Private,PAD2013,-73.962611,40.673056
SUNFLOWER PLAYHOUSE  2,SUNFLOWER PLAYHOUSE CORP,33 7TH   AVENUE,BROOKLYN,11217,718-638-0212,8221,2.0141E+16,Permitted,2 YEARS - 5 YEARS,30,No,Private,PAD2013,-73.973714,40.676547
SUNNY SKIES PRE-SCHOOL  2,SUNNY SKIES DC CORP,969  43RD STREET,BROOKLYN,11219,718-438-7040,7952,2.01411E+16,Permitted,2 YEARS - 5 YEARS,52,No,Private,PAD2013,-73.995512,40.642715
SUNNY SKIES PRESCHOOL,SUNNY SKIES PRESCHOOL,112 Ridge Street,MANHATTAN,10002,212-472-4665,51301,2.01509E+16,Permitted,2 YEARS - 5 YEARS,87,No,Private,PAD2013,-73.982989,40.718893
SUNNY SKIES PRESCHOOL,SUNNY SKIES DC CORP,2585 CONEY ISLAND AVENUE,BROOKLYN,11223,718-438-7040,8358,2.01508E+16,Permitted,2 YEARS - 5 YEARS,57,No,Private,PAD2013,-73.960477,40.593609
SUNNY SKIES PROSPECT,MARGARYCEL NUNEZ,720 WASHINGTON AVENUE,BROOKLYN,11238,718-372-4665,57357,2.01602E+16,Permitted,2 YEARS - 5 YEARS,114,No,Private,PAD2013,-73.963837,40.676215
SUNNYSIDE UP UPK PROGRAM,SUNNYSIDE COMMUNITY SERVICES INC,43-31 39 STREET,QUEENS,11104,718-784-6173,51958,2.01509E+16,Permitted,2 YEARS - 5 YEARS,36,No,Private,PAD2013,-73.925615,40.745096
SUNSET PARK CHILDRENS SCHOOL PRESCHOOL,SUNSET PARK CHILDRENS SCHOOL INC,4616 4 AVENUE,BROOKLYN,11220,718-439-3323,5025,2.01405E+16,Permitted,2 YEARS - 5 YEARS,40,No,Private,PAD2013,-74.010813,40.648564
SUNSET PARK CHILDRENS SCHOOL INC I/T,SUNSET PARK CHILDRENS SCHOOL INC,4616 4TH AVENUE,BROOKLYN,11220,718-439-3323,5282,2.01408E+16,Permitted,0 YEARS - 2 YEARS,18,No,Private,PAD2013,-74.010813,40.648564
SUNSET PARK EARLY CHILDHOOD DEVELOPMENT CENTER,CATHOLIC CHARITIES NEIGHBORHOOD SERVICES INC,5902 6TH AVENUE,BROOKLYN,11220,718-768-1012,19137,2.01407E+16,Permitted,2 YEARS - 5 YEARS,98,No,ACS Contracted Preschools,PAD2013,-74.014671,40.639058
SUNSHINE DAY CARE,SUNSHINE DAY CARE OF EAST HARLEM L L C,1330 5TH AVENUE,MANHATTAN,10026,212-444-1177,8303,2.01506E+16,Permitted,2 YEARS - 5 YEARS,47,Yes,Private,PAD2013,-73.948972,40.797964
SUNSHINE DAY CARE,SUNSHINE DAYCARE  OF EAST HARLEM L L C,1330 5TH AVENUE,MANHATTAN,10026,212-444-1177,8304,2.01506E+16,Permitted,0 YEARS - 2 YEARS,48,Yes,Private,PAD2013,-73.948972,40.797964
SUNSHINE DAY CARE,SUNSHINE DAYCARE OF WESTCHESTER VILLAGE L L C,1564 ST PETERS AVENUE,BRONX,10461,718-989-9801,8254,2.01502E+16,Permitted,2 YEARS - 5 YEARS,53,No,Private,PAD2013,-73.847474,40.840715
SUNSHINE DAY CARE,SUNSHINE CHILDRENS DAYCARE LLC,2929 WEST 31ST STREET,BROOKLYN,11224,718-996-7200,7320,2.01412E+16,Permitted,2 YEARS - 5 YEARS,53,No,Private,PAD2013,-73.996633,40.573645
SUNSHINE DAY CARE,SUNSHINE CHILDRENS DAYCARE LLC,2929 WEST 31ST STREET,BROOKLYN,11224,718-996-7200,7959,2.01411E+16,Permitted,0 YEARS - 2 YEARS,28,No,Private,PAD2013,-73.996633,40.573645
SUNSHINE DAY CARE,SUNSHINE DAY CARE OF MOTT HAVEN,416 WILLIS AVENUE,BRONX,10454,718-989-9804,9517,2.01512E+16,Permitted,2 YEARS - 5 YEARS,90,No,Private,PAD2013,-73.919532,40.813135
SUNSHINE DAY CARE,SUNSHINE DAY CARE OF MOTT HAVEN,416 WILLIS AVENUE,BRONX,10454,718-989-9804,9518,2.01512E+16,Permitted,0 YEARS - 2 YEARS,36,No,Private,PAD2013,-73.919532,40.813135
SUNSHINE DAY CARE CENTER,SUNSHINE DAY CARE CENTER INC,34-57 FRANCIS LEWIS BLVD,QUEENS,11358,718-353-1800,10441,2.01512E+16,Permitted,2 YEARS - 5 YEARS,35,No,Private,PAD2013,-73.788422,40.765014
SUNSHINE DAYCARE,SUNSHINE DAYCARE OF WESTCHESTER VILLAGE L L C,1564 ST PETERS AVENUE,BRONX,10461,718-989-9801,8255,2.01502E+16,Permitted,0 YEARS - 2 YEARS,18,No,Private,PAD2013,-73.847474,40.840715
SUNSHINE DEVELOPMENTAL SCHOOL,SUNSHINE DEVELOPMENTAL  SCHOOL,91-10 146 STREET,QUEENS,11435,718-468-9000,7441,2.01509E+16,Permitted,2 YEARS - 5 YEARS,188,No,Private,PAD2013,-73.809036,40.700714
SUNSHINE INFANT  TODDLER PROGRAM,CHARLES  CHARLES NY INC,1277 STERLING PLACE,BROOKLYN,11213,718-363-2033,7597,2.01506E+16,Permitted,0 YEARS - 2 YEARS,21,No,Private,PAD2013,-73.936127,40.671968
SUNSHINE LEARNING CENTER PRESCHOOL,SUNSHINE LEARNING CENTER PRESCHOOL,201-06  LINDEN BLVD,QUEENS,11412,718-525-1945,8040,2.01509E+16,Permitted,2 YEARS - 5 YEARS,48,Yes,Private,PAD2013,-73.751374,40.69445
SUNSHINE LEARNING CENTER INC,SUNSHINE LEARNING CENTERINC,201-02 LINDEN BOULEVARD,QUEENS,11412,718-525-1945,6719,2.01601E+16,Permitted,2 YEARS - 5 YEARS,69,Yes,Private,PAD2013,-73.751384,40.694484
SUNSHINE LEARNING CENTERINC,SUNSHINE LEARNING CENTERINC,201-06  LINDEN BLVD,QUEENS,11412,718-525-2154,7994,2.01501E+16,Permitted,0 YEARS - 2 YEARS,10,Yes,Private,PAD2013,-73.751374,40.69445
