Site ID,Center Name,Permit Holder,Address,Borough,Zip Code,Phone,Permit Number,Permit Expiration Date,Permit Status,Age Range,Maximum Capacity,Certified to Administer Medication,Site Type,Total Maximum Capacity,Lat,Lon
DC238,THE LITTLE BRICK HOUSE DAY CARE CENTER,THE LITTLE BRICK HOUSE DAY CARE CENTER INC,3928 HARPER AVENUE,BRONX,10466,718-994-1036,5868,9/14/2014,Permitted,2 YEARS - 5 YEARS,16,No,Private,16,40.890301,-73.832735
DC16912,THE LITTLE CHILDREN'S GARDEN,THE LITTLE CHILDREN'S GARDEN INC,150-38 UNION TURNPIKE,QUEENS,11367,718-380-0966,8234,11/30/2014,Permitted,2 YEARS - 5 YEARS,29,No,Private,29,40.7189099,-73.8117966
DC1709,"THE LITTLE DARLINGS DAY CENTER,INC.","LITTLE DARLINGS DAY CARE CENTER,INC.",1531 NOSTRAND AVENUE,BROOKLYN,11226,718-469-6207,4830,7/19/2014,Permitted,2 YEARS - 5 YEARS,49,No,Private,49,40.648749,-73.949055
DC14556,"THE LITTLE DOLPHIN, INC.","THE LITTLE DOLPHIN, INC.",107-01 CROSS BAY BLVD.,QUEENS,11417,718-641-7754,7483,9/28/2015,Permitted,2 YEARS - 5 YEARS,50,No,Private,50,40.6787664,-73.844115
DC19830,THE LITTLE LEARNING CENTER,"THE LITTLE LEARNING CENTER,INC.",147-32 SANFORD AVENUE,QUEENS,11355,347-732-4307,8126,4/16/2014,Expired-InRenewal,2 YEARS - 5 YEARS,30,No,Private,30,40.759804,-73.815939
DC25237,THE LITTLE SCHOLAR'S LEARNING CENTER,VIZZINI HOLDINGS INC.,8702 AVENUE L,BROOKLYN,11236,347-462-1549,43244,6/11/2015,Permitted,2 YEARS - 5 YEARS,30,No,Private,30,40.633698,-73.902264
DC21206,THE LITTLE WIZARDS PRESCHOOL,THE LITTLE WIZARDS PRESCHOOL,2942  EAST 194TH STREET,BRONX,10461,718-409-5411,8274,3/14/2015,Permitted,2 YEARS - 5 YEARS,30,No,Private,30,40.8523237,-73.8300298
DC12269,THE MADISON AVENUE PRESBYTERIAN CHURCH DAY SCHOOL,THE MADISON AVENUE PRESBYTERIAN CHURCH,921 MADISON AVENUE,MANHATTAN,10021,212-288-9638,1548,2/13/2015,Permitted,2 YEARS - 5 YEARS,111,No,Private,111,40.772546,-73.964467
DC15123 / DC22619,"THE MANHATTAN KIDS CLUB III / THE MANHATTAN KID'S CLUB III, INC","THE MANHATTAN KIDS CLUB III / THE MANHATTAN KID'S CLUB III, INC",350 6TH   AVENUE,MANHATTAN,10011,212-677-0600 / 212-677-0600,10479 / 10477,12/30/2013 / 12/30/2013,Expired-InRenewal / Expired-InRenewal,2 YEARS - 5 YEARS / 0 YEARS - 2 YEARS,54 / 35,Yes / Yes,Private / Private,89,40.731971,-74.000405
DC14145,THE MAPLE STREET SCHOOL,THE MAPLE STREET SCHOOL,21 LINCOLN ROAD,BROOKLYN,11225,718-282-4345,7291,6/25/2014,Permitted,2 YEARS - 5 YEARS,51,No,Private,51,40.6606049,-73.9624359
DC3013,THE MEDICAL CENTER NURSERY SCHOOL,THE MEDICAL CENTER NURSERY SCHOOL,60 HAVEN AVENUE,MANHATTAN,10032,212-304-7040,3053,4/27/2013,Expired-InRenewal,2 YEARS - 5 YEARS,60,No,Private,60,40.8437274,-73.9429757
DC2864,THE MONTESSORI  FAMILY SCHOOL OF MANHATTAN,THE MONTESSORI FAMILY SCHOOL OF MANHATTAN,323 EAST 47 STREET,MANHATTAN,10017,212-688-5950,4730,6/2/2015,Permitted,0 YEARS - 2 YEARS,20,No,Private,20,40.7525649,-73.9684912
DC22477,"THE MONTESSORI KIDS OF LIC, INC / PRESCHOOL","THE MONTESSORI KIDS OF LIC, INC",5 COURT SQUARE,QUEENS,11101,347-746-5542,64719,5/19/2016,Permitted,2 YEARS - 5 YEARS,57,No,Private,57,40.7465729,-73.942813
DC2654,THE MONTESSORI SCHOOL OF NEW YORK INTERNATIONAL,THE MONTESSORI SCHOOL OF NEW YORK INTERNATIONAL,347 EAST 55 STREET,MANHATTAN,10022,212-223-4630,5158,3/30/2015,Permitted,2 YEARS - 5 YEARS,40,No,Private,40,40.757468,-73.9643679
DC14688 / DC11950,THE MOTHER HALE LEARNING CENTER / THE MOTHER HALE LEARNING CENTER,"HALE HOUSE CENTER, INC. / HALE HOUSE CENTER, INC.",300 MANHATTAN AVENUE,MANHATTAN,10026,212-665-2834 / 212-665-2834,7516 / 7517,01/30/2014 / 02/28/2014,Expired-InRenewal / Expired-InRenewal,2 YEARS - 5 YEARS / 0 YEARS - 2 YEARS,26-Dec,No / No,Private / Private,38,40.8028169,-73.958281
DC2368,THE NEW BUSY BEE LEARNING CENTER,JM31 CORP,122-01 GUY R BREWER BOULEVARD,QUEENS,11434,718-341-0580,7287,9/12/2015,Permitted,2 YEARS - 5 YEARS,30,No,Private,30,40.679058,-73.779617
DC687,THE NEW FRIENDLY DAY CARE CENTER,THE FRIENDLY BAPTIST CHURCH,1278 NELSON AVENUE,BRONX,10452,718-588-5050,7195,10/25/2015,Permitted,2 YEARS - 5 YEARS,76,No,Private,76,40.8396202,-73.9237892
DC14658,"THE NEW YORK DIAGNOSTIC CENTER, INC","DIAGNOSTIC ENTERPRISES, INC.",502  FLATBUSH AVENUE,BROOKLYN,11225,718-363-3261,7653,11/21/2015,Permitted,2 YEARS - 5 YEARS,30,No,Private,30,40.661826,-73.9619079
DC14206,THE NEW YORK INSTITUTE FOR SPECIAL EDUCATION,THE NEW YORK INSTITUTE FOR SPECIAL EDUCATION,985 ASTOR AVENUE,BRONX,10469,718-519-7000,5417,6/28/2014,Permitted,2 YEARS - 5 YEARS,167,Yes,Private,167,40.8596992,-73.8594128
DC21073,THE NURTURING ACADEMY  INFANT/TODDLER,THE NURTURING CENTER INC.,112-18 SPRINGFIELD BLVD,QUEENS,11429,718-527-5932,8341,11/17/2014,Permitted,0 YEARS - 2 YEARS,23,No,Private,23,40.704885,-73.740349
DC11944,THE PLAY GROUP EXPERIENCE,"THE PLAY GROUP EXPERIENCE, INC,.",90 BOULDER STREET,STATEN ISLAND,10312,718-967-0494,6539,3/31/2016,Permitted,2 YEARS - 5 YEARS,28,No,Private,28,40.546144,-74.197037
DC21811,THE PUERTO RICAN FAMILY INSTITUTE BRONX  HEAD START,THE PUERTO RICAN FAMILY INSTITUTE INC.,1423 PROSPECT AVENUE,BRONX,10459,718-991-5590,8302,5/26/2015,Permitted,2 YEARS - 5 YEARS,163,No,Head Start (Direct Fed. Funding),163,40.832659,-73.896981
DC1948,THE RAINBOW CAMPUS,"THE RAINBOW CAMPUS, INC.",1110 BERGEN STREET,BROOKLYN,11216,718-774-5652,7068,3/5/2015,Permitted,2 YEARS - 5 YEARS,25,No,Private,25,40.676042,-73.9490316
DC14367,"THE RAT'S PLAYHOUSE WORKSHOP, INC.","THE RAT'S PLAYHOUSE WORKSHOP, INC.",835 OCEAN AVENUE,BROOKLYN,11226,718-282-6285,5152,6/28/2014,Permitted,2 YEARS - 5 YEARS,30,No,Private,30,40.642331,-73.959188
DC1364,"THE RICHMONDTOWN CHILDREN'S PRE-SCHOOL,INC.","THE RICHMONDTOWN CHILDREN'S PRE-SCHOOL, INC.",3435 RICHMOND ROAD,STATEN ISLAND,10306,718-987-7623,5256,10/23/2014,Permitted,2 YEARS - 5 YEARS,25,No,Private,25,40.573351,-74.135328
DC2664,THE RIVERSIDE CHURCH WEEKDAY SCHOOL,THE RIVERSIDE CHURCH,490 RIVERSIDE DRIVE,MANHATTAN,10027,212-870-6743,1782,7/3/2015,Permitted,2 YEARS - 5 YEARS,145,No,Private,145,40.8118356,-73.9630243
DC17224,THE ROCKEFELLER UNIVERSITY CHILD & FAMILY CENTER,THE ROCKEFELLER UNIVERSITY,1230 YORK AVE,MANHATTAN,10065,212-327-7071,7784,6/15/2015,Permitted,2 YEARS - 5 YEARS,66,No,Private,66,40.7629161,-73.9558137
DC14464 / DC2692,THE ROCKEFELLER UNIVERSITY CHILD AND FAMILY CENTER / THE ROCKEFELLER UNIVERSITY CHILD AND FAMILY CENTER,THE ROCKEFELLER UNIVERSITY / THE ROCKEFELLER UNIVERSITY,1230 YORK AVENUE 10065,MANHATTAN,10065,212-327-7073 / 212-327-7071,6211 / 6984,09/05/2015 / 09/05/2015,Permitted / Permitted,0 YEARS - 2 YEARS / 0 YEARS - 2 YEARS,28 / 28,No / No,Private / Private,56,40.7629161,-73.9558137
DC11877,THE SALVATION  ARMY TREMONT DAY CARE  CENTER,THE SALVATION ARMY,2121 WASHINGTON AVENUE,BRONX,10457,718-563-1530,7304,5/31/2015,Permitted,2 YEARS - 5 YEARS,68,Yes,ACS Contracted Preschools,68,40.85212,-73.895577
DC2036,THE SALVATION ARMY BEDFORD DAY CARE CENTER,THE SALVATION ARMY,110 KOSCIUSZKO STREET,BROOKLYN,11216,718-552-2690,5695,7/12/2014,Permitted,2 YEARS - 5 YEARS,104,Yes,ACS Contracted Preschools,104,40.6905615,-73.9506164
DC359,THE SALVATION ARMY BRONX DAY CARE CENTER,THE SALVATION ARMY,425 EAST 159TH STREET,BRONX,10451,718-742-2346,3093,10/25/2014,Permitted,2 YEARS - 5 YEARS,45,Yes,ACS Contracted Preschools,45,40.8227957,-73.913363
DC14417,THE SALVATION ARMY BROWNSVILLE DAY CARE CENTER,THE SALVATION ARMY,280 RIVERDALE AVENUE,BROOKLYN,11212,718-345-2488,4121,7/15/2015,Permitted,2 YEARS - 5 YEARS,80,Yes,ACS Contracted Preschools,80,40.66099,-73.906154
DC2032,THE SALVATION ARMY BUSHWICK DAY CARE CENTER,THE SALVATION ARMY INC,1151 BUSHWICK AVENUE,BROOKLYN,11221,718-455-0100,4095,7/28/2015,Permitted,2 YEARS - 5 YEARS,55,Yes,ACS Contracted Preschools,55,40.6893276,-73.9172258
DC24666,"THE SANSONE FOUNDATION, SEEDS OF UNITY DAYCARE","CONGRESS OF ITALIAN AMERICAN ORGANIZATIONS,INC.",5816 13TH AVENUE,BROOKLYN,11219,347-715-6546,53981,11/8/2015,Permitted,2 YEARS - 5 YEARS,20,No,Private,20,40.629748,-73.998014
DC1193,THE SAUL AND CAROLE NURSERY SCHOOL AT THE  J C C  IN  MANHATTAN,"JEWISH COMMUNITY CENTER ON THE UPPER WEST SIDE,INC.",334 AMSTERDAM AVENUE,MANHATTAN,10023,646-505-4400,7040,2/1/2015,Permitted,2 YEARS - 5 YEARS,130,Yes,Private,130,40.781189,-73.9800358
DC1334,THE SHIELD INSTITUTE,"SHIELD OF DAVID, INC.",144-61 ROOSEVELT AVENUE,QUEENS,11354,718-939-8700,5200,2/8/2014,Expired-InRenewal,2 YEARS - 5 YEARS,162,Yes,Private,162,40.7622297,-73.8198661
DC58,THE SHIELD INSTITUTE  BRONX  EARLY LEARNING CENTER,"THE SHIELD INSTITUTE, INC.",1800 ANDREWS AVENUE,BRONX,10453,718-299-7600,1879,10/27/2014,Permitted,2 YEARS - 5 YEARS,190,Yes,Private,190,40.8515469,-73.915365
DC15202,THE STUDIO SCHOOL,THE STUDIO SCHOOL,117 WEST 95TH STREET,MANHATTAN,10025,212-678-2416,7835,12/1/2015,Permitted,2 YEARS - 5 YEARS,51,No,Private,51,40.7926645,-73.9687125
DC2682 / DC2828,THE TIME WARNER CHILDREN'S CENTER / THE TIME WARNER  CHILDREN'S CENTER,BRIGHT HORIZONS CHILDREN'S CENTER / BRIGHT HORIZONS CHILDREN'S CENTER,1271 AVENUE OF THE AMERICAS,MANHATTAN,10020,212-767-4123 / 212-767-4123,5817 / 5818,01/31/2014 / 01/31/2014,Expired-InRenewal / Expired-InRenewal,0 YEARS - 2 YEARS / 2 YEARS - 5 YEARS,15-Jun,No / No,Corporate / Corporate,21,-73.9809139,
DC435,THE TINY TOTS PLAYHOUSE LLC,THE TINY TOTS PLAYHOUSE LLC,243 88 STREET,BROOKLYN,11209,718-745-4509,1284,10/21/2014,Permitted,2 YEARS - 5 YEARS,26,No,Private,26,40.6225669,-74.032892
DC18603,"THE TOTS LOT,INC..","THE TOTS LOT, INC.",133-16 SPRINGFIELD BLVD.,QUEENS,11413,718-949-2100,8038,7/22/2015,Permitted,2 YEARS - 5 YEARS,30,No,Private,30,40.680933,-73.75312
DC2395,THE VILLAGE PRE-SCHOOL,LISBETH BRANDEFINE OWNER/OPERATOR,76 ST ALBAN'S PLACE,STATEN ISLAND,10312,718-967-5809,5747,12/26/2014,Permitted,2 YEARS - 5 YEARS,29,No,Private,29,40.5440994,-74.1611371
DC14276,THE WASHINGTON MARKET SCHOOL,THE WASHINGTON MARKET SCHOOL,134 DUANE STREET,MANHATTAN,10013,212-406-7271,7297,1/3/2015,Permitted,2 YEARS - 5 YEARS,84,No,Private,84,40.715967,-74.007673
DC2225,THE WASHINGTON MARKET SCHOOL,THE WASHINGTON MARKET SCHOOL,55 HUDSON STREET,MANHATTAN,10013,212-233-2176,5879,8/25/2014,Permitted,2 YEARS - 5 YEARS,143,No,Private,143,40.7177088,-74.0092572
DC24577,THE WILLIAM WOODARD JR. NURSERY SCHOOL,THE WILLIAM WOODARD JR. NURSERY SCHOOL,435 EAST 70TH STREET,MANHATTAN,10021,212-744-6611,53957,11/7/2015,Permitted,2 YEARS - 5 YEARS,45,No,Private,45,40.765871,-73.9550467
DC21940,THE WILLIAMSBURG NURSERY SCHOOL,THE WILLIAMSBURG NEIGHBORHOOD NURSERY SCHOOL,54 SOUTH 2ND STREET,BROOKLYN,11249,718-782-4181,23637,10/1/2014,Permitted,2 YEARS - 5 YEARS,64,No,Private,64,40.7142963,-73.9658509
DC16831,THE WONDER YEARS PRESCHOOL INC,THE WONDER YEARS PRESCHOOL INC.,381 SEAVER AVENUE,STATEN ISLAND,10305,718-987-7596,7657,10/18/2014,Permitted,2 YEARS - 5 YEARS,49,No,Private,49,40.581341,-74.092314
DC2754,"THE WONDER YEARS PRESCHOOL, INC.",THE WONDER YEARS PRESCHOOL INC.,389 SEAVER AVENUE,STATEN ISLAND,10305,718-987-7596,6501,1/24/2016,Permitted,2 YEARS - 5 YEARS,45,No,Private,45,40.5811552,-74.0922041
DC1508,"THERAPY AND LEARNING CENTER, INC","THERAPY AND LEARNING CENTER, INC.",1723 8 AVENUE,BROOKLYN,11215,718-290-2700,7129,2/4/2016,Permitted,2 YEARS - 5 YEARS,150,Yes,Private,150,40.658992,-73.98471
DC14685,THERE IS NO PLACE LIKE HOME,THERE IS NO PLACE LIKE HOME,12-18 154 STREET,QUEENS,11357,718-746-0834,7490,10/19/2015,Permitted,2 YEARS - 5 YEARS,25,No,Private,25,40.791024,-73.807701
DC2880,THERESE CERVINI ANNEX HEAD START,CATHOLIC CHARITIES NEIGHBORHOOD SERVICES DIOCESE OF BROOKLYN & QUEENS,35-33 104 STREET,QUEENS,11368,718-478-2169,6532,6/28/2014,Permitted,2 YEARS - 5 YEARS,93,No,ACS Head Start,93,40.753967,-73.863515
DC1812,"THESE OUR TREASURES, INC.","THESE OUR TREASURES, INC.",2778 BRUCKNER BOULEVARD,BRONX,10465,718-863-4925,4787,5/26/2015,Permitted,2 YEARS - 5 YEARS,66,No,Private,66,40.8305859,-73.831519
DC25996,THOMAS A. DESTEFANO ECDC,"CATHOLIC CHARITIES NEIGHBORHOOD SERVICES, INC.",300 VERNON AVENUE,BROOKLYN,11206,718-443-2901,54477,11/25/2015,Permitted,2 YEARS - 5 YEARS,55,No,Head Start (Direct Fed. Funding),55,40.6955854,-73.9388899
DC24677,THROGGS NECK EARLY LEARN CENTER,"TREMONT-CROTONA DAY CARE CENTER, INC.",461 SWINTON AVENUE,BRONX,10465,718-822-0172,26177,10/24/2014,Permitted,2 YEARS - 5 YEARS,55,No,ACS Contracted Preschools,55,40.8203905,-73.8223101
DC16711,THURSDAY'S CHILD,"THURSDAYS CHILD, INC.",348 SEAVIEW AVENUE,STATEN ISLAND,10305,718-980-1700,7863,2/25/2016,Permitted,2 YEARS - 5 YEARS,50,No,Private,50,40.585541,-74.090676
DC22641 / DC19855,"THURSDAY'S CHILD, INC. (I /T) / THURSDAY'S CHILD","THURSDAY'S CHILD, INC. (I/T) / THURSDAY'S CHILD,INC",7616 13TH AVENUE,BROOKLYN,11228,718-630-5100 / 718-630-5100,17759 / 8131,06/05/2014 / 02/16/2016,Permitted / Permitted,0 YEARS - 2 YEARS / 2 YEARS - 5 YEARS,Apr-46,No / No,Private / Private,50,40.619518,-74.008645
DC25146 / DC22058,TIFERES BNOS / TIFERES BNOS,"CONGREGATION AHAVAS SHULEM D'NADVERNE, INC. / PROJECT SOCIAL CARE HEADSTART, INC.",80 SKILLMAN STREET,BROOKLYN,11205,718-599-2900 / 718-599-2900,44338 / 9241,06/19/2015 / 11/30/2015,Permitted / Permitted,2 YEARS - 5 YEARS / 2 YEARS - 5 YEARS,45 / 40,No / No,Private / Head Start (Direct Fed. Funding),85,40.6961059,-73.9575508
DC20412 / DC16977,TIMES SQUARE CHURCH INFANT/TODDLER PROGRAM / TIMES SQUARE CHURCH ED. ANNEX,TIMES SQUARE CHURCH / TIMES SQUARE CHURCH ED.ANNEX,1657 BROADWAY,MANHATTAN,10019,212-541-6300 / 212-541-6300,35177 / 32438,03/11/2015 / 02/12/2015,Permitted / Permitted,0 YEARS - 2 YEARS / 2 YEARS - 5 YEARS,16 / 12,No / No,Private / Private,28,40.762627,-73.983611
DC22439 / DC22438,TINY BUMBLEBEES DAY CARE INFANT/TODDLER / TINY BUMBLEBEES DAY CARE,"TINY BUMBLEBEES, INC. / TINY BUMBLEBEES, INC.",2848 BRIGHTON 7TH STREET,BROOKLYN,11235,718-676-5281 / 718-676-5281,16618 / 16617,05/16/2016 / 05/16/2016,Permitted / Permitted,0 YEARS - 2 YEARS / 2 YEARS - 5 YEARS,17 / 28,No / No,Private / Private,45,40.582008,-73.962292
DC21917 / DC18706,"TINY FOOTSTEPS, INC. / TINY FOOTSTEPS CHILD LEARNING CENTER","TINY FOOTSTEPS, INC. / TINY FOOTSTEPS ,INC",167-01 UNION  TURNPIKE,QUEENS,11366,718-969-5500 / 718-969-5500,8369 / 8236,09/26/2015 / 12/13/2014,Permitted / Permitted,0 YEARS - 2 YEARS / 2 YEARS - 5 YEARS,10 / 107,No / No,Private / Private,117,40.7228271,-73.8009359
DC481,"TINY TOTS EXPRESS, INC.",TINY TOTS EXPRESS INC.,3321 AVENUE N,BROOKLYN,11234,718-338-9561,5173,12/30/2014,Permitted,2 YEARS - 5 YEARS,20,No,Private,20,40.6178386,-73.9415324
DC21712 / DC21711,TLE AT NEW YORK-WEST LLC / TLE AT NEW YORK-WEST LLC,THE LEARNING EXPERIENCE / THE LEARNING EXPERIENCE,20 WEST STREET,MANHATTAN,10004,212-797-1110 / 212-797-1110,10577 / 10578,01/03/2014 / 01/03/2014,Expired-InRenewal / Expired-InRenewal,2 YEARS - 5 YEARS / 0 YEARS - 2 YEARS,127 / 36,No / No,Private / Private,163,40.7061688,-74.015767
DC22204,TOMER DEVORA,B'ABOVE WORLD WIDE INSTITUTE INC.,4500 9TH   AVENUE,BROOKLYN,11220,718-853-9400,28277,11/30/2014,Permitted,2 YEARS - 5 YEARS,88,Yes,ACS Contracted Preschools,88,40.6424029,-73.998985
DC379,TOMPKINS CHILDREN'S CENTER,BROOKLYN KINDERGARTEN SOCIETY,730 PARK AVENUE,BROOKLYN,11206,718-782-9140,1998,11/10/2014,Permitted,2 YEARS - 5 YEARS,88,No,ACS Contracted Preschools,88,40.697939,-73.9463807
DC3037 / DC14338,TOMPKINS HALL NURSERY SCHOOL / TOMPKINS HALL NURSERY & CHILDCARE CENTER  INFANT/TODDLER  PROGRAM,TOMPKINS HALL NURSERY SCHOOL / TOMPKINS HALL NURSERY & CHILDCARE CENTER,21 CLAREMONT AVENUE,MANHATTAN,10027,212-666-3340 / 212-856-9601,1818 / 6620,09/28/2014 / 05/15/2015,Permitted / Permitted,2 YEARS - 5 YEARS / 0 YEARS - 2 YEARS,36 / 30,No / No,Private / Private,66,40.809311,-73.964613
DC802,TOP SCHOLAR,TOP SCHOLAR ACADEMY INC.,2175 EAST 22ND STREET,BROOKLYN,11229,718-368-0410,7128,11/15/2014,Permitted,2 YEARS - 5 YEARS,61,No,Private,61,40.598184,-73.948892
DC1199,"TOWERS PLAY-N-LEARN, INC.",TOWERS PLAY-N-LEARN INC.,60-10 47 AVENUE,QUEENS,11377,718-478-3885,6677,1/10/2015,Permitted,2 YEARS - 5 YEARS,18,No,Private,18,40.7398886,-73.9043559
DC10869,TOWN HOUSE INTERNATIONAL SCHOOL,TOWN HOUSE INTERNATIONAL SCHOOL,1209 PARK AVENUE,MANHATTAN,10128,212-427-6930,4414,8/22/2014,Permitted,2 YEARS - 5 YEARS,47,No,Private,47,40.7854482,-73.9529396
DC1653,TRABAJAMOS COMMUNITY  HEAD START,TRABAJAMOS COMMUNITY HEAD START,2260 CROTONA AVENUE,BRONX,10457,718-933-5560,7273,7/26/2014,Permitted,2 YEARS - 5 YEARS,55,No,ACS Contracted Preschools,55,40.851087,-73.884482
DC10580,TRABAJAMOS COMMUNITY HEAD START,TRABAJAMOS COMMUNITY HEAD START,1905 MORRIS AVENUE,BRONX,10453,718-294-4333,4779,7/18/2015,Permitted,2 YEARS - 5 YEARS,56,No,ACS Contracted Preschools,56,40.8498171,-73.9081186
DC23187,TRABAJAMOS COMMUNITY HEAD START,TRABAJAMOS COMMUNITY HEAD START INC.,1997 BATHGATE AVENUE,BRONX,10457,917-259-7081,26717,10/31/2014,Permitted,2 YEARS - 5 YEARS,205,No,ACS Contracted Preschools,205,40.849267,-73.896099
DC24746,TRABAJAMOS COMMUNITY HEAD START,"TRABAJAMOS COMMUNITY HEAD START, INC.",2167 UNIVERSITY AVENUE,BRONX,10453,917-962-9720,26817,11/2/2014,Permitted,2 YEARS - 5 YEARS,75,No,ACS Contracted Preschools,75,40.8579912,-73.9094786
DC208,TRABAJAMOS COMMUNITY HEAD START,"TRABAJAMOS COMMUNITY HEAD START, INC.",940 EAST 156 STREET,BRONX,10455,718-893-1512,2151,10/3/2014,Permitted,2 YEARS - 5 YEARS,30,No,ACS Contracted Preschools,30,40.816306,-73.900466
DC12361,TRADITIONAL CCS MONTESSORI CENTER,Y.S.L COMMUNITY CORP.,165-21 BAISLEY BOULEVARD,QUEENS,11434,718-949-4890,6372,5/31/2014,Permitted,2 YEARS - 5 YEARS,10,No,Private,10,40.6794732,-73.7778406
DC14120,TRADITIONAL DAY CARE,"TRADITIONAL DAY CARE, INC.",1112 WINTHROP STREET,BROOKLYN,11212,718-346-5777,6563,7/20/2014,Permitted,2 YEARS - 5 YEARS,59,No,Private,59,40.661817,-73.92285
DC19662 / DC23025,TRADITIONAL EDUCATIONAL CENTER I/T PROGRAM / TRADITIONAL EDUCATIONAL CENTER I/T,"TRADITIONAL EDUCATIONAL CENTER, INC. / TRADITIONAL EDUCATIONAL CENTER,INC.",1469 BROADWAY,BROOKLYN,11221,718-443-2577 / 718-443-2577,8017 / 55658,05/12/2015 / 01/02/2016,Permitted / Permitted,2 YEARS - 5 YEARS / 0 YEARS - 2 YEARS,173 / 36,No / No,Private / Private,209,40.6877923,-73.9185983
DC18573,TREASURE ISLAND,TREASURE ISLAND INC.,347 74TH STREET,BROOKLYN,11209,718-238-7676,7917,9/9/2014,Permitted,2 YEARS - 5 YEARS,77,No,Private,77,40.6318235,-74.0260614
DC2126,TREEHOUSE CHILD DEVELOPMENT CORPORATION,TREEHOUSE DEVELOPMENT CENTER INC.,168-40 127 AVENUE,QUEENS,11434,718-528-8766,7397,6/22/2015,Permitted,2 YEARS - 5 YEARS,35,No,Private,35,40.6789695,-73.7739595
DC16645,TREMONT CROTONA DAY CARE CENTER,TREMONT CROTONA DAY CARE CENTER INC.,1600 CROTONA PARK EAST,BRONX,10460,718-378-5600,4032,1/6/2016,Permitted,2 YEARS - 5 YEARS,143,No,ACS Contracted Preschools,143,40.836458,-73.891204
DC1845,"TREMONT MONTEREY DAY CARE CENTER, INC.","TREMONT MONTEREY DAY CARE CENTER, INC.",887 CROTONA PARK NORTH,BRONX,10460,718-617-2211,5947,9/28/2014,Permitted,2 YEARS - 5 YEARS,50,No,ACS Contracted Preschools,50,40.839407,-73.888731
DC14506,"TREMONT MONTEREY DAY CARE, INC. SITE I I","TREMONT MONTEREY DAY CARE, INC. SITE I I",1600 BATHGATE AVENUE,BRONX,10457,718-466-6700,6043,11/16/2015,Permitted,2 YEARS - 5 YEARS,57,No,ACS Contracted Preschools,57,40.8395528,-73.9010814
DC25160,TRIBECA COMMUNITY SCHOOL,A&V ERICSSON CORP,124 HUDSON STREET,MANHATTAN,10013,212-343-1610,54437,11/22/2015,Permitted,2 YEARS - 5 YEARS,100,No,Private,100,40.7203576,-74.0082837
DC15128,TRIBECA COMMUNITY SCHOOL,A & V ERICSSON CORP.,22-26 ERICSSON PLACE,MANHATTAN,10013,212-226-9070,7716,2/26/2015,Permitted,2 YEARS - 5 YEARS,70,No,Private,70,40.7203113,-74.0074376
DC25662,TRIBECA EARLY CHILDHOOD LEARNING CENTER,CHINESE AMERICAN PLANNING COUNCIL INC.,21 ST. JOHN'S LANE  (AKA 1 YORK ST),MANHATTAN,10013,212-343-6930,52217,9/18/2015,Permitted,2 YEARS - 5 YEARS,45,No,Private,45,40.7213581,-74.0056207
DC20170,TRILOK FUSION CENTER FOR ARTS AND EDUCATION,TRILOK FUSION ARTS INC,143 WAVERLY AVENUE,BROOKLYN,11205,718-797-1700,8264,2/24/2015,Permitted,2 YEARS - 5 YEARS,99,No,Private,99,40.6938108,-73.967633
DC2222,TRINITY PARISH PRE-SCHOOL AND NURSERY,PARISH OF TRINITY CHURCH,74 TRINITY PLACE,MANHATTAN,10006,212-602-0829,365,8/19/2014,Permitted,0 YEARS - 2 YEARS,28,No,Private,28,40.7081263,-74.0129675
DC12373 / DC11144,TRINITY PARISH PRESCHOOL AND NURSERY / TRINITY PARISH PRESCHOOL AND  NURSERY,PARISH OF TRINITY CHURCH / PARISH OF TRINITY CHURCH,68 TRINITY PLACE,MANHATTAN,10006,212-602-0829 / 212-602-0829,6667 / 6664,06/15/2015 / 08/13/2015,Permitted / Permitted,2 YEARS - 5 YEARS / 0 YEARS - 2 YEARS,59 / 30,No / No,Private / Private,89,40.708365,-74.013046
DC1693,TRIUMPHANT DEAR GOD CHRISTIAN CENTER,"TRIUMPHANT FULL GOSPEL ASSEMBLY, INC.",892 RUTLAND ROAD,BROOKLYN,11203,718-774-4696,6104,9/19/2015,Permitted,2 YEARS - 5 YEARS,39,No,Private,39,40.660449,-73.929804
DC2290 / DC2291,TRUE DELIVERANCE CHRISTIAN SCHOOL  INFANT/TODDLERS / TRUE DELIVERANCE CHRISTIAN SCHOOL,TRUE DELIVERANCE CHURCH OF OUR LORD & SAVIOUR JESUS CHRIST / TRUE DELIVERANCE CHURCH OF OUR LORD& SAVIOUR JESUS CHRIST,188-15 TURIN DRIVE,QUEENS,11412,718-978-0601 / 718-978-0601,6805 / 6817,06/27/2015 / 06/25/2014,Permitted / Permitted,0 YEARS - 2 YEARS / 2 YEARS - 5 YEARS,15 / 24,No / No,Private / Private,39,40.693555,-73.76424
DC2614,TUTOR TIME,TUTOR TIME LEARNING CENTERS LLC,225 EAST 38TH STREET,MANHATTAN,10016,212-682-8080,7193,11/13/2013,Expired-InRenewal,0 YEARS - 2 YEARS,44,Yes,Private,44,40.7478887,-73.9750748
