Site ID,Center Name,Permit Holder,Address,Borough,Zip Code,Phone,Permit Number,Permit Expiration Date,Permit Status,Age Range,Maximum Capacity,Certified to Administer Medication,Site Type,Lat,Lon
DC14957,THE CHILD DEVELOPMENT CENTER OF THE MOSHOLU MONTEFIORE COMMUNITY CENTER,"MOSHOLU MONTEFIORE COMMUNITY CENTER,INC.",3450 DEKALB AVE,BRONX,10467,718-654-0563,5555,08/03/2015,Permitted,0 YEARS - 2 YEARS,8,No,ACS Contracted Preschools,40.8819332,-73.8804942
DC10676,"THE CHILD STUDY CENTER OF NEW YORK, INC.",THE CHILD STUDY CENTER OF NEW YORK. INC.,167-171 CLERMONT AVENUE,BROOKLYN,11205,718-854-3710,6025,07/01/2015,Permitted,2 YEARS - 5 YEARS,90,No,Private,40.6924576,-73.97031430000001
DC12225,THE CHILD STUDY CENTER OF NEW YORK/BEST FRIENDS DAYCARE,THE CHILD STUDY CENTER OF NEW YORK /BEST FRIENDS DAYCARE,285 CLOVE ROAD,STATEN ISLAND,10310,718-442-8588,5102,04/25/2015,Permitted,2 YEARS - 5 YEARS,121,No,Private,40.6332358,-74.1257682
DC22132,THE CHILDREN'S AID SOCIETY,THE CHILDREN'S AID SOCIETY,14-32 WEST 118TH STREET,MANHATTAN,10026,212-949-4931,48997,07/29/2015,Permitted,2 YEARS - 5 YEARS,40,No,ACS Contracted Preschools,40.8023809,-73.9468303
DC23207,THE CHILDREN'S AID SOCIETY,"THE CHILDREN'S AID SOCIETY, INC.",1919 PROSPECT AVENUE,BRONX,10457,347-821-4222,25017,10/15/2014,Permitted,2 YEARS - 5 YEARS,71,Yes,ACS Contracted Preschools,40.8434011,-73.8898784
DC22134,THE CHILDREN'S AID SOCIETY,THE CHILDREN'S AID SOCIETY,433 EAST 100TH STREET,MANHATTAN,10029,212-627-7449,26378,10/25/2014,Permitted,2 YEARS - 5 YEARS,70,Yes,ACS Contracted Preschools,40.7855844,-73.94226979999999
DC22133,THE CHILDREN'S AID SOCIETY,THE CHILDREN'S AID SOCIETY,93 NAGLE AVENUE,MANHATTAN,10040,212-544-0221,26597,10/26/2014,Permitted,2 YEARS - 5 YEARS,71,Yes,ACS Contracted Preschools,40.8601744,-73.9277953
DC2742,THE CHILDREN'S AID SOCIETY - PS 5  HEAD START,THE CHILDREN'S AID SOCIETY,3703 10 AVENUE,MANHATTAN,10034,212-567-5787,6146,01/24/2015,Permitted,2 YEARS - 5 YEARS,72,Yes,ACS Head Start,40.8591641,-73.9227366
DC2695,THE CHILDREN'S AID SOCIETY- FREDERICK DOUGLAS HEAD START,THE CHILDREN'S AID SOCIETY,885 COLUMBUS AVENUE,MANHATTAN,10025,212-865-6337,2097,06/28/2014,Permitted,2 YEARS - 5 YEARS,69,Yes,ACS Head Start,40.7974566,-73.9637255
DC2130,THE CHILDREN'S AID SOCIETY- P.S. 8 HEAD START,THE CHILDREN'S AID SOCIETY,465 WEST 167 STREET,MANHATTAN,10032,212-740-8655,6926,02/15/2016,Permitted,2 YEARS - 5 YEARS,55,Yes,Head Start (Direct Fed. Funding),40.8393844,-73.93678349999999
DC14148,THE CHILDREN'S CENTER,THE COLLEGE OF STATEN ISLAND ASSOCIATION INC.,2800 VICTORY BOULEVARD,STATEN ISLAND,10314,718-982-3190,6175,06/18/2015,Permitted,0 YEARS - 2 YEARS,18,No,Private,40.6085521,-74.1538332
DC2736,THE CHILDREN'S CENTER,"THE COLLEGE OF STATEN ISLAND ASSOCIATION, INC.",2800 VICTORY BOULEVARD,STATEN ISLAND,10314,718-982-3190,6174,05/02/2016,Permitted,2 YEARS - 5 YEARS,75,No,Private,40.6085521,-74.1538332
DC19519,THE CHILDREN'S CENTER  AT GOLDMAN SACHS AT 200 WEST,"BRIGHT HORIZONS CHILDREN'S CENTER, INC.",200 WEST STREET,MANHATTAN,10282,212-357-5370,8103,11/13/2015,Permitted,2 YEARS - 5 YEARS,15,No,Private,40.7148476,-74.0142077
DC19627,THE CHILDREN'S CENTER  AT GOLDMAN SACHS AT 200 WEST,"BRIGHT HORIZONS CHILDREN'S CENTER, INC.",200 WEST STREET,MANHATTAN,10282,212-357-5370,8102,11/13/2015,Permitted,0 YEARS - 2 YEARS,26,No,Private,40.7148476,-74.0142077
DC10727,THE CHILDREN'S CENTER @ SUNY BROOKLYN - I/T,"THE CHILDRENS CENTER @ SUNY BROOKLYN, INC. - I/T",440 LENOX ROAD,BROOKLYN,11203,718-221-6160,5734,08/31/2015,Permitted,0 YEARS - 2 YEARS,18,No,Private,40.654103,-73.944622
DC959,THE CHILDREN'S CENTER @ SUNY BROOKLYN - P/S,"THE CHILDREN'S CENTER AT SUNY BROOKLYN, INC.",440 LENOX ROAD,BROOKLYN,11203,718-221-6160,5743,07/05/2015,Permitted,2 YEARS - 5 YEARS,42,No,Private,40.654103,-73.944622
DC1887,THE CHILDREN'S CENTER FOR EARLY LEARNING,"THE CHILDREN'S CENTER FOR EARLY LEARNING,INC",83 MARLBOROUGH ROAD,BROOKLYN,11226,718-284-3110,6227,05/21/2014,Expired-InRenewal,2 YEARS - 5 YEARS,88,No,Private,40.648211,-73.965457
DC12252,THE CHILDREN'S GARDEN,THE GENERAL THEOLOGICAL SEMINARY,440 WEST 21 STREET,MANHATTAN,10011,212-924-9266,6797,06/30/2015,Permitted,0 YEARS - 2 YEARS,8,No,Private,40.7457463,-74.0039163
DC1125,THE CHILDREN'S GARDEN AT GENERAL THEOLOGICAL SEMINARY,THE GENERAL THEOLOGICAL SEMINARY,440 WEST 21 STREET,MANHATTAN,10011,212-924-9266,6798,05/15/2014,Expired-InRenewal,2 YEARS - 5 YEARS,14,No,Private,40.7457463,-74.0039163
DC25111,THE CHILDREN'S GARDEN SCHOOL,"GENERAL THEOLOGICAL SEMINARY, INC.",422 WEST 20TH STREET,MANHATTAN,10011,212-243-5920,45737,06/28/2015,Permitted,2 YEARS - 5 YEARS,15,No,Private,40.744918,-74.0040269
DC2611,THE CHILDREN'S LEARNING CENTER AT HUNTER COLLEGE,"THE CHILDREN'S LEARNING CENTER AT HUNTER COLLEGE, INC.",695 PARK AVENUE,MANHATTAN,10065,212-772-4066,5145,11/03/2015,Permitted,2 YEARS - 5 YEARS,50,No,Private,40.7687069,-73.9646646
DC3057,THE CHILDREN'S LEARNING CENTER AT MORNINGSIDE HEIGHTS,THE CHILDREN'S LEARNING CENTER AT MORNINGSIDE HEIGHTS,90 LASALLE STREET,MANHATTAN,10027,212-663-9318,6887,06/10/2015,Permitted,2 YEARS - 5 YEARS,30,No,Private,40.8129463,-73.9584685
DC14167,"THE CHILDREN'S PLAYHOUSE,  INCORPORATED-  I/T","THE CHILDREN'S PLAYHOUSE, INCORPORATED",85 MONAHAN AVENUE,STATEN ISLAND,10314,718-761-0129,5410,06/30/2015,Permitted,0 YEARS - 2 YEARS,18,No,Private,40.588688,-74.149384
DC24569,"THE CHILDREN'S PLAYHOUSE, INC.","THE CHILDREN'S PLAYHOUSE, INC.",950 ROCKLAND AVENUE,STATEN ISLAND,10314,718-761-0129,26240,10/24/2014,Permitted,2 YEARS - 5 YEARS,12,No,Private,40.588879,-74.14925
DC2580,"THE CHILDREN'S PLAYHOUSE, INCORPORATED","THE CHILDREN'S PLAYHOUSE, INCORPORATED",85 MONAHAN AVENUE,STATEN ISLAND,10314,718-761-0129,5196,08/05/2015,Permitted,2 YEARS - 5 YEARS,75,No,Private,40.588688,-74.149384
DC14311,THE CHRISTIAN LEARNING CENTER,"CHRISTIAN LEARNING CENTER DAY CARE, INC.",444 EAST 45 STREET,BROOKLYN,11203,718-287-5149,5061,12/15/2014,Permitted,2 YEARS - 5 YEARS,64,No,Private,40.65077,-73.93542099999999
DC11635,THE CHURCH OF THE EPIPHANY DAY SCHOOL,THE CHURCH OF THE EPIPHANY,1393 YORK AVENUE,MANHATTAN,10021,212-737-2720,7378,05/02/2015,Permitted,2 YEARS - 5 YEARS,75,No,Private,40.768506,-73.952996
DC2159,THE CITIGROUP CHILDREN'S  CENTER  @ 399 PARK,"BRIGHT HORIZONS CHILDREN'S CENTER, INC.",399 PARK AVENUE,MANHATTAN,10022,212-793-4000,7113,10/02/2015,Permitted,0 YEARS - 2 YEARS,14,No,Corporate,40.7590251,-73.9719807
DC3068,THE CITIGROUP CHILDREN'S CENTER,"BRIGHT HORIZONS CHILDREN'S CENTER, INC.",388 GREENWICH STREET,MANHATTAN,10013,212-816-7700,6589,07/19/2013,Expired-InRenewal,0 YEARS - 2 YEARS,16,No,Corporate,40.7206627,-74.0113978
DC14815,THE CITIGROUP CHILDREN'S CENTER  AT 399 PARK,"BRIGHT HORIZONS CHILDREN'S CENTER, INC.",399 PARK AVENUE,MANHATTAN,10022,212-559-4005,7144,10/02/2015,Permitted,2 YEARS - 5 YEARS,12,No,Corporate,40.7590251,-73.9719807
DC14128,THE CITYGROUP CHILDRENS CENTER,"BRIGHT HORIZONS CHILDREN'S CENTER, INC.",388 GREENWICH STREET,MANHATTAN,10013,212-816-7700,6590,06/27/2015,Permitted,2 YEARS - 5 YEARS,15,No,Corporate,40.7206627,-74.0113978
DC19107,THE CO-OP SCHOOL,THE CO-OP SCHOOL,81-87 IRVING PLACE,BROOKLYN,11238,347-721-3408,8072,09/09/2015,Permitted,2 YEARS - 5 YEARS,94,No,Private,40.6824551,-73.9595207
DC2267,THE CORNER SCHOOL,THE CORNER SCHOOL,150-03 BAYSIDE AVENUE,QUEENS,11354,718-445-2811,1889,05/03/2016,Permitted,2 YEARS - 5 YEARS,39,No,Private,40.771776,-73.815574
DC2418,THE CREATIVE PLAYSCHOOL - FIFTH AVENUE SYNAGOGUE,FIFTH AVENUE SYNAGOGUE,5 EAST 62 STREET,MANHATTAN,10065,212-750-8793,5627,09/24/2012,Expired-InRenewal,2 YEARS - 5 YEARS,40,No,Private,40.766039,-73.970798
DC1014,THE DAVID FOSTER PRESCHOOL ACADEMY,SHEILA FOSTER-GOLDING,580 ROGERS AVENUE,BROOKLYN,11225,718-462-0776,6614,12/14/2014,Permitted,2 YEARS - 5 YEARS,25,No,Private,40.657519,-73.953495
DC10659,THE EARLY CHILDHOOD CENTER OF THE BROOKLYN COLLEGE CHILD CARE SERVICES,"BROOKLYN COLLEGE CHILD CARE SERVICES, INC.",2900 BEDFORD AVENUE,BROOKLYN,11210,718-951-5431,1448,03/30/2015,Permitted,2 YEARS - 5 YEARS,55,No,Private,40.6319593,-73.9527159
DC65,THE EARLY CHILDHOOD CENTER OF THE BROOKLYN COLLEGE CHILD CARE SERVICES,"BROOKLYN COLLEGE CHILD CARE SERVICES, INC.",2900 BEDFORD AVENUE,BROOKLYN,11210,718-951-5431,7124,02/28/2015,Permitted,0 YEARS - 2 YEARS,28,No,Private,40.6319593,-73.9527159
DC11539,THE EDUCATIONAL  ALLIANCE HEAD START    @ PS 142,THE EDUCATIONAL ALLIANCE,100 ATTORNEY STREET,MANHATTAN,10002,212-780-5225,6653,12/09/2014,Permitted,2 YEARS - 5 YEARS,69,No,ACS Head Start,40.7182426,-73.9843325
DC3124,THE EDUCATIONAL ALLIANCE  HEAD START,THE EDUCATIONAL ALLIANCE,600 EAST 6 STREET,MANHATTAN,10009,212-979-2386,7345,02/09/2015,Permitted,2 YEARS - 5 YEARS,20,No,ACS Contracted Preschools,40.7240249,-73.9816527
DC12262,THE EDUCATIONAL ALLIANCE EARLY HEAD START,THE EDUCATIONAL ALLIANCE,197 EAST BROADWAY,MANHATTAN,10002,212-780-2300,6531,10/06/2014,Permitted,0 YEARS - 2 YEARS,72,No,Head Start (Direct Fed. Funding),40.7140047,-73.98820370000001
DC21339,THE EDUCATIONAL ALLIANCE EARLY HEAD START  EXPANSION 2,THE EDUCATIONAL ALLIANCE,442 EAST HOUSTON STREET,MANHATTAN,10002,212-677-5710,8244,12/15/2014,Permitted,2 YEARS - 5 YEARS,28,No,Head Start (Direct Fed. Funding),40.7196415,-73.9774227
DC21338,THE EDUCATIONAL ALLIANCE EARLY HEADSTART EXPANSION,THE EDUCATIONAL ALLIANCE,18 AVENUE D,MANHATTAN,10009,212-780-5430,8253,02/01/2015,Permitted,2 YEARS - 5 YEARS,36,No,Head Start (Direct Fed. Funding),40.7205819,-73.9782467
DC15116,THE EDUCATIONAL ALLIANCE HEAD START,THE EDUCATIONAL ALLIANCE,197 EAST BROADWAY,MANHATTAN,10002,212-780-2300,3002,07/15/2014,Permitted,2 YEARS - 5 YEARS,358,No,ACS Head Start,40.7140047,-73.98820370000001
DC15151,THE EDUCATIONAL ALLIANCE PRESCHOOL,"THE EDUCATIONAL ALLIANCE, INC.",179 HENRY ST,MANHATTAN,10002,212-780-2300,2306,03/18/2014,Expired-InRenewal,2 YEARS - 5 YEARS,267,No,Private,40.71373699999999,-73.98827399999999
DC2421,THE EPISCOPAL SCHOOL IN THE CITY OF NEW YORK,THE EPISCOPAL SCHOOL IN THE CITY OF NEW YORK,35 EAST 69 STREET,MANHATTAN,10021,212-879-9764,4201,09/08/2014,Permitted,2 YEARS - 5 YEARS,115,No,Private,40.769634,-73.965751
DC739,THE FAMILY  AND LIFE CENTER OF MT ARARAT- PRE-SCHOOL,"THE FAMILY AND LIFE CENTER OF MT.ARARAT, INC.",425 HOWARD AVENUE,BROOKLYN,11233,718-342-2093,6099,09/28/2015,Permitted,2 YEARS - 5 YEARS,80,No,Private,40.67313499999999,-73.919261
DC10736,THE FAMILY AND LIFE CENTER OF MT. ARARAT-I/T,"THE FAMILY AND LIFE CENTER OF MT.ARARAT, INC",425 HOWARD AVENUE,BROOKLYN,11233,718-342-2093,6100,09/28/2015,Permitted,0 YEARS - 2 YEARS,10,No,Private,40.67313499999999,-73.919261
DC14302,THE FAMILY ANNEX,THE FAMILY ANNEX,560 WEST 113 STREET,MANHATTAN,10025,212-749-3271,4765,05/11/2015,Permitted,0 YEARS - 2 YEARS,11,No,Private,40.805608,-73.96477999999999
DC3019,THE FAMILY ANNEX,THE FAMILY ANNEX,560 WEST 113 STREET,MANHATTAN,10025,212-749-3271,4761,06/25/2015,Permitted,2 YEARS - 5 YEARS,29,No,Private,40.805608,-73.96477999999999
DC2998,THE FIRST PRESBYTERIAN CHURCH OF FOREST HILLS,FOREST HILLS PRESBYTERIAN DAY SCHOOL,70-35 112 STREET,QUEENS,11375,718-268-8546,1811,03/23/2015,Permitted,2 YEARS - 5 YEARS,29,No,Private,40.723391,-73.839215
DC507,THE FORESIGHT SCHOOL,"EDUCATIONAL ENTERPRISES, INC.",2221 RICHMOND AVENUE,STATEN ISLAND,10314,718-761-6060,5186,12/09/2015,Permitted,2 YEARS - 5 YEARS,145,No,Private,40.59277300000001,-74.162384
DC3025,THE GINGERBREAD LEARNING CENTER,THE GINGERBREAD LEARNING CENTER INC.,80 WOODROW ROAD,STATEN ISLAND,10312,718-356-0008,6038,07/26/2015,Permitted,2 YEARS - 5 YEARS,102,Yes,Private,40.563029,-74.180591
DC21595,THE GODDARD SCHOOL,2495 BROADWAY CENTER LLC,2495 BROADWAY,MANHATTAN,10025,212-712-2727,10257,11/10/2015,Permitted,2 YEARS - 5 YEARS,159,No,Private,40.7926894,-73.9737169
DC25014,THE GODDARD SCHOOL,2495 BROADWAY CENTER LLC,2495 BROADWAY,MANHATTAN,10025,212-712-2727,49237,07/31/2015,Permitted,0 YEARS - 2 YEARS,28,No,Private,40.7926894,-73.9737169
DC14166,"THE HOUSE OF LITTLE PEOPLE, INC.","THE HOUSE OF LITTLE PEOPLE,INC.",122 EAST 91 STREET,MANHATTAN,10128,212-369-2740,5526,05/22/2015,Permitted,0 YEARS - 2 YEARS,15,No,Private,40.782719,-73.95396000000001
DC2216,"THE HOUSE OF LITTLE PEOPLE, INC.","THE HOUSE OF LITTLE PEOPLE,INC.",122 EAST 91 STREET,MANHATTAN,10128,212-369-2740,4368,03/31/2015,Permitted,2 YEARS - 5 YEARS,20,No,Private,40.782719,-73.95396000000001
DC1388,"THE HOUSE OF LITTLE PEOPLE, TOO","T.R. LITTLE PEOPLE, LTD.",129 EAST 90 STREET,MANHATTAN,10128,212-860-8118,6724,05/09/2015,Permitted,0 YEARS - 2 YEARS,27,No,Private,40.782348,-73.9538309
DC3089,THE HUDSON GUILD,THE HUDSON GUILD,441 WEST 26 STREET,MANHATTAN,10001,212-760-9800,4719,12/17/2015,Permitted,2 YEARS - 5 YEARS,24,No,ACS Contracted Preschools,40.749552,-74.0022443
DC14934,THE INFANT AND CHILD LEARNING CENTER AT SUNY,THE RESEARCH FOUNDATION OF SUNY,670 PARKSIDE AVENUE,BROOKLYN,11226,718-675-1249,7802,09/28/2015,Permitted,2 YEARS - 5 YEARS,99,No,Private,40.65593,-73.95128
DC22336,THE INTERNATIONAL ACADEMY,"B'ABOVE WORLDWIDE INSTITUTE, INC.",87 PUTNAM AVENUE,BROOKLYN,11238,718-872-6565,26777,11/01/2014,Permitted,2 YEARS - 5 YEARS,80,Yes,ACS Contracted Preschools,40.6830981,-73.95831170000001
DC16845,THE INTERNATIONAL PRESCHOOL,THE INTERNATIONAL PRESCHOOL,330  EAST 45TH STREET,MANHATTAN,10017,212-371-8604,7878,06/20/2014,Permitted,0 YEARS - 2 YEARS,20,No,Private,40.7510872,-73.9692681
DC16837,THE INTERNATIONAL PRESCHOOL,THE INTERNATIONAL PRESCHOOL,330 EAST 45 STREET,MANHATTAN,10017,212-371-8604,7879,06/20/2014,Permitted,2 YEARS - 5 YEARS,96,No,Private,40.7510872,-73.9692681
DC3139,THE INTERNATIONAL PRESCHOOLS,THE INTERNATIONAL PRESCHOOLS,120 WEST 76 STREET,MANHATTAN,10023,212-724-5164,7234,09/27/2014,Permitted,2 YEARS - 5 YEARS,85,No,Private,40.7802798,-73.9779374
DC22822,THE INTERNATIONAL PRESCHOOLS,"INTERNATIONAL PRESCHOOLS, INC.",345 EAST 86TH STREET,MANHATTAN,10028,212-371-8604,51678,09/06/2015,Permitted,2 YEARS - 5 YEARS,80,No,Private,40.7774312,-73.9499242
DC19685,THE JOY OF LEARNING DAY CARE CENTER,JOY OF LEARNING CHILD DEVELOPMENT CORP.,992 GATES AVENUE,BROOKLYN,11221,718-443-6463,8016,06/01/2015,Permitted,2 YEARS - 5 YEARS,75,No,Private,40.6890641,-73.9236289
DC1490,THE KIDS KORNER PRESCHOOL,THE KIDS KORNER PRE-SCHOOL,247 WEST 24 STREET,MANHATTAN,10011,212-229-9340,6015,03/24/2016,Permitted,2 YEARS - 5 YEARS,37,No,Private,40.74576829999999,-73.99701759999999
DC25758,THE LAUGH AND LEARN PLACE,THE LAUGH AND LEARN PLACE,228-23 MERRICK BLVD,QUEENS,11413,718-525-5318,57537,02/25/2016,Permitted,2 YEARS - 5 YEARS,20,No,Private,40.676586,-73.741428
DC20953,THE LEAGUE CENTER NURSERY/JOAN FENICHEL THERAPEUTIC NURSERY,THE LEAGUE SCHOOL,470 VANDERBILT AVENUE,BROOKLYN,11238,718-643-5300,13457,03/13/2016,Permitted,2 YEARS - 5 YEARS,200,No,Private,40.6830766,-73.9680195
DC26061,THE LEARNING EXPERIENCE,RONOMOZA INC.,412 KINGS HIGHWAY,BROOKLYN,11223,718-627-7340,52619,09/30/2015,Permitted,0 YEARS - 2 YEARS,38,No,Private,40.604234,-73.9747809
DC26062,THE LEARNING EXPERIENCE,RONOMOZA INC.,412 KINGS HIGHWAY,BROOKLYN,11223,718-627-7340,52637,09/30/2015,Permitted,2 YEARS - 5 YEARS,107,No,Private,40.604234,-73.9747809
DC2259,THE LEARNING TREE,THE LEARNING TREE,74-15 JUNIPER BOULEVARD NORTH,QUEENS,11379,718-899-2020,4204,07/01/2015,Permitted,2 YEARS - 5 YEARS,79,No,Private,40.720886,-73.8845331
DC18309,THE LEARNING TREE,"BOOKS & RATTLES,INC.",86-28 FRANCIS LEWIS BLVD.,QUEENS,11427,718-740-2300,7865,03/10/2016,Permitted,2 YEARS - 5 YEARS,76,No,Private,40.724691,-73.765333
DC2361,THE LIFE SKILLS PRE-SCHOOL,THE LIFE SKILLS HOME TRAINING TUTORIAL PROGRAM FOR PRESCHOOLERS,97-30 QUEENS BOULEVARD,QUEENS,11374,718-459-6279,5106,10/15/2014,Permitted,2 YEARS - 5 YEARS,91,No,Private,40.728192,-73.85936099999999
DC238,THE LITTLE BRICK HOUSE DAY CARE CENTER,THE LITTLE BRICK HOUSE DAY CARE CENTER INC,3928 HARPER AVENUE,BRONX,10466,718-994-1036,5868,09/14/2014,Permitted,2 YEARS - 5 YEARS,16,No,Private,40.890301,-73.832735
DC16912,THE LITTLE CHILDREN'S GARDEN,THE LITTLE CHILDREN'S GARDEN INC,150-38 UNION TURNPIKE,QUEENS,11367,718-380-0966,8234,11/30/2014,Permitted,2 YEARS - 5 YEARS,29,No,Private,40.7189099,-73.8117966
DC1709,"THE LITTLE DARLINGS DAY CENTER,INC.","LITTLE DARLINGS DAY CARE CENTER,INC.",1531 NOSTRAND AVENUE,BROOKLYN,11226,718-469-6207,4830,07/19/2014,Permitted,2 YEARS - 5 YEARS,49,No,Private,40.648749,-73.949055
DC14556,"THE LITTLE DOLPHIN, INC.","THE LITTLE DOLPHIN, INC.",107-01 CROSS BAY BLVD.,QUEENS,11417,718-641-7754,7483,09/28/2015,Permitted,2 YEARS - 5 YEARS,50,No,Private,40.6787664,-73.844115
DC19830,THE LITTLE LEARNING CENTER,"THE LITTLE LEARNING CENTER,INC.",147-32 SANFORD AVENUE,QUEENS,11355,347-732-4307,8126,04/16/2014,Expired-InRenewal,2 YEARS - 5 YEARS,30,No,Private,40.759804,-73.815939
DC25237,THE LITTLE SCHOLAR'S LEARNING CENTER,VIZZINI HOLDINGS INC.,8702 AVENUE L,BROOKLYN,11236,347-462-1549,43244,06/11/2015,Permitted,2 YEARS - 5 YEARS,30,No,Private,40.633698,-73.902264
DC21206,THE LITTLE WIZARDS PRESCHOOL,THE LITTLE WIZARDS PRESCHOOL,2942  EAST 194TH STREET,BRONX,10461,718-409-5411,8274,03/14/2015,Permitted,2 YEARS - 5 YEARS,30,No,Private,40.8523237,-73.83002979999999
DC12269,THE MADISON AVENUE PRESBYTERIAN CHURCH DAY SCHOOL,THE MADISON AVENUE PRESBYTERIAN CHURCH,921 MADISON AVENUE,MANHATTAN,10021,212-288-9638,1548,02/13/2015,Permitted,2 YEARS - 5 YEARS,111,No,Private,40.772546,-73.964467
DC22619,"THE MANHATTAN KID'S CLUB III, INC","THE MANHATTAN KID'S CLUB III, INC",350 6TH   AVENUE,MANHATTAN,10011,212-677-0600,10477,12/30/2013,Expired-InRenewal,0 YEARS - 2 YEARS,35,Yes,Private,40.731971,-74.000405
DC12266,"THE MANHATTAN KIDS CLUB II,INC","THE MANHATTAN KIDS CLUB II,INC",629 EAST 14 STREET,MANHATTAN,10009,212-533-1977,7156,08/13/2015,Permitted,2 YEARS - 5 YEARS,85,Yes,Private,40.7291613,-73.976652
DC15123,THE MANHATTAN KIDS CLUB III,THE MANHATTAN KIDS CLUB III,350 6TH   AVENUE,MANHATTAN,10011,212-677-0600,10479,12/30/2013,Expired-InRenewal,2 YEARS - 5 YEARS,54,Yes,Private,40.731971,-74.000405
DC14145,THE MAPLE STREET SCHOOL,THE MAPLE STREET SCHOOL,21 LINCOLN ROAD,BROOKLYN,11225,718-282-4345,7291,06/25/2014,Permitted,2 YEARS - 5 YEARS,51,No,Private,40.6606049,-73.9624359
DC3013,THE MEDICAL CENTER NURSERY SCHOOL,THE MEDICAL CENTER NURSERY SCHOOL,60 HAVEN AVENUE,MANHATTAN,10032,212-304-7040,3053,04/27/2013,Expired-InRenewal,2 YEARS - 5 YEARS,60,No,Private,40.8437274,-73.94297569999999
DC2864,THE MONTESSORI  FAMILY SCHOOL OF MANHATTAN,THE MONTESSORI FAMILY SCHOOL OF MANHATTAN,323 EAST 47 STREET,MANHATTAN,10017,212-688-5950,4730,06/02/2015,Permitted,0 YEARS - 2 YEARS,20,No,Private,40.7525649,-73.9684912
DC22477,"THE MONTESSORI KIDS OF LIC, INC / PRESCHOOL","THE MONTESSORI KIDS OF LIC, INC",5 COURT SQUARE,QUEENS,11101,347-746-5542,64719,05/19/2016,Permitted,2 YEARS - 5 YEARS,57,No,Private,40.7465729,-73.942813
DC2654,THE MONTESSORI SCHOOL OF NEW YORK INTERNATIONAL,THE MONTESSORI SCHOOL OF NEW YORK INTERNATIONAL,347 EAST 55 STREET,MANHATTAN,10022,212-223-4630,5158,03/30/2015,Permitted,2 YEARS - 5 YEARS,40,No,Private,40.757468,-73.9643679
DC11950,THE MOTHER HALE LEARNING CENTER,"HALE HOUSE CENTER, INC.",300 MANHATTAN AVENUE,MANHATTAN,10026,212-665-2834,7517,02/28/2014,Expired-InRenewal,0 YEARS - 2 YEARS,26,No,Private,40.8028169,-73.958281
DC14688,THE MOTHER HALE LEARNING CENTER,"HALE HOUSE CENTER, INC.",300 MANHATTAN AVENUE,MANHATTAN,10026,212-665-2834,7516,01/30/2014,Expired-InRenewal,2 YEARS - 5 YEARS,12,No,Private,40.8028169,-73.958281
DC2368,THE NEW BUSY BEE LEARNING CENTER,JM31 CORP,122-01 GUY R BREWER BOULEVARD,QUEENS,11434,718-341-0580,7287,09/12/2015,Permitted,2 YEARS - 5 YEARS,30,No,Private,40.679058,-73.779617
DC687,THE NEW FRIENDLY DAY CARE CENTER,THE FRIENDLY BAPTIST CHURCH,1278 NELSON AVENUE,BRONX,10452,718-588-5050,7195,10/25/2015,Permitted,2 YEARS - 5 YEARS,76,No,Private,40.8396202,-73.9237892
DC14658,"THE NEW YORK DIAGNOSTIC CENTER, INC","DIAGNOSTIC ENTERPRISES, INC.",502  FLATBUSH AVENUE,BROOKLYN,11225,718-363-3261,7653,11/21/2015,Permitted,2 YEARS - 5 YEARS,30,No,Private,40.661826,-73.96190790000001
DC14206,THE NEW YORK INSTITUTE FOR SPECIAL EDUCATION,THE NEW YORK INSTITUTE FOR SPECIAL EDUCATION,985 ASTOR AVENUE,BRONX,10469,718-519-7000,5417,06/28/2014,Permitted,2 YEARS - 5 YEARS,167,No,Private,40.8596992,-73.8594128
DC21073,THE NURTURING ACADEMY  INFANT/TODDLER,THE NURTURING CENTER INC.,112-18 SPRINGFIELD BLVD,QUEENS,11429,718-527-5932,8341,11/17/2014,Permitted,0 YEARS - 2 YEARS,23,No,Private,40.704885,-73.740349
DC11944,THE PLAY GROUP EXPERIENCE,"THE PLAY GROUP EXPERIENCE, INC,.",90 BOULDER STREET,STATEN ISLAND,10312,718-967-0494,6539,03/31/2016,Permitted,2 YEARS - 5 YEARS,28,No,Private,40.546144,-74.197037
DC21811,THE PUERTO RICAN FAMILY INSTITUTE BRONX  HEAD START,THE PUERTO RICAN FAMILY INSTITUTE INC.,1423 PROSPECT AVENUE,BRONX,10459,718-991-5590,8302,05/26/2015,Permitted,2 YEARS - 5 YEARS,163,No,Head Start (Direct Fed. Funding),40.832659,-73.896981
DC1948,THE RAINBOW CAMPUS,"THE RAINBOW CAMPUS, INC.",1110 BERGEN STREET,BROOKLYN,11216,718-774-5652,7068,03/05/2015,Permitted,2 YEARS - 5 YEARS,25,No,Private,40.676042,-73.9490316
DC14367,"THE RAT'S PLAYHOUSE WORKSHOP, INC.","THE RAT'S PLAYHOUSE WORKSHOP, INC.",835 OCEAN AVENUE,BROOKLYN,11226,718-282-6285,5152,06/28/2014,Permitted,2 YEARS - 5 YEARS,30,No,Private,40.642331,-73.959188
DC1364,"THE RICHMONDTOWN CHILDREN'S PRE-SCHOOL,INC.","THE RICHMONDTOWN CHILDREN'S PRE-SCHOOL, INC.",3435 RICHMOND ROAD,STATEN ISLAND,10306,718-987-7623,5256,10/23/2014,Permitted,2 YEARS - 5 YEARS,25,No,Private,40.573351,-74.135328
